sma20_current,sma50_current,class
242.86999999999995,243.18,1
242.94,243.182,1
242.965,243.19,0
243.01000000000005,243.2,1
243.045,243.21,1
243.09,243.226,0
243.13,243.23999999999995,0
243.175,243.25399999999996,0
243.23,243.264,0
243.28,243.264,1
243.315,243.264,1
243.40999999999997,243.278,1
243.51,243.28,0
243.62,243.276,1
243.645,243.268,1
243.635,243.266,1
243.63,243.272,1
243.63,243.28400000000002,1
243.64,243.29999999999995,0
243.63,243.308,1
243.63,243.318,0
243.63,243.32799999999997,1
243.63,243.342,0
243.605,243.4,0
243.58,243.422,1
243.58,243.442,0
243.5900000000001,243.46599999999998,1
243.61,243.52000000000004,1
243.49499999999995,243.596,0
243.49999999999997,243.596,1
243.5,243.59600000000003,1
243.51,243.594,1
243.52,243.592,0
244.305,243.864,1
244.39500000000004,243.898,0
244.48,243.926,0
245.21,244.12800000000004,0
245.315,244.164,1
245.4650000000001,244.22800000000004,1
245.425,244.272,1
245.31,244.4,0
246.345,245.924,0
246.335,245.93,0
246.04,245.98999999999995,0
246.005,246.002,0
245.92,246.05000000000004,1
245.965,246.108,1
245.99,246.122,0
245.99500000000003,246.13,1
246.11,246.198,1
246.195,246.214,0
246.245,246.212,1
246.295,246.21599999999998,0
243.23,243.768,0
243.27500000000003,243.694,1
243.29,243.67,0
243.385,243.582,0
243.43,243.55599999999998,0
243.445,243.498,0
243.45,243.466,1
243.455,243.44000000000003,0
243.445,243.288,1
243.47000000000003,243.25600000000003,0
243.46000000000004,243.25800000000004,1
243.48,243.26800000000003,0
243.505,243.306,0
243.51,243.32,1
243.525,243.34,0
243.53500000000003,243.356,1
243.555,243.376,0
243.55,243.39,0
243.52,243.456,0
243.545,243.47599999999997,0
243.55,243.484,0
243.545,243.486,0
243.545,243.488,1
243.54000000000005,243.492,0
243.53500000000008,243.498,1
243.53000000000003,243.504,1
243.54000000000005,243.51,0
243.53000000000003,243.518,0
243.535,243.52599999999998,1
243.545,243.534,0
243.555,243.54000000000005,0
243.57,243.53600000000003,0
243.61000000000004,243.548,1
243.44,243.524,1
243.43,243.522,0
243.335,243.45,1
243.4,243.474,0
243.485,243.504,0
243.545,243.528,1
243.74,243.616,1
243.795,243.63,0
243.84500000000003,243.644,0
243.89,243.658,0
243.435,243.50600000000003,0
243.205,243.51799999999997,1
243.215,243.522,1
243.235,243.52599999999998,1
243.285,243.53800000000004,0
243.36499999999995,243.548,1
243.56,243.582,1
243.805,243.69,0
243.86000000000004,243.71599999999998,0
243.90000000000003,243.73799999999997,0
243.95000000000005,243.75799999999995,0
243.99,243.79,1
244.025,243.814,1
244.105,243.814,1
244.14999999999995,243.808,1
244.19,243.8,0
244.23999999999995,243.79999999999995,0
244.265,243.794,1
244.27,243.778,0
244.28,243.76400000000004,0
243.775,243.78600000000003,1
243.735,243.81600000000003,0
243.715,243.82599999999996,0
243.695,243.83,0
243.67,243.842,1
243.66,243.854,0
243.64499999999992,243.862,0
243.08,243.51000000000005,0
243.08,243.484,0
243.08,243.484,1
243.19499999999996,243.43600000000004,0
243.23999999999995,243.426,0
243.29,243.414,1
243.32,243.404,1
243.365,243.406,0
243.425,243.41599999999997,1
243.485,243.426,1
243.54,243.44200000000004,1
243.90000000000003,243.56600000000003,1
244.04500000000007,243.612,0
244.08500000000004,243.624,1
244.12500000000009,243.634,1
244.225,243.662,0
244.24999999999997,243.672,1
