ema50_previous,sma50_previous,class
243.05081734269802,243.188,1
243.0801567765349,243.18000000000004,1
243.09723482203853,243.182,0
243.12724866225426,243.19,1
243.156699094496,243.2,1
243.1810730391989,243.21,0
243.2141750962919,243.226,0
243.2414438595034,243.23999999999995,0
243.26764325945183,243.25399999999996,0
243.28766645258773,243.264,1
243.2920716897411,243.264,1
243.30490584953125,243.266,1
243.3507402272872,243.28,0
243.37771325986583,243.278,1
243.38922113110297,243.272,1
243.38825726589275,243.266,1
243.39263933389682,243.266,1
243.40653350945578,243.272,1
243.42564520011646,243.28400000000002,0
243.44915619207558,243.29999999999995,1
243.46144762562298,243.308,0
243.477792216164,243.318,1
243.49349584237004,243.32799999999997,0
243.52442472476272,243.38800000000003,0
243.51255442376754,243.41000000000003,1
243.51574372563167,243.422,0
243.52518394693396,243.442,1
243.5545785459897,243.50000000000003,1
243.56219727325947,243.598,0
243.5552229905087,243.596,1
243.55697895166531,243.596,1
243.55474448297244,243.59600000000003,1
243.5598271723899,243.594,0
244.13457566301184,243.83599999999998,1
244.18102591608482,243.864,0
244.24318168121968,243.898,0
244.49865839231296,244.086,0
244.55473397200885,244.12800000000004,1
244.6246263992505,244.19600000000003,1
244.65700775575604,244.22800000000004,1
244.8000337612191,244.362,0
246.11119101088147,245.93000000000004,0
246.1010535779913,245.924,0
246.00222037498435,245.972,0
246.0194204556496,245.98999999999995,0
246.02153319613763,246.03,1
246.06322380568764,246.088,1
246.08648833757584,246.108,0
246.10699971877625,246.122,1
246.20774843612026,246.188,1
246.2252391078703,246.20999999999995,0
246.2333196869252,246.214,1
246.23139942716784,246.212,0
243.48892970336541,243.8,0
243.46644913507347,243.72,1
243.45194484822804,243.694,0
243.4249696349054,243.61,0
243.4193215270121,243.582,0
243.4213413881039,243.53000000000003,0
243.41068678503564,243.498,1
243.40829314679337,243.466,0
243.36018757137555,243.308,1
243.3540655555481,243.264,0
243.3612556220941,243.25600000000003,1
243.3712317520857,243.25800000000004,0
243.38719265139287,243.26800000000003,0
243.41503967685944,243.306,1
243.4226666918136,243.32,0
243.4436001301281,243.34,1
243.45464230130239,243.356,0
243.47824336277438,243.376,0
243.4535383943004,243.434,0
243.4738747829836,243.456,0
243.4928000608603,243.47599999999997,0
243.5033799701416,243.484,0
243.50386102766103,243.486,1
243.5082447888069,243.488,0
243.5177064639288,243.496,1
243.52154726678987,243.498,1
243.53038622929424,243.504,0
243.54280013444543,243.51,0
243.55141925652737,243.518,1
243.55970037382176,243.52599999999998,0
243.56765674141843,243.534,0
243.57468748923145,243.54000000000005,0
243.57729558812068,243.54200000000003,1
243.4786918402208,243.52,1
243.4807546650657,243.524,0
243.38654096331402,243.44,1
243.4136662072789,243.45,0
243.46363079689957,243.474,0
243.52131994420768,243.504,1
243.67285872345792,243.588,1
243.72565081729766,243.616,0
243.76031268948935,243.63,0
243.7936152725756,243.644,0
243.4785969895356,243.506,0
243.45285561946952,243.508,1
243.4577724455459,243.51799999999997,1
243.45673407018205,243.522,1
243.46750112130297,243.52599999999998,0
243.49598663110697,243.53800000000004,1
243.5502679699613,243.56600000000003,1
243.72280836140885,243.66,0
243.76641211403037,243.69,0
243.8031571362052,243.71599999999998,0
243.82939082912742,243.73799999999997,0
243.85398214441014,243.75799999999995,1
243.87736915796813,243.79,1
243.90048910839386,243.81,1
243.913461844291,243.814,1
243.9228578186069,243.808,0
243.93519328660145,243.8,0
243.95342100085227,243.79999999999995,1
243.96124994942073,243.794,0
243.96570385355844,243.778,0
243.78249283555442,243.762,1
243.7881330243901,243.80200000000005,0
243.79681520218614,243.81600000000003,0
243.8000081230579,243.82599999999996,0
243.8051565838701,243.83,1
243.81255756573015,243.842,0
243.82358988163492,243.854,0
243.3362586496526,243.532,0
243.32422517571862,243.5,0
243.32422517571862,243.5,1
243.35205431816294,243.45,0
243.36140400928653,243.43600000000004,0
243.3716142565921,243.426,1
243.3768889280473,243.414,1
243.38257035500945,243.404,0
243.41963891186245,243.408,1
243.4409310230653,243.41599999999997,1
243.4659233235105,243.426,1
243.69113701774154,243.53800000000004,1
243.77663953392852,243.59000000000003,0
243.8156778387047,243.612,1
243.83835249684574,243.624,1
243.8936252381765,243.65000000000003,0
243.91716470418132,243.662,1
