ema20_previous,ema30_previous,class
242.80494008222905,242.9144385936486,1
242.9735719306936,242.98529712205425,1
243.02817124666146,243.01850375934106,0
243.10911759592483,243.07295857572075,1
243.18830584822425,243.12591803017983,1
243.24745301310742,243.16900913273852,0
243.32299027329418,243.2222233899707,0
243.3803219293884,243.2645439303941,0
243.43368119754837,243.3041341133707,0
243.47541036069975,243.33673633013032,1
243.4831061194764,243.34586248731742,1
243.4959031496912,243.36493252760067,1
243.5896667964339,243.43955676419841,0
243.62481730125285,243.48380094054627,1
243.62870159974887,243.50802759313214,1
243.582892164194,243.51103901776986,1
243.57499767236592,243.51638037919358,1
243.58541488616103,243.53831606654,1
243.60585156366957,243.56528816115448,0
243.6368412400411,243.59898958557525,1
243.63988082045898,243.61559564670355,0
243.65513026612962,243.6385908879724,1
243.668927383641,243.6580847132489,0
243.61136159673583,243.6249990209944,0
243.5360683833497,243.564435182531,1
243.53263329922112,243.5572512959214,0
243.5390491754857,243.55900035080987,1
243.5724850856665,243.57855783038582,1
243.496092165583,243.52979519327096,0
243.4824772213984,243.5214213098341,1
243.49515763676848,243.52850875478757,1
243.49561881421917,243.52666948028502,1
243.51805922863358,243.5378520944602,0
244.81806398135518,244.4607540082531,1
244.865743807797,244.51612064941682,0
244.9529290156389,244.59977525694646,0
245.1783164513054,244.8740516610031,0
245.25567103400329,244.9420744841278,1
245.29822466314442,245.00309169998917,1
245.30821094057927,245.03193827759642,1
245.34270306406464,245.20260905760682,0
246.39915846957436,246.30332334604032,0
246.28039620981326,246.259489231279,0
245.88114214902456,245.99252418047746,0
245.91805783334868,246.0123613301241,0
245.89144822143643,245.9879062877316,1
245.98850985045692,246.0276145239743,1
246.04466204697792,246.06010885833803,0
246.09546641525884,246.0925246360728,1
246.30929454768696,246.22516331926442,1
246.33322832528802,246.2415524759692,0
246.3559530000833,246.25379274891387,1
246.35597803129951,246.25234010102352,0
243.2851107520689,243.21463646838947,0
243.35144098069063,243.26448111036132,1
243.3510051490398,243.28089761590496,0
243.39164023291127,243.32648786616485,0
243.41386236904182,243.34373575349878,0
243.47282361897427,243.39638398539182,0
243.46588803621484,243.39964405471613,1
243.4801483739834,243.41761487483325,0
243.42995816325836,243.42726740693783,1
243.43941772418876,243.43847632196517,0
243.4576868138441,243.4509150564587,1
243.46826491104267,243.46154236593262,0
243.4962859986712,243.47995350748016,0
243.53264999060036,243.50463737236697,1
243.53102823747517,243.50433818705292,0
243.561107905178,243.5274488468061,1
243.56778745378688,243.5331384923867,0
243.6053778230587,243.56286053286743,0
243.43341967851242,243.45820252883306,0
243.47725870881715,243.48328075664506,0
243.51543482358952,243.50472318223603,0
243.53450022922726,243.51833061262766,0
243.52972672332132,243.518156918478,1
243.53641941633828,243.52343711728585,0
243.5436316920596,243.53293242687215,1
243.55048787212868,243.5382682930937,1
243.56323935261327,243.55374722686386,0
243.5887635252758,243.5746791326489,0
243.5963819356714,243.5878089799962,1
243.60773809253936,243.5990828143981,0
243.61950048044707,243.6066025265857,0
243.63014264093502,243.6136370960516,0
243.63466389959882,243.6109253068412,1
243.3919082094387,243.44512963700657,1
243.3992271261044,243.44564288236637,0
243.30149203616463,243.3278241255824,1
243.3799187624617,243.37421708908798,0
243.50593417329483,243.45592857880862,0
243.64494681463356,243.54728943736094,1
243.9569343878308,243.77734837128372,1
244.05805512794174,243.85644193397408,0
244.11651058343682,243.9090599954189,0
244.16791108290508,243.9582833432222,0
243.3085189720704,243.4449527612511,0
243.2692667032982,243.40234369508644,1
243.30165569150776,243.396536989618,1
243.3139973557042,243.38667114944485,1
243.35671059146011,243.39881450583863,0
243.4423777568309,243.4349719454776,1
243.61828912021068,243.50059506736,1
243.98626163883515,243.7787364802131,0
244.06405391858522,243.84584618770188,0
244.12193806068558,243.9001567717003,0
244.15079849893291,243.93806022124718,0
244.179885863592,243.9815896951104,1
244.19370365394352,244.00980564679938,1
244.20042475824815,244.0487579907386,1
244.21079869360514,244.06860479992088,1
244.22316017469691,244.0861622437814,0
244.24238041160982,244.10601178417218,0
244.27226949887117,244.13607695205584,1
244.27282553840038,244.1482724278233,0
244.26737754262746,244.15867217268269,0
243.6010388386833,243.76964794867558,1
243.60751389556057,243.7511221222051,0
243.6309064056638,243.75568251648,0
243.64105947834895,243.74845244876752,0
243.6597694012546,243.751167227999,1
243.67520965695155,243.75370686018329,0
243.7031665309972,243.7645521100725,0
243.07158298150074,243.18844949648891,0
243.110795002005,243.19741807780457,0
243.110795002005,243.19741807780457,1
243.2985766221217,243.2873798290107,0
243.35168511790573,243.31198263316404,0
243.3982478919212,243.33398923361042,1
243.4323400762957,243.34812444047932,1
243.45723430681159,243.36134769851824,0
243.54907212003056,243.42990350741684,1
243.5914204416193,243.46527694348882,1
243.6481860179817,243.5048198352981,1
244.11850550148483,243.8712557949692,1
244.2441792258726,243.99727352745518,0
244.3003834654829,244.0523019226453,1
244.3122491032734,244.0793806299824,1
244.36961512845642,244.15436452698864,0
244.38292331426982,244.1833280151173,1
