ema10_current,sma200_current,class
242.7479209911617,243.0855,1
243.19277496110772,243.1065,1
243.33424129512343,243.112,0
243.44716267918275,243.1185,1
243.52137108432208,243.1245,1
243.62409828516158,243.1325,0
243.6871421966221,243.139,0
243.7330759820916,243.1455,0
243.74682875538662,243.152,0
243.68094518336272,243.157,1
243.62421664429863,243.1625,1
243.6797099783551,243.178,1
243.70511265958461,243.192,0
243.5862533612204,243.209,1
243.5521236878136,243.2205,1
243.5200166835776,243.231,1
243.5442695279754,243.238,1
243.5935897757516,243.2445,1
243.65212452393232,243.249,0
243.66365295426186,243.253,1
243.69973851948325,243.2575,0
243.72643927452896,243.2625,1
243.72445593202275,243.267,0
243.5840360620896,243.289,0
243.45028644571119,243.297,1
243.47468329362832,243.301,0
243.4946443510149,243.306,1
243.5875123366237,243.3225,1
243.45672908434034,243.3475,0
243.48277834173297,243.3505,1
243.48026195569247,243.354,1
243.52021432738465,243.358,1
243.5585502281311,243.3635,0
245.50810452669404,243.5275,1
245.5659307410485,243.5395,0
245.55711287366313,243.5515,0
245.22668104841838,243.5955,0
245.24565936352226,243.598,1
245.2036240059114,243.6045,1
245.25344772369567,243.6125,1
245.45208632206402,243.643,0
246.32841625520317,244.593,0
246.21236019291774,244.6505,0
245.83872175958703,244.78800000000004,0
245.86239747939118,244.805,0
245.92871817021057,244.8545,1
246.2231095049664,244.909,1
246.29604361787418,244.928,0
246.29393916176159,244.946,1
246.5462437742421,245.0145,1
246.49611484768258,245.0415,0
246.4338043895158,245.0535,1
246.36181748906208,245.0655,0
243.37641283585307,245.2155,0
243.40324521285584,245.17050000000003,1
243.3998313758376,245.158,0
243.4354882885344,245.1265,0
243.4948765202517,245.1195,0
243.50019558876545,245.10050000000004,0
243.512694248719,245.094,1
243.51603380013188,245.0875,0
243.36358347007842,245.0315,1
243.4473852914805,245.016,0
243.4751334203021,245.007,1
243.52166584960904,244.998,0
243.57509585708831,244.98800000000003,0
243.5614420648904,244.978,1
243.6217590248139,244.971,0
243.6262742334359,244.963,1
243.69580914285018,244.958,0
243.6868606936474,244.9515,0
243.4252531685399,244.8865,0
243.49903655271262,244.8795,0
243.54122295794483,244.873,0
243.53372787468217,244.865,0
243.55424874696445,244.859,1
243.57386234987632,244.8535,0
243.6058634087236,244.841,1
243.63145054754384,244.833,1
243.67339109580487,244.824,0
243.67540528006856,244.815,0
243.6770532490116,244.807,1
243.6812253855549,244.7985,0
243.69028654845218,244.789,0
243.67387081236998,244.779,0
243.6494507091071,244.75800000000004,1
243.37911578236424,244.566,1
243.4067423276598,244.556,0
243.45403016580346,244.4475,1
243.68373967573535,244.44100000000003,0
243.90804745658886,244.435,0
244.03420275169705,244.428,1
244.48232238160404,244.412,1
244.5391886620677,244.406,0
244.58006802217602,244.3975,0
244.54732838178035,244.388,0
243.27546065841813,244.13,0
243.39236570386976,244.033,1
243.3965775560289,244.0185,1
243.46021666806632,244.00600000000003,1
243.59348370013961,243.996,0
243.66615672638144,243.9865,1
243.90245075355125,243.966,1
244.3934105803183,243.9405,0
244.435380861344,243.933,0
244.41641375591598,243.92550000000003,0
244.40654281174577,243.917,0
244.3831085648328,243.9075,1
244.31062866381862,243.897,1
244.2660992276292,243.874,1
244.23713839633845,243.8625,1
244.24009638387054,243.8525,0
244.2635221719869,243.841,0
244.24350129121933,243.82800000000003,1
244.23276816722571,243.815,0
244.20298090382286,243.8035,0
243.44774812135643,243.6735,1
243.58341676266312,243.661,0
243.63409072635716,243.6565,0
243.69655685860582,243.652,0
243.750489310581,243.6485,1
243.8156214786961,243.6455,0
243.850729616245,243.6405,0
243.0978024922157,243.5285,0
243.2223334674884,243.534,0
243.2223334674884,243.534,1
243.54469389076928,243.5445,0
243.59834555003025,243.5475,0
243.60711775406742,243.5505,1
243.61711881023328,243.5545,1
243.6911421403653,243.5605,0
243.76636016075832,243.5685,1
243.8257829214331,243.5715,1
243.90794138184967,243.575,1
244.52553845914827,243.6035,1
244.59302423718844,243.61550000000003,0
244.55386609474056,243.6205,1
244.49799819973958,243.625,1
244.53205045954988,243.6345,0
244.50521748676903,243.64,1
