sma30_current,cci20_previous,class
243.04666666666665,-21.93861004597612,1
243.02,98.46214934662865,1
243.03333333333336,99.44153633195806,0
243.0533333333333,109.86786369240049,1
243.07333333333332,117.85839417655228,1
243.09333333333333,102.54540268262848,0
243.11,101.5148840559035,0
243.1266666666667,100.2514032848662,0
243.15,89.62036625169803,0
243.16666666666663,68.31116765052944,1
243.17666666666665,32.404516569699936,1
243.21,17.310135879888527,1
243.2633333333333,48.915501406250044,0
243.31666666666663,-16.972449761541213,1
243.38333333333333,-11.852478199791927,1
243.42666666666665,-30.68672425356317,1
243.46,-20.425177931153435,1
243.4933333333333,-5.560417832040456,1
243.53333333333333,22.40958172723565,0
243.56666666666663,35.295075132829474,1
243.6033333333333,21.399168773441684,0
243.63333333333333,12.854910300272394,1
243.65666666666667,17.648530028721336,0
243.63666666666668,-22.11970965669456,0
243.58666666666667,-44.81815314474896,1
243.58333333333331,-25.72284948559573,0
243.59000000000003,-2.3439712122770304,1
243.59333333333336,8.251245230768731,1
243.56333333333333,-21.24280038042813,0
243.57,-14.312606738079404,1
243.57,0.9751093585219838,1
243.57,10.273256892477988,1
243.56666666666663,19.401388098101425,0
244.03333333333333,151.9226115840708,1
244.1,108.8270309077913,0
244.15666666666667,128.3364314514768,0
244.54666666666665,27.99312385517817,0
244.6,40.903421667583906,1
244.7,-32.190404548676966,1
244.77666666666664,-40.56706791491077,1
245.04333333333332,51.90944694485402,0
246.18666666666664,-8.995491459682867,0
246.23666666666665,-16.855271087085068,0
246.15,7.21770126800119,0
246.13333333333333,25.74828855910637,0
246.10333333333332,1.570210856888903,1
246.0966666666667,24.008482703539052,1
246.11000000000004,35.7745350951466,0
246.10333333333332,25.988900499439648,1
246.10666666666665,49.044444732569396,1
246.11666666666667,9.0097089461724,0
246.1233333333333,14.074815463533866,1
246.1266666666667,2.074795549648184,0
243.1133333333333,1.6931903945987798,0
243.17333333333332,12.67003486075333,1
243.19333333333333,6.090511470373088,0
243.25666666666663,6.002632994934852,0
243.28333333333333,2.1022616972241503,0
243.31666666666663,10.32250636708142,0
243.33333333333331,0.20060782566124225,1
243.33666666666667,7.9331357560764895,0
243.43,-10.512683350294218,1
243.44666666666672,1.0140571852020823,0
243.45000000000007,10.155883880388977,1
243.46000000000004,8.239774257040409,0
243.4733333333334,9.782567757734258,0
243.47333333333336,14.788556684189846,1
243.48666666666668,2.145695416204102,0
243.49000000000007,9.924854323598376,1
243.51,9.226674290765313,0
243.52,18.167946716552493,0
243.50333333333333,-1.5567982264922733,0
243.50666666666663,9.666897424865118,0
243.51,20.297657338070763,0
243.5133333333333,13.134358230237774,0
243.51333333333332,0.8352073297805495,1
243.51666666666668,0.9410111478481138,0
243.51666666666668,1.5732571457343036,1
243.5333333333334,3.4680404310444994,1
243.55000000000007,5.687527252733164,0
243.5666666666667,11.818834156428812,0
243.58,10.147069082510924,1
243.58333333333331,11.967321798105953,0
243.58666666666664,9.443652168006508,0
243.58666666666664,12.859754283041301,0
243.57666666666668,0.2132241625619085,1
243.51,-4.000354626029926,1
243.50333333333327,3.2464791933174246,0
243.38,30.059927471407587,1
243.41,53.19638857036657,0
243.44666666666663,81.3145467002538,0
243.47333333333333,74.3504030470735,1
243.59666666666664,81.69973293605865,1
243.63333333333333,72.76839284692278,0
243.67,53.55319289403757,0
243.70666666666665,47.95776900458728,0
243.63,-5.7915725313419575,0
243.54,11.722195488176482,1
243.50666666666663,12.39264619035711,1
243.48,13.50377462865776,1
243.45,25.677465313541607,0
243.42,47.30146802286857,1
243.3766666666667,38.023243575150225,1
243.55000000000007,61.333038218453396,0
243.59000000000003,57.36154804477928,0
243.63,40.61701965325139,0
243.69666666666672,30.899287469173284,0
243.7433333333333,23.614745532899367,1
243.79333333333332,16.207691846396994,1
243.87,8.223205462261372,1
243.9,7.776476739407178,1
243.92,2.7058180499685762,0
243.95666666666665,10.713579423575938,0
243.98333333333332,9.712520242697996,1
244.00666666666663,0.6783551786306558,0
244.03333333333333,-8.94465644412215,0
243.9833333333333,-20.00836688860914,1
243.94666666666663,-3.3938866056316583,0
243.91333333333333,4.7521805719972035,0
243.89,10.300130872784028,0
243.86666666666665,11.893405724981433,1
243.85,13.609423164598494,0
243.83666666666664,21.45268599887544,0
243.32333333333332,12.383244020872727,0
243.30666666666667,22.634572329555308,0
243.30666666666667,22.634572329555308,1
243.27999999999997,49.93076117163393,0
243.26999999999995,41.92757825674757,0
243.26,34.02023926196701,1
243.25,17.073708397702525,1
243.26666666666668,19.24499833813184,0
243.29333333333332,36.18590817735621,1
243.31,29.4195555761516,1
243.34333333333333,35.2728580864134,1
243.62,93.41935005226318,1
243.72666666666672,38.33324415451012,0
243.76333333333335,38.25601746660492,1
243.79333333333335,21.18985839706248,1
243.9,26.090087134056763,0
243.94333333333333,20.7488672030532,1
