mom10_previous,wpr14_previous,class
-0.20000000000001705,-54.54545454545549,1
0.6999999999999886,-12.500000000000892,1
0.8000000000000114,-23.529411764705984,0
1.0,-5.8823529411760775,1
1.1000000000000227,-12.499999999999332,1
1.0,-21.428571428572152,0
1.200000000000017,-7.142857142856707,0
0.9000000000000057,-14.285714285713414,0
0.8000000000000114,-15.384615384614374,0
0.19999999999998866,-23.07692307692375,1
-0.19999999999998866,-46.15384615384532,1
-0.30000000000001137,-41.66666666666706,1
0.0,-50.000000000002366,0
-0.4000000000000057,-74.99999999999824,1
0.19999999999998866,-50.00000000000001,1
-0.09999999999999433,-74.99999999999824,1
-0.5,-62.49999999999911,1
0.0,-37.500000000000895,1
0.0,-24.99999999999823,0
0.30000000000001137,-12.499999999999115,1
0.2999999999999829,-37.500000000000895,0
0.30000000000001137,-24.99999999999823,1
0.20000000000001705,-24.99999999999823,0
-0.4000000000000057,-83.33333333333412,0
-0.5,-77.77777777777601,1
-0.19999999999998866,-55.55555555555521,0
-0.09999999999999433,-44.4444444444448,1
0.19999999999998866,-14.285714285717187,1
-0.19999999999998866,-57.14285714285656,0
-0.19999999999998866,-57.14285714285656,1
-0.09999999999999433,-33.333333333334906,1
-0.19999999999998866,-50.0,1
0.19999999999998866,-16.666666666669823,0
2.0,-57.81250000000021,1
1.6999999999999886,-59.375000000000135,0
1.5999999999999943,-53.125000000000036,0
0.20000000000001705,-59.2592592592593,0
0.5,-40.909090909091375,1
-0.20000000000001705,-55.555555555556076,1
0.2999999999999829,-30.769230769231612,1
0.6000000000000227,-11.76470588235235,0
-0.30000000000001137,-80.00000000000115,0
-0.30000000000001137,-80.00000000000115,0
0.09999999999999433,-5.5555555555552045,0
0.10000000000002274,-23.80952380952355,0
0.30000000000001137,-38.095238095238216,1
1.4000000000000057,-14.285714285714672,1
0.8000000000000114,-14.285714285714672,0
0.09999999999999433,-14.285714285714672,1
0.8000000000000114,-14.285714285713414,1
0.20000000000001705,-58.33333333333294,0
-0.09999999999999433,-50.0,1
-0.30000000000001137,-66.66666666666825,0
-0.09999999999999433,-29.999999999998288,0
-0.09999999999999433,-54.54545454545431,1
-0.19999999999998866,-74.99999999999824,0
0.09999999999999433,-62.49999999999911,0
0.19999999999998866,-50.00000000000001,0
0.19999999999998866,-37.500000000000895,0
-0.4000000000000057,-62.49999999999911,1
0.2999999999999829,-37.500000000000895,0
-0.5,-60.00000000000227,1
0.19999999999998866,-20.0000000000017,0
0.0,-20.0000000000017,1
0.09999999999999433,-20.0000000000017,0
0.0,-10.000000000002274,0
0.30000000000001137,-0.0,1
0.30000000000001137,-30.000000000001133,0
0.5,-0.0,1
0.4000000000000057,-20.0000000000017,0
0.5999999999999943,-15.384615384614714,0
-0.5,-63.63636363636294,0
0.20000000000001705,-27.272727272725863,0
0.30000000000001137,-27.272727272725863,0
0.19999999999998866,-36.36363636363706,0
0.19999999999998866,-54.54545454545431,1
0.4000000000000057,-45.45454545454569,0
0.5,-45.45454545454569,1
0.19999999999998866,-45.45454545454569,1
0.2999999999999829,-36.36363636363706,0
0.0,-27.272727272725863,0
-0.10000000000002274,-40.000000000000576,1
0.0,-40.000000000000576,0
0.19999999999998866,-57.14285714285889,0
0.09999999999999433,-57.14285714285889,0
0.0,-66.66666666666825,1
0.0,-42.857142857141106,1
0.19999999999998866,-28.57142857142741,0
0.9000000000000057,-0.0,1
0.9000000000000057,-30.43478260869539,0
1.1999999999999886,-30.000000000000192,0
1.5999999999999943,-23.333333333333908,1
1.6999999999999886,-13.333333333333526,1
2.200000000000017,-19.999999999999808,0
1.6999999999999886,-30.000000000000192,0
0.09999999999999433,-30.000000000000192,0
0.30000000000001137,-22.2222222222224,0
-0.3999999999999773,-33.333333333333336,1
0.19999999999998866,-23.07692307692375,1
0.0,-44.4444444444448,1
0.19999999999998866,-14.285714285717187,0
0.7999999999999828,-9.09090909090862,1
0.7999999999999828,-16.66666666666785,1
1.1999999999999886,-21.052631578947604,0
0.9000000000000057,-21.052631578947604,0
0.4000000000000057,-26.31578947368413,0
0.4000000000000057,-36.84210526315718,0
0.6000000000000227,-41.1764705882349,1
0.09999999999999433,-50.00000000000089,1
-0.20000000000001705,-61.53846153846187,1
-0.6000000000000227,-61.53846153846187,1
-0.4000000000000057,-61.53846153846187,0
-0.2999999999999829,-69.99999999999885,0
-0.09999999999999433,-59.999999999999424,1
-0.10000000000002274,-80.00000000000115,0
-0.10000000000002274,-75.00000000000179,0
-0.19999999999998866,-66.66666666666667,1
0.19999999999998866,-41.66666666666706,0
0.5,-24.999999999998817,0
0.4000000000000057,-19.999999999998863,0
0.5999999999999943,-9.999999999999432,1
0.5999999999999943,-9.999999999999432,0
0.8000000000000114,-9.09090909090862,0
0.19999999999998866,-33.333333333333336,0
0.19999999999998866,-13.333333333332574,0
0.19999999999998866,-13.333333333332574,1
0.9000000000000057,-7.142857142856707,0
0.8999999999999773,-21.428571428572152,0
0.3999999999999773,-21.428571428572152,1
0.4000000000000057,-28.57142857142886,1
0.5,-28.57142857142886,0
0.4000000000000057,-28.57142857142741,1
0.5,-27.272727272725863,1
0.30000000000001137,-18.18181818181724,1
1.5,-30.76923076923127,1
0.6999999999999886,-50.00000000000055,0
0.7999999999999828,-50.00000000000055,1
0.4000000000000057,-61.538461538461455,1
0.5,-50.000000000000604,0
-0.09999999999999433,-68.18181818181765,1
