sma30_previous,cci20_current,class
243.07,-5.2461893588155135,1
243.02,99.64844030261105,1
243.02,110.09598665324188,0
243.03333333333336,118.13748784129135,1
243.0533333333333,102.77251972195542,1
243.07333333333332,101.60461917177555,0
243.09333333333333,100.3399432682205,0
243.11,89.68626710730992,0
243.1266666666667,68.27101198753904,0
243.15,32.394986720875075,1
243.16666666666663,17.376334972152776,1
243.18666666666664,56.60882274233385,1
243.23666666666665,46.12032989732397,0
243.29666666666668,-21.389936685779873,1
243.35,-22.542948732960976,1
243.40666666666667,-20.4578161690408,1
243.42666666666665,-5.570503072135273,1
243.46,22.473355404484664,1
243.4933333333333,35.34707220893523,0
243.53333333333333,21.45386919838161,1
243.56666666666663,12.885520981862042,0
243.6033333333333,17.67550166287405,1
243.63333333333333,4.125630396320813,0
243.64,-2.0737227803129046,0
243.59666666666664,-25.677066905842857,1
243.58666666666667,-2.338440862321084,0
243.58333333333331,10.547870455276616,1
243.60333333333335,12.258992914290946,1
243.56333333333333,-14.242332073244302,0
243.56333333333333,0.9703462195385196,1
243.57,10.238648264406,1
243.57,19.323507012039247,1
243.57,22.83960877370644,0
243.98666666666665,109.76007684580786,1
244.03333333333333,129.27469851050364,0
244.1,116.8335175603984,0
244.4766666666666,41.128358894923416,0
244.54666666666665,5.13969696346237,1
244.64666666666665,-40.87334261773007,1
244.7,-17.44594112402482,1
244.9533333333333,33.85398713794782,0
246.16666666666663,-20.739605309821133,0
246.22,-9.215831673515432,0
246.15,25.89207121538188,0
246.15,4.899010655049458,0
246.1133333333333,10.991475998205106,1
246.09000000000003,36.012724055309526,1
246.0966666666667,26.147137271377325,0
246.11000000000004,27.29378253288497,1
246.10666666666668,29.7656349240886,1
246.11,14.143147764342453,0
246.11666666666667,2.0851578464506475,1
246.1233333333333,-7.261784423761567,0
243.13333333333333,4.780772878864045,0
243.1266666666667,6.085607295325249,1
243.17333333333332,7.188800424040278,0
243.23666666666665,2.1009215482277104,0
243.25666666666663,13.61464718202567,0
243.30666666666667,0.20043701683465748,0
243.31666666666663,7.924009113693473,1
243.33333333333331,7.531457996277207,0
243.41333333333333,-10.411599856539748,1
243.44000000000003,10.140571851998343,0
243.44666666666672,8.22626594311218,1
243.45000000000007,9.765658378716743,0
243.46000000000004,14.775753384074203,0
243.4733333333334,2.1417909680533183,1
243.47333333333336,9.911069303424178,0
243.48666666666668,9.208627722924962,1
243.49000000000007,18.145792771847308,0
243.51,5.850694705330643,0
243.4933333333333,9.652149004273683,0
243.50333333333333,20.26930105213196,0
243.50666666666663,13.115409356906445,0
243.51,0.833927506682864,0
243.5133333333333,0.939608246004676,1
243.51333333333332,3.1367038261502755,0
243.51333333333335,3.4611657206133217,1
243.51666666666668,5.674975250800742,1
243.5333333333334,11.796352820485128,0
243.55000000000007,10.130429276936669,0
243.5666666666667,11.943945899210016,1
243.58,9.425589734790103,0
243.58333333333331,12.83912261043683,0
243.58666666666664,7.65208519321725,0
243.58333333333331,-3.198362438428628,1
243.52,3.243530777866139,1
243.51,3.8957750319798015,0
243.37,53.23339883118257,1
243.38,81.26922607053814,0
243.41,74.21045323853883,0
243.44666666666663,63.40041732585371,1
243.5533333333333,72.71933333719154,1
243.59666666666664,53.48038510436458,0
243.63333333333333,47.84670512663989,0
243.67,33.988418858753775,0
243.61999999999995,-0.8910111586722304,0
243.58,12.392035230359134,1
243.54,13.509100802101527,1
243.50666666666663,25.668331938763128,1
243.48,47.22420794620932,0
243.45,42.381220758079394,1
243.38,48.90305073382071,1
243.50333333333336,57.30386052527028,0
243.55000000000007,40.55640701603382,0
243.59000000000003,30.855470731062226,0
243.63,23.595819521913274,0
243.69666666666672,16.19296836541758,1
243.7433333333333,4.502136624000659,1
243.83666666666664,7.772618861589832,1
243.87,2.7048614745744044,1
243.9,10.71052978113523,0
243.92,9.698608741341415,0
243.95666666666665,0.6776176913504856,1
243.98333333333332,-8.931676518642751,0
244.00666666666663,-9.510773940587145,0
243.9966666666666,-9.49549615052686,1
243.9633333333333,4.75144124788355,0
243.94666666666663,10.296391239332738,0
243.91333333333333,11.884766391672391,0
243.89,13.592463685693614,1
243.86666666666665,21.434841484245624,0
243.85,19.8635981471046,0
243.33666666666667,11.257494564432543,0
243.31666666666663,27.25157464553147,0
243.31666666666663,27.25157464553147,1
243.2866666666666,41.91020903772641,0
243.27999999999997,34.01671443472049,0
243.26999999999995,17.0666316563346,1
243.26,19.222055811979352,1
243.25,29.773144487819053,0
243.27666666666667,29.379781247449113,1
243.29333333333332,35.21259547724794,1
243.31,40.734461919147456,1
243.5533333333333,53.98320106426594,1
243.67333333333332,38.219495655535404,0
243.72666666666672,21.17743824044208,1
243.76333333333335,7.177210102232031,1
243.85666666666668,20.735353093439898,0
243.9,11.970500309451449,1
