sma20_previous,stoch_rsi_14_current,class
242.89,100.0,1
242.925,95.6193041181328,1
242.94,100.0,0
242.965,100.0,1
243.01000000000005,91.26723929384715,1
243.045,100.0,0
243.09,91.04485588976624,0
243.13,91.04485588976624,0
243.175,80.65900828262838,0
243.23,47.10473139803856,1
243.28,18.114273800187064,1
243.345,87.27427147493471,1
243.455,50.63369496578653,0
243.59,16.25870698135886,1
243.65,0.0,1
243.635,19.99722085346585,1
243.635,52.247124095496886,1
243.63,65.41630055570515,1
243.63,77.31529121644724,0
243.64,42.492268864146226,1
243.63,73.85038129375035,0
243.63,73.85038129375035,1
243.63,48.20598456844496,0
243.615,34.68016337260493,0
243.58,59.07453707633842,1
243.58,81.57748574983876,0
243.58,81.57748574983876,1
243.61000000000004,100.0,1
243.50999999999996,21.344353790494093,0
243.49499999999995,85.16067082974463,1
243.49999999999997,47.872566859533364,1
243.5,100.0,1
243.51,100.0,0
244.235,51.17347630761281,1
244.305,60.38213367781202,0
244.39500000000004,53.64109123823603,0
245.085,56.73892330768643,0
245.21,28.074346063089763,1
245.40000000000003,27.14521603864653,1
245.4650000000001,55.02432458915143,1
245.33,49.9573019241618,0
246.36,0.0,0
246.335,40.685717256242974,0
246.05,96.13692187877035,0
246.04,83.65620794864253,0
245.925,88.33454660443716,1
245.94000000000003,100.0,1
245.965,100.0,0
245.99,90.65426261383531,1
246.08,45.71769207521586,1
246.14,45.14023347990386,0
246.195,0.0,1
246.245,0.0,0
243.215,92.20395515751265,0
243.26000000000005,2.7141294901922466,1
243.27500000000003,25.70314745084002,0
243.345,46.63159785095691,0
243.385,83.19099685973963,0
243.445,16.708620916030778,0
243.445,59.765692398602866,1
243.45,37.79479690772285,0
243.445,28.476996527708703,1
243.46,83.94939056617491,0
243.47000000000003,83.94939056617491,1
243.46000000000004,100.0,0
243.48,100.0,0
243.505,48.37268506164109,1
243.51,90.97026693738823,0
243.525,60.409908302721284,1
243.53500000000003,96.68050150455852,0
243.555,54.879864698513906,0
243.48999999999995,99.72813516405235,0
243.52,99.72813516405235,0
243.545,87.71818431464987,0
243.55,61.85059786979043,0
243.545,74.8558425022343,1
243.545,74.8558425022343,0
243.5300000000001,74.8558425022343,1
243.53500000000008,88.80712605132376,1
243.53000000000003,100.0,0
243.54000000000005,84.38039864214826,0
243.53000000000003,64.67527056395471,1
243.535,64.67527056395471,0
243.545,59.37525096117794,0
243.555,4.7328939332397075,0
243.59,4.7328939332397075,1
243.45,100.0,1
243.44,100.0,0
243.295,88.98375557720291,1
243.335,97.33353953636237,0
243.4,99.9887940515733,0
243.485,92.37089664886213,1
243.67,95.14327495117088,1
243.74,87.29779602613846,0
243.795,87.29779602613846,0
243.84500000000003,84.26482981448916,0
243.51,91.96335811126708,0
243.17,84.7822423933027,1
243.205,45.24559670624518,1
243.215,100.0,1
243.235,100.0,0
243.285,73.35173393948969,1
243.49,100.0,1
243.74,83.20548203416988,0
243.805,73.46664913090882,0
243.86000000000004,46.5799301717969,0
243.90000000000003,46.57993017179693,0
243.95000000000005,12.782206237349241,1
243.99,0.0,1
244.07,28.03718340851975,1
244.105,28.03718340851975,1
244.14999999999995,41.98050090227376,0
244.19,54.74475354537569,0
244.23999999999995,19.791215705546048,1
244.265,24.603018275446768,0
244.27,0.0,0
243.79,89.5093114708942,1
243.74999999999997,100.0,0
243.735,91.67590488561798,0
243.715,99.07300654103969,0
243.695,99.07300654103969,1
243.67,100.0,0
243.66,91.60310406029741,0
243.09500000000003,89.38507814669218,0
243.08,90.51016299775259,0
243.08,90.51016299775259,1
243.14499999999992,85.75895175068598,0
243.19499999999996,84.34089184237841,0
243.23999999999995,75.26046225985358,1
243.29,75.26046225985358,1
243.32,96.12914387171419,0
243.39500000000004,89.02189991712179,1
243.425,99.60371264094181,1
243.485,100.0,1
243.835,42.05776173905254,1
243.97000000000003,42.05776173905254,0
244.04500000000007,5.437578273662547,1
244.08500000000004,0.0,1
244.19,11.125949367706623,0
244.225,11.12594936770667,1
