sma100_previous,stochk_14_current,class
243.301,55.55555555555623,1
243.291,75.04713423831045,1
243.296,80.02450980392116,0
243.302,82.10784313725487,1
243.308,85.60924369747927,1
243.312,86.30952380952391,0
243.31600000000003,88.09523809523813,0
243.318,87.91208791208794,0
243.32100000000003,89.92673992674055,0
243.323,84.61538461538484,1
243.32000000000005,74.35897435897455,1
243.31400000000005,58.13908313908306,1
243.31900000000005,68.18181818181891,0
243.31800000000004,47.222222222223365,1
243.32,37.50000000000088,1
243.322,37.50000000000088,1
243.324,33.333333333334515,1
243.32800000000003,45.83333333333361,1
243.33300000000003,62.500000000000284,0
243.341,75.00000000000058,1
243.34600000000003,75.00000000000058,0
243.34900000000002,70.83333333333421,1
243.353,70.83333333333421,0
243.36300000000003,16.6666666666659,0
243.36900000000003,31.48148148148163,1
243.372,29.62962962962989,0
243.375,49.735449735449656,1
243.377,85.71428571428288,1
243.38500000000008,33.333333333334735,0
243.38600000000002,34.92063492063627,1
243.38800000000003,42.06349206349282,1
243.389,44.44444444444502,1
243.392,61.111111111110056,0
243.551,47.91666666666654,1
243.568,44.27083333333314,0
243.59099999999995,43.74999999999983,0
243.72600000000003,32.555018786902735,0
243.75,45.005611672278064,1
243.792,59.44055944055873,1
243.81399999999996,62.820512820511986,1
243.89200000000002,81.1463046757168,0
245.59000000000003,26.666666666666387,0
245.627,8.88888888888836,0
245.679,54.761904761904546,0
245.68400000000003,70.89947089947083,0
245.703,61.904761904761756,1
245.748,73.01587301587256,1
245.768,79.36507936507894,0
245.786,85.71428571428531,1
245.854,82.664995822891,1
245.881,58.333333333333705,0
245.893,49.99999999999997,1
245.90500000000003,42.42424242424193,0
244.915,66.66666666666761,0
244.831,62.247474747475366,1
244.799,51.13636363636466,0
244.701,45.83333333333361,0
244.67400000000006,45.83333333333361,0
244.62500000000003,54.166666666666366,0
244.59900000000005,50.0,1
244.57500000000005,54.166666666666366,0
244.41600000000003,46.6666666666659,1
244.38,56.66666666666533,0
244.365,66.66666666666477,1
244.344,79.99999999999828,0
244.317,83.33333333333142,0
244.292,86.66666666666458,1
244.267,83.33333333333144,0
244.247,86.66666666666553,1
244.223,79.74358974358908,0
244.201,84.61538461538456,0
243.917,36.3636363636362,0
243.892,54.54545454545517,0
243.866,66.66666666666752,0
243.84099999999998,75.757575757577,0
243.815,63.63636363636465,1
243.791,54.54545454545517,0
243.75899999999996,51.51515151515144,1
243.743,48.48484848484856,1
243.72599999999997,48.48484848484856,0
243.711,56.666666666667226,0
243.69400000000002,61.515151515151814,1
243.681,57.61904761904742,0
243.667,43.80952380952266,0
243.654,38.095238095236546,0
243.631,36.507936507934886,1
243.414,66.66666666666802,1
243.406,76.19047619047716,0
243.421,42.31884057970973,1
243.42999999999995,51.7632850241545,0
243.44400000000002,71.20772946859908,0
243.457,68.88888888888879,1
243.505,72.22222222222223,1
243.525,77.7777777777778,0
243.543,79.99999999999993,0
243.56,75.55555555555544,0
243.529,71.75925925925921,0
243.518,68.68945868945805,1
243.51800000000003,66.83760683760579,1
243.51500000000004,54.456654456653865,1
243.51700000000002,54.68975468975446,0
243.52599999999998,62.77056277056304,1
243.54500000000004,69.1142191142188,1
243.581,77.1929824561402,0
243.589,78.94736842105239,0
243.59900000000002,75.43859649122804,0
243.604,68.73065015479894,0
243.611,62.919246646027176,1
243.614,50.26260504201707,1
243.625,34.98168498168489,1
243.63200000000003,35.89743589743573,1
243.641,32.30769230769172,0
243.65200000000004,32.82051282051253,0
243.664,36.66666666666652,1
243.67500000000004,38.33333333333298,0
243.683,29.166666666665826,0
243.66600000000003,20.00000000000044,1
243.66600000000003,47.22222222222239,0
243.66800000000003,62.777777777778084,0
243.67000000000004,76.1111111111116,0
243.67300000000003,83.33333333333431,1
243.676,83.93939393939486,0
243.68,87.272727272728,0
243.64499999999995,62.35294117647146,0
243.657,69.49494949494998,0
243.657,69.49494949494998,1
243.62500000000003,80.21978021978012,0
243.618,85.71428571428595,0
243.61000000000004,85.71428571428595,1
243.59600000000003,76.19047619047636,1
243.584,71.42857142857117,0
243.571,76.6233766233772,1
243.56600000000003,80.08658008658112,1
243.569,81.81818181818281,1
243.63100000000003,64.10256410256358,1
243.669,56.410256410255954,0
243.687,48.71794871794831,1
243.705,43.16239316239307,1
243.733,37.37373737373759,0
243.74400000000009,38.38383838383855,1
