sma20_previous,uosc_previous,class
242.89,21.379885046451914,1
242.925,28.3890230229244,1
242.94,25.79184034575511,0
242.965,27.410741074107047,1
243.01000000000005,25.458241947805533,1
243.045,22.059716360914866,0
243.09,22.53823196687541,0
243.13,17.008123195731017,0
243.175,18.001621612297242,0
243.23,21.294207393056475,1
243.28,18.823053158624145,1
243.345,19.400939442852376,1
243.455,22.734051092864657,0
243.59,19.806918388699184,1
243.65,23.976680400614004,1
243.635,16.410981582396726,1
243.635,17.598505696236007,1
243.63,25.244667205092536,1
243.63,25.249840853002485,0
243.64,24.48608887900327,1
243.63,20.68233353947642,0
243.63,23.03139518331161,1
243.63,25.313688402191204,0
243.615,26.07199817726034,0
243.58,23.841362363563217,1
243.58,31.831787260358386,0
243.58,33.67464714709917,1
243.61000000000004,25.12902520365177,1
243.50999999999996,34.5283789301762,0
243.49499999999995,38.083953960731904,1
243.49999999999997,45.29616724738735,1
243.5,38.155061019383176,1
243.51,41.79587880618865,0
244.235,16.78437534159132,1
244.305,11.016211916399515,0
244.39500000000004,10.700751923449292,0
245.085,25.46232298297667,0
245.21,25.58364296705452,1
245.40000000000003,25.773341714390234,1
245.4650000000001,20.504068649828078,1
245.33,18.12724943793112,0
246.36,26.85638496189079,0
246.335,10.411822660098213,0
246.05,27.989222883602626,0
246.04,25.024668661996568,0
245.925,18.11371851699863,1
245.94000000000003,17.01057028925865,1
245.965,18.533360537814385,0
245.99,23.974840469084764,1
246.08,30.05736330544499,1
246.14,24.4884357996983,0
246.195,21.20493225785105,1
246.245,22.597534560382535,0
243.215,33.06260287190153,0
243.26000000000005,54.05018125867856,1
243.27500000000003,40.04091994637346,0
243.345,31.2064848112204,0
243.385,29.467876039305487,0
243.445,28.43357734007535,0
243.445,31.432506261682025,1
243.45,33.68136187095412,0
243.445,34.19879062736174,1
243.46,37.75182677789487,0
243.47000000000003,35.26533304614739,1
243.46000000000004,35.51621465746649,0
243.48,35.2383180954608,0
243.505,30.00099267330749,1
243.51,33.81157340985156,0
243.525,41.478646253021104,1
243.53500000000003,35.67655987503232,0
243.555,42.090403875300176,0
243.48999999999995,19.91795366795364,0
243.52,24.090984102535906,0
243.545,23.367220712535282,0
243.55,22.030616651112343,0
243.545,20.930118181710338,1
243.545,23.598901098901,0
243.5300000000001,22.619047619047183,1
243.53500000000008,19.07207006191723,1
243.53000000000003,23.222917307625213,0
243.54000000000005,30.54741988643785,0
243.53000000000003,35.26624442880442,1
243.535,35.5825206580791,0
243.545,38.38355303274524,0
243.555,40.77758625813279,0
243.59,34.37470350558354,1
243.45,24.869169266583878,1
243.44,23.64773866535798,0
243.295,45.57283897040844,1
243.335,40.707841220730856,0
243.4,38.199920714206435,0
243.485,34.934560388860234,1
243.67,30.68327462737411,1
243.74,22.414338104076982,0
243.795,21.35090829231859,0
243.84500000000003,19.118047448054604,0
243.51,17.842639591114217,0
243.17,34.670474419431535,1
243.205,46.43433231459743,1
243.215,56.2979917565609,1
243.235,56.73128261177804,0
243.285,56.45098948670705,1
243.49,34.2869896061393,1
243.74,22.53983931420083,0
243.805,21.582156528700303,0
243.86000000000004,24.40108987600564,0
243.90000000000003,21.897842594564352,0
243.95000000000005,23.470062016355136,1
243.99,22.459849038908096,1
244.07,19.436342599255358,1
244.105,21.363808605188233,1
244.14999999999995,21.907519585081612,0
244.19,22.359463608892398,0
244.23999999999995,21.19047920468336,1
244.265,22.151191698592022,0
244.27,28.53547406734099,0
243.79,26.59404670959333,1
243.74999999999997,36.42787091953472,0
243.735,36.99339763163145,0
243.715,30.552163548508094,0
243.695,27.50345713227412,1
243.67,25.68820737495389,0
243.66,25.71765347360269,0
243.09500000000003,34.00538772919588,0
243.08,33.481268901568875,0
243.08,33.481268901568875,1
243.14499999999992,23.72247823860724,0
243.19499999999996,20.766228061634067,0
243.23999999999995,21.60682454800091,1
243.29,20.9438278518816,1
243.32,22.39925482890425,0
243.39500000000004,25.296009491734647,1
243.425,27.290729283839113,1
243.485,31.71212972033501,1
243.835,27.759254094145373,1
243.97000000000003,24.262813752372452,0
244.04500000000007,23.77513642819716,1
244.08500000000004,21.334289747762075,1
244.19,17.643596875088612,0
244.225,17.408876232405245,1
