sma100_previous,adi14_previous,class
243.301,29.49350703497163,1
243.291,27.33001566438905,1
243.296,28.138500306321497,0
243.302,28.88923604525876,1
243.308,29.839196304385656,1
243.312,30.127138022428827,0
243.31600000000003,30.39451247489746,0
243.318,30.64278875218976,0
243.32100000000003,29.65413273155519,0
243.323,28.7360949981088,1
243.32000000000005,26.808864225706376,1
243.31400000000005,23.357547893495926,1
243.31900000000005,24.263916931273553,0
243.31800000000004,23.099130809294962,1
243.32,20.347613516425785,1
243.322,17.624687130911788,1
243.324,16.909175483037668,1
243.32800000000003,16.711535284196447,1
243.33300000000003,17.33874074742248,0
243.341,18.274806785425405,1
243.34600000000003,18.52174525658243,0
243.34900000000002,18.167628804815713,1
243.353,17.838806385318048,0
243.36300000000003,14.047811285716715,0
243.36900000000003,12.590495292347144,1
243.372,11.723718980900244,0
243.375,11.781263603796566,1
243.377,11.993563461893716,1
243.38500000000008,10.348523684005812,0
243.38600000000002,9.84139887985757,1
243.38800000000003,9.479940862592802,1
243.389,9.669916171077272,1
243.392,9.846321814670004,0
243.551,36.52739609974017,1
243.568,36.066683634769795,0
243.59099999999995,35.901222962108825,0
243.72600000000003,30.784253475909622,0
243.75,30.407514357618858,1
243.792,28.696111592936987,1
243.81399999999996,27.828190657430497,1
243.89200000000002,27.777909474020287,0
245.59000000000003,20.94931758949373,0
245.627,21.726828807740823,0
245.679,20.850100747130746,0
245.68400000000003,21.022582531595226,0
245.703,18.96465301825261,1
245.748,17.64296552108821,1
245.768,18.029949940459744,0
245.786,17.774539048536305,1
245.854,19.521597386233346,1
245.881,17.83628053099605,0
245.893,16.85596897350981,1
245.90500000000003,16.43903175848917,0
244.915,27.351905880629463,0
244.831,24.396514368889193,1
244.799,23.5180218814308,0
244.701,20.313481744341985,0
244.67400000000006,18.921429054368943,0
244.62500000000003,18.333946911158463,0
244.59900000000005,17.202181312156974,1
244.57500000000005,16.527741506593383,0
244.41600000000003,16.255569177702306,1
244.38,15.199733703992365,0
244.365,14.799968119111641,1
244.344,14.428757218865249,0
244.317,14.084061382922178,0
244.292,14.132824171475516,1
244.267,13.345742014891947,0
244.247,12.614880012350055,1
244.223,11.936222438561153,0
244.201,12.060965966298456,0
243.917,10.508742724530194,0
243.892,10.551203324066408,0
243.866,11.592449135621335,0
243.84099999999998,12.559320246350902,0
243.815,12.074671102857986,1
243.791,11.62463975532885,0
243.75899999999996,10.818716270723105,1
243.743,10.894874503855435,1
243.72599999999997,10.965592863192592,0
243.711,11.471529205555143,0
243.69400000000002,11.941327237748899,1
243.681,12.816823244868123,0
243.667,13.62978382290741,0
243.654,15.187370909879633,0
243.631,17.210901329108648,1
243.414,14.66350116158429,1
243.406,13.647362654291612,0
243.421,18.43783559312172,1
243.42999999999995,19.612686809556244,0
243.44400000000002,21.5913002090508,0
243.457,23.42858408001002,1
243.505,28.103873545614746,1
243.525,29.967589134721035,0
243.543,31.34619330779241,0
243.56,32.62632575421583,0
243.529,20.223506211936744,0
243.518,14.575185601099449,1
243.51800000000003,14.166002276412636,1
243.51500000000004,13.78604633206057,1
243.51700000000002,12.916829735310811,0
243.52599999999998,13.554546592099786,1
243.54500000000004,15.423272252521436,1
243.581,22.18564036177448,0
243.589,24.034625244078985,0
243.59900000000002,24.433777777973873,0
243.604,24.804419416590573,0
243.611,24.335039209540483,1
243.614,23.89918616013681,1
243.625,22.6391366890462,1
243.63200000000003,22.225102817930544,1
243.641,21.3864821100137,0
243.65200000000004,21.278555190048625,0
243.664,21.17833733579531,1
243.67500000000004,20.594244309146553,0
243.683,19.582386587333122,0
243.66600000000003,26.633500708305892,1
243.66600000000003,24.21716023652717,0
243.66800000000003,22.662838967734423,0
243.67000000000004,21.31852480705852,0
243.67300000000003,20.07023308643088,1
243.676,18.85586140719128,0
243.68,17.7821959635366,0
243.64499999999995,29.25380614078433,0
243.657,26.561938597080665,0
243.657,26.561938597080665,1
243.62500000000003,22.64447630571141,0
243.618,22.225217024745675,0
243.61000000000004,21.40025334139247,1
243.59600000000003,20.250489922857888,1
243.584,19.182852462790052,0
243.571,18.491834369966604,1
243.56600000000003,18.068313226042694,1
243.569,17.981200619141127,1
243.63100000000003,24.98727059245132,1
243.669,25.77062932335507,0
243.687,26.14294611517559,1
243.705,26.186910541257912,1
243.733,25.845676933774147,0
243.74400000000009,26.037022757697486,1
