sma10_current,mom10_current,class
242.71,0.30000000000001137,1
243.01,0.8000000000000114,1
243.12000000000003,1.0,0
243.22000000000003,1.1000000000000227,1
243.32,1.0,1
243.44,1.200000000000017,0
243.55,0.9000000000000057,0
243.64000000000004,0.8000000000000114,0
243.71,0.19999999999998866,0
243.7,-0.19999999999998866,1
243.68,-0.09999999999999433,1
243.7,0.19999999999998866,1
243.7,-0.09999999999999433,0
243.6,-0.19999999999998866,1
243.59,0.0,1
243.59,-0.5,1
243.56,0.0,1
243.57,0.0,1
243.58,0.30000000000001137,0
243.59,0.2999999999999829,1
243.63,0.30000000000001137,0
243.66000000000003,0.20000000000001705,1
243.67,0.2999999999999829,0
243.63,-0.09999999999999433,0
243.5,-0.19999999999998866,1
243.49,-0.09999999999999433,0
243.48,0.09999999999999433,1
243.53,0.19999999999998866,1
243.51,-0.19999999999998866,0
243.51,-0.09999999999999433,1
243.49,-0.19999999999998866,1
243.48999999999995,0.19999999999998866,1
243.51,0.09999999999999433,0
245.44,1.6999999999999886,1
245.65,1.5999999999999943,0
245.79,-0.8999999999999773,0
245.17,0.5,0
245.19,-0.19999999999998866,1
245.14,0.2999999999999829,1
245.19,0.5999999999999943,1
245.38,0.5,0
246.39,-0.30000000000001137,0
246.3,-0.3999999999999773,0
245.78000000000003,0.10000000000002274,0
245.76,-0.09999999999999433,0
245.79,0.7999999999999828,1
246.14,0.8000000000000114,1
246.22,0.09999999999999433,0
246.21000000000004,0.0,1
246.47000000000003,0.30000000000001137,1
246.52000000000004,-0.09999999999999433,0
246.49,-0.30000000000001137,1
246.45,-0.4000000000000057,0
243.4,-0.09999999999999433,0
243.41000000000003,-0.19999999999998866,1
243.40000000000003,0.0,0
243.42,0.19999999999998866,0
243.46,0.3999999999999773,0
243.49,-0.4000000000000057,0
243.47,0.2999999999999829,1
243.49,0.19999999999998866,0
243.43,-0.2999999999999829,1
243.45,0.0,0
243.45,0.09999999999999433,1
243.47,0.0,0
243.48,0.30000000000001137,0
243.48,0.30000000000001137,1
243.54,0.5,0
243.57,0.4000000000000057,1
243.64,0.5999999999999943,0
243.67,0.0,0
243.40000000000003,0.20000000000001705,0
243.42,0.30000000000001137,0
243.44,0.19999999999998866,0
243.44,0.19999999999998866,0
243.47,0.4000000000000057,1
243.51,0.4000000000000057,0
243.6,0.19999999999998866,1
243.63,0.2999999999999829,1
243.67,0.0,0
243.66,-0.10000000000002274,0
243.64999999999995,0.0,1
243.64999999999995,0.19999999999998866,0
243.67,0.09999999999999433,0
243.67,0.0,0
243.67,0.0,1
243.32,0.19999999999998866,1
243.34,0.30000000000001137,0
243.3,0.9000000000000057,1
243.44,1.1999999999999886,0
243.58,1.5999999999999943,0
243.71,1.200000000000017,1
244.17,2.200000000000017,1
244.36000000000004,1.6999999999999886,0
244.53000000000003,0.09999999999999433,0
244.53000000000003,0.4000000000000057,0
243.09,1.1999999999999886,0
243.38,0.19999999999998866,1
243.39,0.0,1
243.42,0.19999999999998866,1
243.48,0.7999999999999828,0
243.54,0.5,1
243.75,0.8000000000000114,1
244.22,0.9000000000000057,0
244.3,0.4000000000000057,0
244.32,0.4000000000000057,0
244.36000000000004,0.6000000000000227,0
244.41,0.09999999999999433,1
244.4,-0.30000000000001137,1
244.37,-0.6000000000000227,1
244.31,-0.4000000000000057,1
244.28000000000003,-0.2999999999999829,0
244.26,-0.09999999999999433,0
244.23,-0.10000000000002274,1
244.22,-0.10000000000002274,0
244.2,-0.09999999999999433,0
243.42,0.19999999999998866,1
243.48,0.5,0
243.52000000000004,0.4000000000000057,0
243.57,0.5999999999999943,0
243.63,0.5999999999999943,1
243.7,0.8000000000000114,0
243.77000000000004,0.5,0
243.09,-0.09999999999999433,0
243.13,0.5999999999999943,0
243.13,0.5999999999999943,1
243.4,0.8999999999999773,0
243.48999999999995,0.3999999999999773,0
243.52,0.4000000000000057,1
243.56,0.5,1
243.64,0.4000000000000057,0
243.72000000000003,0.5,1
243.78000000000003,0.30000000000001137,1
243.83,0.2999999999999829,1
244.28,1.0,1
244.45,0.7999999999999828,0
244.5,0.4000000000000057,1
244.53,0.19999999999998866,1
244.62,-0.09999999999999433,0
244.61,-0.7999999999999828,1
