ema30_previous,uosc_previous,class
242.9144385936486,21.379885046451914,1
242.98529712205425,28.3890230229244,1
243.01850375934106,25.79184034575511,0
243.07295857572075,27.410741074107047,1
243.12591803017983,25.458241947805533,1
243.16900913273852,22.059716360914866,0
243.2222233899707,22.53823196687541,0
243.2645439303941,17.008123195731017,0
243.3041341133707,18.001621612297242,0
243.33673633013032,21.294207393056475,1
243.34586248731742,18.823053158624145,1
243.36493252760067,19.400939442852376,1
243.43955676419841,22.734051092864657,0
243.48380094054627,19.806918388699184,1
243.50802759313214,23.976680400614004,1
243.51103901776986,16.410981582396726,1
243.51638037919358,17.598505696236007,1
243.53831606654,25.244667205092536,1
243.56528816115448,25.249840853002485,0
243.59898958557525,24.48608887900327,1
243.61559564670355,20.68233353947642,0
243.6385908879724,23.03139518331161,1
243.6580847132489,25.313688402191204,0
243.6249990209944,26.07199817726034,0
243.564435182531,23.841362363563217,1
243.5572512959214,31.831787260358386,0
243.55900035080987,33.67464714709917,1
243.57855783038582,25.12902520365177,1
243.52979519327096,34.5283789301762,0
243.5214213098341,38.083953960731904,1
243.52850875478757,45.29616724738735,1
243.52666948028502,38.155061019383176,1
243.5378520944602,41.79587880618865,0
244.4607540082531,16.78437534159132,1
244.51612064941682,11.016211916399515,0
244.59977525694646,10.700751923449292,0
244.8740516610031,25.46232298297667,0
244.9420744841278,25.58364296705452,1
245.00309169998917,25.773341714390234,1
245.03193827759642,20.504068649828078,1
245.20260905760682,18.12724943793112,0
246.30332334604032,26.85638496189079,0
246.259489231279,10.411822660098213,0
245.99252418047746,27.989222883602626,0
246.0123613301241,25.024668661996568,0
245.9879062877316,18.11371851699863,1
246.0276145239743,17.01057028925865,1
246.06010885833803,18.533360537814385,0
246.0925246360728,23.974840469084764,1
246.22516331926442,30.05736330544499,1
246.2415524759692,24.4884357996983,0
246.25379274891387,21.20493225785105,1
246.25234010102352,22.597534560382535,0
243.21463646838947,33.06260287190153,0
243.26448111036132,54.05018125867856,1
243.28089761590496,40.04091994637346,0
243.32648786616485,31.2064848112204,0
243.34373575349878,29.467876039305487,0
243.39638398539182,28.43357734007535,0
243.39964405471613,31.432506261682025,1
243.41761487483325,33.68136187095412,0
243.42726740693783,34.19879062736174,1
243.43847632196517,37.75182677789487,0
243.4509150564587,35.26533304614739,1
243.46154236593262,35.51621465746649,0
243.47995350748016,35.2383180954608,0
243.50463737236697,30.00099267330749,1
243.50433818705292,33.81157340985156,0
243.5274488468061,41.478646253021104,1
243.5331384923867,35.67655987503232,0
243.56286053286743,42.090403875300176,0
243.45820252883306,19.91795366795364,0
243.48328075664506,24.090984102535906,0
243.50472318223603,23.367220712535282,0
243.51833061262766,22.030616651112343,0
243.518156918478,20.930118181710338,1
243.52343711728585,23.598901098901,0
243.53293242687215,22.619047619047183,1
243.5382682930937,19.07207006191723,1
243.55374722686386,23.222917307625213,0
243.5746791326489,30.54741988643785,0
243.5878089799962,35.26624442880442,1
243.5990828143981,35.5825206580791,0
243.6066025265857,38.38355303274524,0
243.6136370960516,40.77758625813279,0
243.6109253068412,34.37470350558354,1
243.44512963700657,24.869169266583878,1
243.44564288236637,23.64773866535798,0
243.3278241255824,45.57283897040844,1
243.37421708908798,40.707841220730856,0
243.45592857880862,38.199920714206435,0
243.54728943736094,34.934560388860234,1
243.77734837128372,30.68327462737411,1
243.85644193397408,22.414338104076982,0
243.9090599954189,21.35090829231859,0
243.9582833432222,19.118047448054604,0
243.4449527612511,17.842639591114217,0
243.40234369508644,34.670474419431535,1
243.396536989618,46.43433231459743,1
243.38667114944485,56.2979917565609,1
243.39881450583863,56.73128261177804,0
243.4349719454776,56.45098948670705,1
243.50059506736,34.2869896061393,1
243.7787364802131,22.53983931420083,0
243.84584618770188,21.582156528700303,0
243.9001567717003,24.40108987600564,0
243.93806022124718,21.897842594564352,0
243.9815896951104,23.470062016355136,1
244.00980564679938,22.459849038908096,1
244.0487579907386,19.436342599255358,1
244.06860479992088,21.363808605188233,1
244.0861622437814,21.907519585081612,0
244.10601178417218,22.359463608892398,0
244.13607695205584,21.19047920468336,1
244.1482724278233,22.151191698592022,0
244.15867217268269,28.53547406734099,0
243.76964794867558,26.59404670959333,1
243.7511221222051,36.42787091953472,0
243.75568251648,36.99339763163145,0
243.74845244876752,30.552163548508094,0
243.751167227999,27.50345713227412,1
243.75370686018329,25.68820737495389,0
243.7645521100725,25.71765347360269,0
243.18844949648891,34.00538772919588,0
243.19741807780457,33.481268901568875,0
243.19741807780457,33.481268901568875,1
243.2873798290107,23.72247823860724,0
243.31198263316404,20.766228061634067,0
243.33398923361042,21.60682454800091,1
243.34812444047932,20.9438278518816,1
243.36134769851824,22.39925482890425,0
243.42990350741684,25.296009491734647,1
243.46527694348882,27.290729283839113,1
243.5048198352981,31.71212972033501,1
243.8712557949692,27.759254094145373,1
243.99727352745518,24.262813752372452,0
244.0523019226453,23.77513642819716,1
244.0793806299824,21.334289747762075,1
244.15436452698864,17.643596875088612,0
244.1833280151173,17.408876232405245,1
