sma50_previous,sma100_previous,class
243.188,243.301,1
243.18000000000004,243.291,1
243.182,243.296,0
243.19,243.302,1
243.2,243.308,1
243.21,243.312,0
243.226,243.31600000000003,0
243.23999999999995,243.318,0
243.25399999999996,243.32100000000003,0
243.264,243.323,1
243.264,243.32000000000005,1
243.266,243.31400000000005,1
243.28,243.31900000000005,0
243.278,243.31800000000004,1
243.272,243.32,1
243.266,243.322,1
243.266,243.324,1
243.272,243.32800000000003,1
243.28400000000002,243.33300000000003,0
243.29999999999995,243.341,1
243.308,243.34600000000003,0
243.318,243.34900000000002,1
243.32799999999997,243.353,0
243.38800000000003,243.36300000000003,0
243.41000000000003,243.36900000000003,1
243.422,243.372,0
243.442,243.375,1
243.50000000000003,243.377,1
243.598,243.38500000000008,0
243.596,243.38600000000002,1
243.596,243.38800000000003,1
243.59600000000003,243.389,1
243.594,243.392,0
243.83599999999998,243.551,1
243.864,243.568,0
243.898,243.59099999999995,0
244.086,243.72600000000003,0
244.12800000000004,243.75,1
244.19600000000003,243.792,1
244.22800000000004,243.81399999999996,1
244.362,243.89200000000002,0
245.93000000000004,245.59000000000003,0
245.924,245.627,0
245.972,245.679,0
245.98999999999995,245.68400000000003,0
246.03,245.703,1
246.088,245.748,1
246.108,245.768,0
246.122,245.786,1
246.188,245.854,1
246.20999999999995,245.881,0
246.214,245.893,1
246.212,245.90500000000003,0
243.8,244.915,0
243.72,244.831,1
243.694,244.799,0
243.61,244.701,0
243.582,244.67400000000006,0
243.53000000000003,244.62500000000003,0
243.498,244.59900000000005,1
243.466,244.57500000000005,0
243.308,244.41600000000003,1
243.264,244.38,0
243.25600000000003,244.365,1
243.25800000000004,244.344,0
243.26800000000003,244.317,0
243.306,244.292,1
243.32,244.267,0
243.34,244.247,1
243.356,244.223,0
243.376,244.201,0
243.434,243.917,0
243.456,243.892,0
243.47599999999997,243.866,0
243.484,243.84099999999998,0
243.486,243.815,1
243.488,243.791,0
243.496,243.75899999999996,1
243.498,243.743,1
243.504,243.72599999999997,0
243.51,243.711,0
243.518,243.69400000000002,1
243.52599999999998,243.681,0
243.534,243.667,0
243.54000000000005,243.654,0
243.54200000000003,243.631,1
243.52,243.414,1
243.524,243.406,0
243.44,243.421,1
243.45,243.42999999999995,0
243.474,243.44400000000002,0
243.504,243.457,1
243.588,243.505,1
243.616,243.525,0
243.63,243.543,0
243.644,243.56,0
243.506,243.529,0
243.508,243.518,1
243.51799999999997,243.51800000000003,1
243.522,243.51500000000004,1
243.52599999999998,243.51700000000002,0
243.53800000000004,243.52599999999998,1
243.56600000000003,243.54500000000004,1
243.66,243.581,0
243.69,243.589,0
243.71599999999998,243.59900000000002,0
243.73799999999997,243.604,0
243.75799999999995,243.611,1
243.79,243.614,1
243.81,243.625,1
243.814,243.63200000000003,1
243.808,243.641,0
243.8,243.65200000000004,0
243.79999999999995,243.664,1
243.794,243.67500000000004,0
243.778,243.683,0
243.762,243.66600000000003,1
243.80200000000005,243.66600000000003,0
243.81600000000003,243.66800000000003,0
243.82599999999996,243.67000000000004,0
243.83,243.67300000000003,1
243.842,243.676,0
243.854,243.68,0
243.532,243.64499999999995,0
243.5,243.657,0
243.5,243.657,1
243.45,243.62500000000003,0
243.43600000000004,243.618,0
243.426,243.61000000000004,1
243.414,243.59600000000003,1
243.404,243.584,0
243.408,243.571,1
243.41599999999997,243.56600000000003,1
243.426,243.569,1
243.53800000000004,243.63100000000003,1
243.59000000000003,243.669,0
243.612,243.687,1
243.624,243.705,1
243.65000000000003,243.733,0
243.662,243.74400000000009,1
