ema50_previous,stoch_rsi_14_current,class
243.05081734269802,100.0,1
243.0801567765349,95.6193041181328,1
243.09723482203853,100.0,0
243.12724866225426,100.0,1
243.156699094496,91.26723929384715,1
243.1810730391989,100.0,0
243.2141750962919,91.04485588976624,0
243.2414438595034,91.04485588976624,0
243.26764325945183,80.65900828262838,0
243.28766645258773,47.10473139803856,1
243.2920716897411,18.114273800187064,1
243.30490584953125,87.27427147493471,1
243.3507402272872,50.63369496578653,0
243.37771325986583,16.25870698135886,1
243.38922113110297,0.0,1
243.38825726589275,19.99722085346585,1
243.39263933389682,52.247124095496886,1
243.40653350945578,65.41630055570515,1
243.42564520011646,77.31529121644724,0
243.44915619207558,42.492268864146226,1
243.46144762562298,73.85038129375035,0
243.477792216164,73.85038129375035,1
243.49349584237004,48.20598456844496,0
243.52442472476272,34.68016337260493,0
243.51255442376754,59.07453707633842,1
243.51574372563167,81.57748574983876,0
243.52518394693396,81.57748574983876,1
243.5545785459897,100.0,1
243.56219727325947,21.344353790494093,0
243.5552229905087,85.16067082974463,1
243.55697895166531,47.872566859533364,1
243.55474448297244,100.0,1
243.5598271723899,100.0,0
244.13457566301184,51.17347630761281,1
244.18102591608482,60.38213367781202,0
244.24318168121968,53.64109123823603,0
244.49865839231296,56.73892330768643,0
244.55473397200885,28.074346063089763,1
244.6246263992505,27.14521603864653,1
244.65700775575604,55.02432458915143,1
244.8000337612191,49.9573019241618,0
246.11119101088147,0.0,0
246.1010535779913,40.685717256242974,0
246.00222037498435,96.13692187877035,0
246.0194204556496,83.65620794864253,0
246.02153319613763,88.33454660443716,1
246.06322380568764,100.0,1
246.08648833757584,100.0,0
246.10699971877625,90.65426261383531,1
246.20774843612026,45.71769207521586,1
246.2252391078703,45.14023347990386,0
246.2333196869252,0.0,1
246.23139942716784,0.0,0
243.48892970336541,92.20395515751265,0
243.46644913507347,2.7141294901922466,1
243.45194484822804,25.70314745084002,0
243.4249696349054,46.63159785095691,0
243.4193215270121,83.19099685973963,0
243.4213413881039,16.708620916030778,0
243.41068678503564,59.765692398602866,1
243.40829314679337,37.79479690772285,0
243.36018757137555,28.476996527708703,1
243.3540655555481,83.94939056617491,0
243.3612556220941,83.94939056617491,1
243.3712317520857,100.0,0
243.38719265139287,100.0,0
243.41503967685944,48.37268506164109,1
243.4226666918136,90.97026693738823,0
243.4436001301281,60.409908302721284,1
243.45464230130239,96.68050150455852,0
243.47824336277438,54.879864698513906,0
243.4535383943004,99.72813516405235,0
243.4738747829836,99.72813516405235,0
243.4928000608603,87.71818431464987,0
243.5033799701416,61.85059786979043,0
243.50386102766103,74.8558425022343,1
243.5082447888069,74.8558425022343,0
243.5177064639288,74.8558425022343,1
243.52154726678987,88.80712605132376,1
243.53038622929424,100.0,0
243.54280013444543,84.38039864214826,0
243.55141925652737,64.67527056395471,1
243.55970037382176,64.67527056395471,0
243.56765674141843,59.37525096117794,0
243.57468748923145,4.7328939332397075,0
243.57729558812068,4.7328939332397075,1
243.4786918402208,100.0,1
243.4807546650657,100.0,0
243.38654096331402,88.98375557720291,1
243.4136662072789,97.33353953636237,0
243.46363079689957,99.9887940515733,0
243.52131994420768,92.37089664886213,1
243.67285872345792,95.14327495117088,1
243.72565081729766,87.29779602613846,0
243.76031268948935,87.29779602613846,0
243.7936152725756,84.26482981448916,0
243.4785969895356,91.96335811126708,0
243.45285561946952,84.7822423933027,1
243.4577724455459,45.24559670624518,1
243.45673407018205,100.0,1
243.46750112130297,100.0,0
243.49598663110697,73.35173393948969,1
243.5502679699613,100.0,1
243.72280836140885,83.20548203416988,0
243.76641211403037,73.46664913090882,0
243.8031571362052,46.5799301717969,0
243.82939082912742,46.57993017179693,0
243.85398214441014,12.782206237349241,1
243.87736915796813,0.0,1
243.90048910839386,28.03718340851975,1
243.913461844291,28.03718340851975,1
243.9228578186069,41.98050090227376,0
243.93519328660145,54.74475354537569,0
243.95342100085227,19.791215705546048,1
243.96124994942073,24.603018275446768,0
243.96570385355844,0.0,0
243.78249283555442,89.5093114708942,1
243.7881330243901,100.0,0
243.79681520218614,91.67590488561798,0
243.8000081230579,99.07300654103969,0
243.8051565838701,99.07300654103969,1
243.81255756573015,100.0,0
243.82358988163492,91.60310406029741,0
243.3362586496526,89.38507814669218,0
243.32422517571862,90.51016299775259,0
243.32422517571862,90.51016299775259,1
243.35205431816294,85.75895175068598,0
243.36140400928653,84.34089184237841,0
243.3716142565921,75.26046225985358,1
243.3768889280473,75.26046225985358,1
243.38257035500945,96.12914387171419,0
243.41963891186245,89.02189991712179,1
243.4409310230653,99.60371264094181,1
243.4659233235105,100.0,1
243.69113701774154,42.05776173905254,1
243.77663953392852,42.05776173905254,0
243.8156778387047,5.437578273662547,1
243.83835249684574,0.0,1
243.8936252381765,11.125949367706623,0
243.91716470418132,11.12594936770667,1
