price_previous,ema200_current,class
242.7,243.17811443537647,1
243.6,243.1933459797288,1
243.5,243.2010954335464,0
243.8,243.209079250263,1
243.8,243.21583286519532,1
243.7,243.2251322735149,0
243.9,243.2328769176945,0
243.8,243.24054450073783,0
243.8,243.24714076454683,0
243.7,243.25021911142517,1
243.4,243.2534225639321,1
243.5,243.26808485911803,1
243.7,243.28197290890552,0
243.4,243.29364627052482,1
243.6,243.30128581252617,1
243.4,243.307490484158,1
243.5,243.31357635472497,1
243.7,243.32044095829545,1
243.8,243.32760933844415,0
243.9,243.3325606057296,1
243.7,243.33861336749587,0
243.8,243.34476163872287,1
243.8,243.34969797230028,0
243.5,243.36802615136082,0
243.3,243.36950207796414,1
243.5,243.37304147719482,0
243.6,243.37685713041512,1
243.7,243.3905189710545,1
243.4,243.40151501920658,0
243.4,243.40442440981647,1
243.6,243.40646556233645,1
243.5,243.41063219057838,1
243.7,243.4152245676712,0
245.2,243.63323011555946,1
245.1,243.6555426029863,0
245.5,243.6756430258617,0
245.4,243.78647319094304,0
245.6,243.80231183892272,1
245.1,243.83102294148858,1
245.2,243.8491264286509,1
245.8,243.91028934954895,0
246.2,245.18199677075197,0
246.2,245.236674674194,0
246.4,245.3294006245415,0
246.3,245.34136827730995,0
246.0,245.375140199488,1
246.5,245.4212968492035,1
246.5,245.43794817983886,0
246.5,245.4521323039492,1
246.8,245.5210302663626,1
246.3,245.54581640464676,0
246.4,245.55606335685874,1
246.2,245.56521332447159,0
243.3,244.834333234004,0
243.3,244.77997663331814,1
243.3,244.76235212388653,0
243.4,244.7143552881337,0
243.5,244.70208189744443,0
243.6,244.67238046061885,0
243.4,244.6596854409755,1
243.6,244.6461217150597,0
243.2,244.55441364795558,1
243.6,244.53071026543304,0
243.6,244.51864621974252,1
243.6,244.5076972391832,0
243.7,244.49754075668758,0
243.8,244.4845002590923,1
243.5,244.4755090079956,0
243.8,244.46430570044043,1
243.6,244.4571333588858,0
243.9,244.44658010144832,0
243.4,244.33517016923562,0
243.8,244.3276647896797,0
243.8,244.31939480158763,0
243.7,244.30874984434516,0
243.5,244.2998287757349,1
243.6,244.29115220992267,0
243.6,244.2735915629912,1
243.6,244.2653924091177,1
243.7,244.25795839184812,0
243.8,244.24960332002442,0
243.7,244.2416428551354,1
243.7,244.2336058629061,0
243.7,244.22533736885697,0
243.7,244.21600038755852,0
243.6,244.19729119488719,1
243.4,244.02673608962624,1
243.5,244.01838021558385,0
244.4,243.9138514134928,1
244.0,243.9176591704376,0
244.5,243.92357482495086,0
244.7,243.92613507071147,1
245.0,243.94607357889316,1
244.8,243.94971645322295,0
244.5,243.95254440031627,0
244.5,243.95403771186488,0
243.4,243.76171689983872,0
243.3,243.7060902707865,1
243.5,243.698528254014,1
243.4,243.69464949960042,1
243.7,243.69556811899145,0
244.1,243.6946432840854,1
244.1,243.6984073436652,1
244.6,243.7259243286216,0
244.6,243.7312905349166,0
244.5,243.7346132963731,0
244.3,243.737591523634,0
244.3,243.73923362002532,1
244.2,243.73855785550563,1
244.2,243.74056688508657,1
244.2,243.7415564321067,1
244.2,243.74399836560193,0
244.3,243.74694381828903,0
244.4,243.7474027053993,1
244.2,243.74785702646872,0
244.2,243.74777900989318,0
243.5,243.6785659452428,1
243.7,243.67710871712399,0
243.9,243.6769298924438,0
243.8,243.67774787198908,0
243.9,243.67886918432689,1
243.9,243.6811301001497,0
244.0,243.6817505506377,0
243.2,243.54160063129586,0
243.5,243.5414856496717,0
243.5,243.5414856496717,1
243.9,243.5500049294603,0
243.7,243.55243183340087,0
243.7,243.55383956416782,1
243.6,243.55554475955554,1
243.6,243.56084100623642,0
243.8,243.5690480145738,1
243.9,243.57427050970742,1
244.0,243.58158682541253,1
245.1,243.64007765481801,1
244.6,243.6628061645771,0
244.6,243.6707037612065,1
244.3,243.67737201396287,1
244.7,243.69757533526607,0
244.4,243.70627773081958,1
