rsi14_current,macd_12_26_previous,class
-3.07777613282434,-0.1337023578838057,1
18.323516316432414,0.0718227186549143,1
24.76988694583753,0.12682504136861894,0
24.76988694583753,0.1905253506889153,1
20.836230548135052,0.2345323651046556,1
25.061974356347164,0.2591456587062737,0
21.160900258450692,0.2908785881535607,0
21.160900258450692,0.3080925934912955,0
16.63657763603696,0.3199307683841539,0
2.0195353174736543,0.3183861695091537,1
2.0195353174736543,0.2775441674219508,1
22.12965611870645,0.20710927546488733,1
13.686773613094175,0.20165745529271814,0
1.3427049995352152,0.0928637293278598,1
-3.6859918027169267,0.03902717971513425,1
1.4764203268832716,-0.024329775267545983,1
9.801941802845704,-0.03149576330866921,1
13.201650031964023,-0.019570723288950376,1
16.27345156714425,-0.0021188470064146263,0
7.283662721075642,0.008904161459867055,1
11.054133230035717,0.010205171747799113,0
11.054133230035717,0.018729063130194845,1
5.935654388105847,0.028469605969064563,0
1.76575572470405,-0.004725512820897393,0
-1.8018360413373105,-0.07827023907455555,1
3.879108784747871,-0.07566565891602295,0
3.879108784747871,-0.06050809276126756,1
9.435306228375024,-0.02326748620757257,1
-11.488438602341231,-0.03668713125549061,0
6.330362858200773,-0.03882043863879403,1
-1.4717048687384278,-0.022322784941934515,1
11.475843209984506,-0.02013872107414727,1
11.475843209984506,0.0015673193133807215,0
13.221505730246008,0.7797795650313049,1
18.43960836214133,0.7297572968053885,0
14.619784268185626,0.7196259668604057,0
17.25881243782385,0.19342405207081012,0
10.650078584996491,0.17764630974522788,1
8.048925420453926,0.08959585952706561,1
12.025095026541125,0.05700402546034411,1
11.466792555441446,0.0634161183641595,0
-8.595708787446156,0.08094530992821093,0
4.854947767465474,-0.055702065088922836,0
9.801070102429053,-0.1979721459049415,0
0.6256447028448521,-0.13178172017259726,0
4.065011038020131,-0.0909764807263116,1
14.416792227493048,0.03354662755606341,1
14.416792227493048,0.09849970845419877,0
7.3801490969159715,0.15662089614417596,1
5.5513746497732095,0.2551660048045505,1
5.405951629219104,0.20836379929249915,0
-2.5038297766230784,0.1938630133359993,1
-6.762942841306739,0.160980668429346,0
-0.7452288576979242,0.12465988930847514,0
-5.600105261462119,0.11920721728205308,1
-0.9379299938098312,0.09067777347249263,0
3.306361955186631,0.0621082347476829,0
10.72061193101186,0.06203469308994159,0
-2.762020923949265,0.08435726888487237,0
5.9699577150342416,0.06881273874401472,1
1.5142577916579825,0.07276303079814284,0
-6.499480834976198,-0.02625713168032462,1
6.856219078603374,-0.014632209954299926,0
6.856219078603374,-0.003013091751000729,1
10.721733542434123,0.007005956479360975,0
14.178119011846904,0.029581846751199237,0
-0.03684619839033587,0.04921625113934169,1
11.691889745498088,0.03825492998095115,0
3.2774596066687,0.05172719668613013,1
13.264134705584324,0.0484992841704468,0
1.7548280784019423,0.0846987068671865,0
13.165260463896034,-0.07438483060266776,0
13.165260463896034,-0.037168028456505915,0
8.797373830786142,-0.004310280983958137,0
-0.6103819943709112,0.007219187602032663,0
4.04546886116195,0.002255794306421421,1
4.04546886116195,0.006299028708184551,0
4.04546886116195,0.016092245237274483,1
9.105602555029165,0.02404070627056853,1
13.440854767851606,0.04285771744895328,0
7.7325750963479996,0.06943013003984788,0
7.7325750963479996,0.07394393191543712,1
7.7325750963479996,0.07814985831404897,0
7.7325750963479996,0.07266457982714769,0
0.05464813789346579,0.06406546134567748,0
0.05464813789346579,0.045882300482332994,1
4.479630263448527,-0.07842963261808222,1
4.479630263448527,-0.05937556254858122,0
14.870054547444001,0.0005869406725196312,1
21.847498941927253,0.06274715405439224,0
24.066345659842824,0.15582042757469594,0
17.700497658232212,0.24538621995904464,1
20.89329138579868,0.4097479303741807,1
14.265025644511836,0.4436799919469081,0
14.265025644511836,0.4375541252802577,0
11.702619164645784,0.4230473103599763,0
1.825131487120018,-0.2480501683870955,0
2.909462573438901,0.03650554513575344,1
-0.23818501028578964,0.06635131947479067,1
8.252658882880041,0.07674353461939631,1
16.40549302351181,0.10421059682659006,0
11.147687979269406,0.17124704945547364,1
17.631652586163014,0.21491705052076784,1
19.886834504894253,0.3659322977125328,0
17.170004990813286,0.3793532015095025,0
11.31837219125427,0.3671659246579111,0
11.31837219125427,0.3402430245924961,0
7.925117668432094,0.3106636093045836,1
0.6165694654325762,0.2654168359564437,1
7.332991651174751,0.19395503921435875,1
7.332991651174751,0.16493463663729813,1
10.673170498435098,0.13543830961705794,0
13.73089952875192,0.11386364032782124,0
5.357636294818363,0.09449580349021858,1
5.357636294818363,0.060957060129226186,0
0.5021345378634976,0.031672475444622705,0
-1.2465530181078464,-0.28207550303474704,1
9.36253235347283,-0.19376704971193706,0
3.7889043781124334,-0.13532989786270375,0
8.74183825941924,-0.09331999406211366,0
8.74183825941924,-0.04870552330271494,1
13.303380404559007,-0.010536825017112506,0
7.3500977142805075,0.02780711649523937,0
-5.6544587383857134,-0.07599369002784329,0
5.39683666694232,0.00473563387691911,0
5.39683666694232,0.00473563387691911,1
11.949982401766976,0.1705511231326966,0
11.949982401766976,0.1896293242305376,0
8.08071200286345,0.20410365901540214,1
8.08071200286345,0.20584891528389448,1
16.973085572976288,0.21152674575094466,0
15.957350925430362,0.22721605576617776,1
18.526293204782466,0.23257107149584044,1
22.92664811164725,0.23418957531265505,1
19.36181058648505,0.4247405747289577,1
19.36181058648505,0.39997542284586973,0
9.53922653204694,0.3862044937837936,1
6.013170717632249,0.3424731753056278,1
9.22750320370183,0.28278152386968713,0
9.22750320370183,0.25111569541053314,1
