price_current,sma50_previous,class
242.9,243.188,1
243.5,243.18000000000004,1
243.8,243.182,0
243.8,243.19,1
243.7,243.2,1
243.9,243.21,0
243.8,243.226,0
243.8,243.23999999999995,0
243.7,243.25399999999996,0
243.4,243.264,1
243.4,243.264,1
244.0,243.266,1
243.8,243.28,0
243.5,243.278,1
243.4,243.272,1
243.5,243.266,1
243.7,243.266,1
243.8,243.272,1
243.9,243.28400000000002,0
243.7,243.29999999999995,1
243.8,243.308,0
243.8,243.318,1
243.7,243.32799999999997,0
243.6,243.38800000000003,0
243.5,243.41000000000003,1
243.6,243.422,0
243.6,243.442,1
243.7,243.50000000000003,1
243.4,243.598,0
243.6,243.596,1
243.5,243.596,1
243.7,243.59600000000003,1
243.7,243.594,0
245.1,243.83599999999998,1
245.5,243.864,0
245.3,243.898,0
245.6,244.086,0
245.3,244.12800000000004,1
245.2,244.19600000000003,1
245.4,244.22800000000004,1
245.5,244.362,0
246.0,245.93000000000004,0
246.3,245.924,0
246.3,245.972,0
246.0,245.98999999999995,0
246.1,246.03,1
246.5,246.088,1
246.5,246.108,0
246.3,246.122,1
246.4,246.188,1
246.4,246.20999999999995,0
246.2,246.214,1
246.1,246.212,0
243.4,243.8,0
243.3,243.72,1
243.4,243.694,0
243.5,243.61,0
243.7,243.582,0
243.4,243.53000000000003,0
243.6,243.498,1
243.5,243.466,0
243.3,243.308,1
243.6,243.264,0
243.6,243.25600000000003,1
243.7,243.25800000000004,0
243.8,243.26800000000003,0
243.5,243.306,1
243.8,243.32,0
243.6,243.34,1
243.9,243.356,0
243.6,243.376,0
243.8,243.434,0
243.8,243.456,0
243.7,243.47599999999997,0
243.5,243.484,0
243.6,243.486,1
243.6,243.488,0
243.6,243.496,1
243.7,243.498,1
243.8,243.504,0
243.7,243.51,0
243.7,243.518,1
243.7,243.52599999999998,0
243.7,243.534,0
243.6,243.54000000000005,0
243.6,243.54200000000003,1
243.5,243.52,1
243.5,243.524,0
244.0,243.44,1
244.5,243.45,0
244.7,243.474,0
244.4,243.504,1
244.8,243.588,1
244.5,243.616,0
244.5,243.63,0
244.4,243.644,0
243.5,243.506,0
243.5,243.508,1
243.4,243.51799999999997,1
243.7,243.522,1
244.1,243.52599999999998,0
243.9,243.53800000000004,1
244.3,243.56600000000003,1
244.6,243.66,0
244.5,243.69,0
244.3,243.71599999999998,0
244.3,243.73799999999997,0
244.2,243.75799999999995,1
244.0,243.79,1
244.2,243.81,1
244.2,243.814,1
244.3,243.808,0
244.4,243.8,0
244.2,243.79999999999995,1
244.2,243.794,0
244.1,243.778,0
243.7,243.762,1
243.9,243.80200000000005,0
243.8,243.81600000000003,0
243.9,243.82599999999996,0
243.9,243.83,1
244.0,243.842,0
243.9,243.854,0
243.1,243.532,0
243.4,243.5,0
243.4,243.5,1
243.7,243.45,0
243.7,243.43600000000004,0
243.6,243.426,1
243.6,243.414,1
243.9,243.404,0
243.9,243.408,1
244.0,243.41599999999997,1
244.2,243.426,1
244.6,243.53800000000004,1
244.6,243.59000000000003,0
244.3,243.612,1
244.2,243.624,1
244.4,243.65000000000003,0
244.4,243.662,1
