sma30_current,stoch_rsi_14_current,class
243.04666666666665,100.0,1
243.02,95.6193041181328,1
243.03333333333336,100.0,0
243.0533333333333,100.0,1
243.07333333333332,91.26723929384715,1
243.09333333333333,100.0,0
243.11,91.04485588976624,0
243.1266666666667,91.04485588976624,0
243.15,80.65900828262838,0
243.16666666666663,47.10473139803856,1
243.17666666666665,18.114273800187064,1
243.21,87.27427147493471,1
243.2633333333333,50.63369496578653,0
243.31666666666663,16.25870698135886,1
243.38333333333333,0.0,1
243.42666666666665,19.99722085346585,1
243.46,52.247124095496886,1
243.4933333333333,65.41630055570515,1
243.53333333333333,77.31529121644724,0
243.56666666666663,42.492268864146226,1
243.6033333333333,73.85038129375035,0
243.63333333333333,73.85038129375035,1
243.65666666666667,48.20598456844496,0
243.63666666666668,34.68016337260493,0
243.58666666666667,59.07453707633842,1
243.58333333333331,81.57748574983876,0
243.59000000000003,81.57748574983876,1
243.59333333333336,100.0,1
243.56333333333333,21.344353790494093,0
243.57,85.16067082974463,1
243.57,47.872566859533364,1
243.57,100.0,1
243.56666666666663,100.0,0
244.03333333333333,51.17347630761281,1
244.1,60.38213367781202,0
244.15666666666667,53.64109123823603,0
244.54666666666665,56.73892330768643,0
244.6,28.074346063089763,1
244.7,27.14521603864653,1
244.77666666666664,55.02432458915143,1
245.04333333333332,49.9573019241618,0
246.18666666666664,0.0,0
246.23666666666665,40.685717256242974,0
246.15,96.13692187877035,0
246.13333333333333,83.65620794864253,0
246.10333333333332,88.33454660443716,1
246.0966666666667,100.0,1
246.11000000000004,100.0,0
246.10333333333332,90.65426261383531,1
246.10666666666665,45.71769207521586,1
246.11666666666667,45.14023347990386,0
246.1233333333333,0.0,1
246.1266666666667,0.0,0
243.1133333333333,92.20395515751265,0
243.17333333333332,2.7141294901922466,1
243.19333333333333,25.70314745084002,0
243.25666666666663,46.63159785095691,0
243.28333333333333,83.19099685973963,0
243.31666666666663,16.708620916030778,0
243.33333333333331,59.765692398602866,1
243.33666666666667,37.79479690772285,0
243.43,28.476996527708703,1
243.44666666666672,83.94939056617491,0
243.45000000000007,83.94939056617491,1
243.46000000000004,100.0,0
243.4733333333334,100.0,0
243.47333333333336,48.37268506164109,1
243.48666666666668,90.97026693738823,0
243.49000000000007,60.409908302721284,1
243.51,96.68050150455852,0
243.52,54.879864698513906,0
243.50333333333333,99.72813516405235,0
243.50666666666663,99.72813516405235,0
243.51,87.71818431464987,0
243.5133333333333,61.85059786979043,0
243.51333333333332,74.8558425022343,1
243.51666666666668,74.8558425022343,0
243.51666666666668,74.8558425022343,1
243.5333333333334,88.80712605132376,1
243.55000000000007,100.0,0
243.5666666666667,84.38039864214826,0
243.58,64.67527056395471,1
243.58333333333331,64.67527056395471,0
243.58666666666664,59.37525096117794,0
243.58666666666664,4.7328939332397075,0
243.57666666666668,4.7328939332397075,1
243.51,100.0,1
243.50333333333327,100.0,0
243.38,88.98375557720291,1
243.41,97.33353953636237,0
243.44666666666663,99.9887940515733,0
243.47333333333333,92.37089664886213,1
243.59666666666664,95.14327495117088,1
243.63333333333333,87.29779602613846,0
243.67,87.29779602613846,0
243.70666666666665,84.26482981448916,0
243.63,91.96335811126708,0
243.54,84.7822423933027,1
243.50666666666663,45.24559670624518,1
243.48,100.0,1
243.45,100.0,0
243.42,73.35173393948969,1
243.3766666666667,100.0,1
243.55000000000007,83.20548203416988,0
243.59000000000003,73.46664913090882,0
243.63,46.5799301717969,0
243.69666666666672,46.57993017179693,0
243.7433333333333,12.782206237349241,1
243.79333333333332,0.0,1
243.87,28.03718340851975,1
243.9,28.03718340851975,1
243.92,41.98050090227376,0
243.95666666666665,54.74475354537569,0
243.98333333333332,19.791215705546048,1
244.00666666666663,24.603018275446768,0
244.03333333333333,0.0,0
243.9833333333333,89.5093114708942,1
243.94666666666663,100.0,0
243.91333333333333,91.67590488561798,0
243.89,99.07300654103969,0
243.86666666666665,99.07300654103969,1
243.85,100.0,0
243.83666666666664,91.60310406029741,0
243.32333333333332,89.38507814669218,0
243.30666666666667,90.51016299775259,0
243.30666666666667,90.51016299775259,1
243.27999999999997,85.75895175068598,0
243.26999999999995,84.34089184237841,0
243.26,75.26046225985358,1
243.25,75.26046225985358,1
243.26666666666668,96.12914387171419,0
243.29333333333332,89.02189991712179,1
243.31,99.60371264094181,1
243.34333333333333,100.0,1
243.62,42.05776173905254,1
243.72666666666672,42.05776173905254,0
243.76333333333335,5.437578273662547,1
243.79333333333335,0.0,1
243.9,11.125949367706623,0
243.94333333333333,11.12594936770667,1
