ema20_current,wpr14_previous,class
242.80804232857471,-54.54545454545549,1
243.02817124666146,-12.500000000000892,1
243.10911759592483,-23.529411764705984,0
243.18830584822425,-5.8823529411760775,1
243.24745301310742,-12.499999999999332,1
243.32299027329418,-21.428571428572152,0
243.3803219293884,-7.142857142856707,0
243.43368119754837,-14.285714285713414,0
243.47541036069975,-15.384615384614374,0
243.4831061194764,-23.07692307692375,1
243.48560563947842,-46.15384615384532,1
243.56325338078815,-41.66666666666706,1
243.62606399778667,-50.000000000002366,0
243.6218565579633,-74.99999999999824,1
243.60543272522187,-50.00000000000001,1
243.57499767236592,-74.99999999999824,1
243.58541488616103,-62.49999999999911,1
243.60585156366957,-37.500000000000895,1
243.6368412400411,-24.99999999999823,0
243.63988082045898,-12.499999999999115,1
243.65513026612962,-37.500000000000895,0
243.668927383641,-24.99999999999823,1
243.67188668043715,-24.99999999999823,0
243.6073040003257,-83.33333333333412,0
243.53263329922112,-77.77777777777601,1
243.5390491754857,-55.55555555555521,0
243.54782955549385,-44.4444444444448,1
243.5846293632221,-14.285714285717187,1
243.4824772213984,-57.14285714285656,0
243.49515763676848,-57.14285714285656,1
243.49561881421917,-33.333333333334906,1
243.51805922863358,-50.0,1
243.53836246072282,-16.666666666669823,0
244.865743807797,-57.81250000000021,1
244.9529290156389,-59.375000000000135,0
245.0112754815163,-53.125000000000036,0
245.25567103400329,-59.2592592592593,0
245.29113600585944,-40.909090909091375,1
245.30821094057927,-55.555555555556076,1
245.30505059744948,-30.769230769231612,1
245.3517326454736,-11.76470588235235,0
246.35668006786668,-80.00000000000115,0
246.28226323745014,-80.00000000000115,0
245.91805783334868,-5.5555555555552045,0
245.91544746069675,-23.80952380952355,0
245.90982252579633,-38.095238095238216,1
246.04466204697792,-14.285714285714672,1
246.09546641525884,-14.285714285714672,0
246.11643357407087,-14.285714285714672,1
246.32685978092744,-14.285714285713414,1
246.3559530000833,-58.33333333333294,0
246.35597803129951,-50.0,1
246.34647686906655,-66.66666666666825,0
243.3005158945725,-29.999999999998288,0
243.3510051490398,-54.54545454545431,1
243.360134634689,-74.99999999999824,0
243.41386236904182,-62.49999999999911,0
243.45450350009202,-50.00000000000001,0
243.46588803621484,-37.500000000000895,0
243.4801483739834,-62.49999999999911,1
243.4835267748217,-37.500000000000895,0
243.41758119532898,-60.00000000000227,1
243.4576868138441,-20.0000000000017,0
243.46826491104267,-20.0000000000017,1
243.4962859986712,-20.0000000000017,0
243.53264999060036,-10.000000000002274,0
243.53102823747517,-0.0,1
243.561107905178,-30.000000000001133,0
243.56778745378688,-0.0,1
243.6053778230587,-20.0000000000017,0
243.60337787964505,-15.384615384614714,0
243.47725870881715,-63.63636363636294,0
243.51543482358952,-27.272727272725863,0
243.53450022922726,-27.272727272725863,0
243.52972672332132,-36.36363636363706,0
243.53641941633828,-54.54545454545431,1
243.54098694023128,-45.45454545454569,0
243.55048787212868,-45.45454545454569,1
243.56323935261327,-45.45454545454569,1
243.5887635252758,-36.36363636363706,0
243.5963819356714,-27.272727272725863,0
243.60773809253936,-40.000000000000576,1
243.61950048044707,-40.000000000000576,0
243.63014264093502,-57.14285714285889,0
243.63173522259427,-57.14285714285889,0
243.6373136549837,-66.66666666666825,1
243.3992271261044,-42.857142857141106,1
243.4058490030877,-28.57142857142741,0
243.3799187624617,-0.0,1
243.50593417329483,-30.43478260869539,0
243.64494681463356,-30.000000000000192,0
243.73470987928033,-23.333333333333908,1
244.05805512794174,-13.333333333333526,1
244.11651058343682,-19.999999999999808,0
244.16791108290508,-30.000000000000192,0
244.20340471739672,-30.000000000000192,0
243.30443871360828,-22.2222222222224,0
243.30165569150776,-33.333333333333336,1
243.3139973557042,-23.07692307692375,1
243.35671059146011,-44.4444444444448,1
243.4423777568309,-14.285714285717187,0
243.50976514423428,-9.09090909090862,1
243.70404274295217,-16.66666666666785,1
244.06405391858522,-21.052631578947604,0
244.12193806068558,-21.052631578947604,0
244.15079849893291,-26.31578947368413,0
244.179885863592,-36.84210526315718,0
244.19370365394352,-41.1764705882349,1
244.18567007542484,-50.00000000000089,1
244.21079869360514,-61.53846153846187,1
244.22316017469691,-61.53846153846187,1
244.24238041160982,-61.53846153846187,0
244.27226949887117,-69.99999999999885,0
244.27282553840038,-59.999999999999424,1
244.26737754262746,-80.00000000000115,0
244.25441236386013,-75.00000000000179,0
243.60600040182243,-66.66666666666667,1
243.6309064056638,-41.66666666666706,0
243.64105947834895,-24.999999999998817,0
243.6597694012546,-19.999999999998863,0
243.67520965695155,-9.999999999999432,1
243.7031665309972,-9.999999999999432,0
243.71744926629685,-9.09090909090862,0
243.0698260548477,-33.333333333333336,0
243.1383383351474,-13.333333333332574,0
243.1383383351474,-13.333333333332574,1
243.35168511790573,-7.142857142856707,0
243.3982478919212,-21.428571428572152,0
243.4323400762957,-21.428571428572152,1
243.45723430681159,-28.57142857142886,1
243.51279239616932,-28.57142857142886,0
243.5914204416193,-28.57142857142741,1
243.6481860179817,-27.272727272725863,1
243.71710519823483,-18.18181818181724,1
244.18370312764912,-30.76923076923127,1
244.3003834654829,-50.00000000000055,0
244.3122491032734,-50.00000000000055,1
244.3134608707981,-61.538461538461455,1
244.38292331426982,-50.000000000000604,0
244.39198851423717,-68.18181818181765,1
