sma200_current,stoch_rsi_14_previous,class
243.0855,83.93754063278692,1
243.1065,100.0,1
243.112,95.6193041181328,0
243.1185,100.0,1
243.1245,100.0,1
243.1325,91.26723929384715,0
243.139,100.0,0
243.1455,91.04485588976624,0
243.152,91.04485588976627,0
243.157,80.65900828262838,1
243.1625,47.10473139803854,1
243.178,21.14328396361089,1
243.192,37.71240329969313,0
243.209,0.0,1
243.2205,30.89166434935492,1
243.231,0.0,1
243.238,19.99722085346585,1
243.2445,52.247124095496886,1
243.249,65.41630055570515,0
243.253,77.31529121644729,1
243.2575,42.492268864146226,0
243.2625,73.85038129375035,1
243.267,73.85038129375035,0
243.289,0.0,0
243.297,24.28660159413655,1
243.301,59.07453707633842,0
243.306,81.57748574983876,1
243.3225,100.0,1
243.3475,43.946570765172176,0
243.3505,21.344353790494136,1
243.354,85.1606708297445,1
243.358,47.872566859533435,1
243.3635,100.0,0
243.5275,70.48002307213666,1
243.5395,51.17347630761283,0
243.5515,60.38213367781202,0
243.5955,35.33658083910636,0
243.598,56.738923307686385,1
243.6045,9.551159609367305,1
243.6125,27.14521603864653,1
243.643,100.0,0
244.593,0.0,0
244.6505,28.756051257656274,0
244.78800000000004,100.0,0
244.805,96.13692187877035,0
244.8545,84.15408982058239,1
244.909,100.0,1
244.928,100.0,0
244.946,100.0,1
245.0145,100.0,1
245.0415,31.103224557005788,0
245.0535,45.14023347990386,1
245.0655,0.0,0
245.2155,78.71121629459716,0
245.17050000000003,2.7141294901922466,1
245.158,2.7141294901922466,0
245.1265,24.515437246073876,0
245.1195,46.63159785095691,0
245.10050000000004,62.11121912149045,0
245.094,16.70862091603072,1
245.0875,59.7656923986028,0
245.0315,3.608995139268009,1
245.016,83.94939056617491,0
245.007,83.94939056617491,1
244.998,83.94939056617491,0
244.98800000000003,100.0,0
244.978,100.0,1
244.971,48.37268506164109,0
244.963,90.97026693738823,1
244.958,60.409908302721284,0
244.9515,96.68050150455852,0
244.8865,54.67971582219765,0
244.8795,99.72813516405235,0
244.873,99.72813516405235,0
244.865,87.71818431464987,0
244.859,61.85059786979043,1
244.8535,74.8558425022343,0
244.841,74.8558425022343,1
244.833,74.8558425022343,1
244.824,88.80712605132376,0
244.815,100.0,0
244.807,84.38039864214826,1
244.7985,64.67527056395471,0
244.789,64.67527056395471,0
244.779,59.37525096117794,0
244.75800000000004,4.7328939332397075,1
244.566,91.20842341977463,1
244.556,100.0,0
244.4475,100.0,1
244.44100000000003,88.98375557720291,0
244.435,97.33353953636237,0
244.428,99.9887940515733,1
244.412,100.0,1
244.406,95.14327495117088,0
244.3975,87.29779602613846,0
244.388,87.29779602613846,0
244.13,87.31825139682074,0
244.033,73.55320541789546,1
244.0185,84.7822423933027,1
244.00600000000003,45.24559670624518,1
243.996,100.0,0
243.9865,100.0,1
243.966,88.89314561000013,1
243.9405,83.20548203416988,0
243.933,83.20548203416988,0
243.92550000000003,73.46664913090882,0
243.917,46.57993017179693,0
243.9075,46.57993017179693,1
243.897,12.782206237349241,1
243.874,28.03718340851975,1
243.8625,28.03718340851975,1
243.8525,28.03718340851975,0
243.841,41.98050090227376,0
243.82800000000003,54.74475354537572,1
243.815,19.791215705546048,0
243.8035,24.603018275446768,0
243.6735,65.86169952882888,1
243.661,96.99007430814251,0
243.6565,100.0,0
243.652,91.67590488561798,0
243.6485,99.07300654103969,1
243.6455,99.07300654103969,0
243.6405,100.0,0
243.5285,95.0612461296213,0
243.534,100.0,0
243.534,100.0,1
243.5445,100.0,0
243.5475,85.75895175068598,0
243.5505,84.34089184237841,1
243.5545,75.26046225985358,1
243.5605,75.26046225985358,0
243.5685,77.52234619578424,1
243.5715,89.02189991712179,1
243.575,99.60371264094181,1
243.6035,90.92470966997251,1
243.61550000000003,42.05776173905254,0
243.6205,42.05776173905257,1
243.625,5.4375782736624965,1
243.6345,41.903373211795305,0
243.64,11.12594936770667,1
