ema200_current,sma20_previous,class
243.17811443537647,242.89,1
243.1933459797288,242.925,1
243.2010954335464,242.94,0
243.209079250263,242.965,1
243.21583286519532,243.01000000000005,1
243.2251322735149,243.045,0
243.2328769176945,243.09,0
243.24054450073783,243.13,0
243.24714076454683,243.175,0
243.25021911142517,243.23,1
243.2534225639321,243.28,1
243.26808485911803,243.345,1
243.28197290890552,243.455,0
243.29364627052482,243.59,1
243.30128581252617,243.65,1
243.307490484158,243.635,1
243.31357635472497,243.635,1
243.32044095829545,243.63,1
243.32760933844415,243.63,0
243.3325606057296,243.64,1
243.33861336749587,243.63,0
243.34476163872287,243.63,1
243.34969797230028,243.63,0
243.36802615136082,243.615,0
243.36950207796414,243.58,1
243.37304147719482,243.58,0
243.37685713041512,243.58,1
243.3905189710545,243.61000000000004,1
243.40151501920658,243.50999999999996,0
243.40442440981647,243.49499999999995,1
243.40646556233645,243.49999999999997,1
243.41063219057838,243.5,1
243.4152245676712,243.51,0
243.63323011555946,244.235,1
243.6555426029863,244.305,0
243.6756430258617,244.39500000000004,0
243.78647319094304,245.085,0
243.80231183892272,245.21,1
243.83102294148858,245.40000000000003,1
243.8491264286509,245.4650000000001,1
243.91028934954895,245.33,0
245.18199677075197,246.36,0
245.236674674194,246.335,0
245.3294006245415,246.05,0
245.34136827730995,246.04,0
245.375140199488,245.925,1
245.4212968492035,245.94000000000003,1
245.43794817983886,245.965,0
245.4521323039492,245.99,1
245.5210302663626,246.08,1
245.54581640464676,246.14,0
245.55606335685874,246.195,1
245.56521332447159,246.245,0
244.834333234004,243.215,0
244.77997663331814,243.26000000000005,1
244.76235212388653,243.27500000000003,0
244.7143552881337,243.345,0
244.70208189744443,243.385,0
244.67238046061885,243.445,0
244.6596854409755,243.445,1
244.6461217150597,243.45,0
244.55441364795558,243.445,1
244.53071026543304,243.46,0
244.51864621974252,243.47000000000003,1
244.5076972391832,243.46000000000004,0
244.49754075668758,243.48,0
244.4845002590923,243.505,1
244.4755090079956,243.51,0
244.46430570044043,243.525,1
244.4571333588858,243.53500000000003,0
244.44658010144832,243.555,0
244.33517016923562,243.48999999999995,0
244.3276647896797,243.52,0
244.31939480158763,243.545,0
244.30874984434516,243.55,0
244.2998287757349,243.545,1
244.29115220992267,243.545,0
244.2735915629912,243.5300000000001,1
244.2653924091177,243.53500000000008,1
244.25795839184812,243.53000000000003,0
244.24960332002442,243.54000000000005,0
244.2416428551354,243.53000000000003,1
244.2336058629061,243.535,0
244.22533736885697,243.545,0
244.21600038755852,243.555,0
244.19729119488719,243.59,1
244.02673608962624,243.45,1
244.01838021558385,243.44,0
243.9138514134928,243.295,1
243.9176591704376,243.335,0
243.92357482495086,243.4,0
243.92613507071147,243.485,1
243.94607357889316,243.67,1
243.94971645322295,243.74,0
243.95254440031627,243.795,0
243.95403771186488,243.84500000000003,0
243.76171689983872,243.51,0
243.7060902707865,243.17,1
243.698528254014,243.205,1
243.69464949960042,243.215,1
243.69556811899145,243.235,0
243.6946432840854,243.285,1
243.6984073436652,243.49,1
243.7259243286216,243.74,0
243.7312905349166,243.805,0
243.7346132963731,243.86000000000004,0
243.737591523634,243.90000000000003,0
243.73923362002532,243.95000000000005,1
243.73855785550563,243.99,1
243.74056688508657,244.07,1
243.7415564321067,244.105,1
243.74399836560193,244.14999999999995,0
243.74694381828903,244.19,0
243.7474027053993,244.23999999999995,1
243.74785702646872,244.265,0
243.74777900989318,244.27,0
243.6785659452428,243.79,1
243.67710871712399,243.74999999999997,0
243.6769298924438,243.735,0
243.67774787198908,243.715,0
243.67886918432689,243.695,1
243.6811301001497,243.67,0
243.6817505506377,243.66,0
243.54160063129586,243.09500000000003,0
243.5414856496717,243.08,0
243.5414856496717,243.08,1
243.5500049294603,243.14499999999992,0
243.55243183340087,243.19499999999996,0
243.55383956416782,243.23999999999995,1
243.55554475955554,243.29,1
243.56084100623642,243.32,0
243.5690480145738,243.39500000000004,1
243.57427050970742,243.425,1
243.58158682541253,243.485,1
243.64007765481801,243.835,1
243.6628061645771,243.97000000000003,0
243.6707037612065,244.04500000000007,1
243.67737201396287,244.08500000000004,1
243.69757533526607,244.19,0
243.70627773081958,244.225,1
