ema30_current,stoch_rsi_14_current,class
242.9064445893394,100.0,1
243.01850375934106,95.6193041181328,1
243.07295857572075,100.0,0
243.12591803017983,100.0,1
243.16900913273852,91.26723929384715,1
243.2222233899707,100.0,0
243.2645439303941,91.04485588976624,0
243.3041341133707,91.04485588976624,0
243.33673633013032,80.65900828262838,0
243.34586248731742,47.10473139803856,1
243.35238200813052,18.114273800187064,1
243.41296710473262,87.27427147493471,1
243.47088257466632,50.63369496578653,0
243.49089959727473,16.25870698135886,1
243.51114733119223,0.0,1
243.51638037919358,19.99722085346585,1
243.53831606654,52.247124095496886,1
243.56528816115448,65.41630055570515,1
243.59898958557525,77.31529121644724,0
243.61559564670355,42.492268864146226,1
243.6385908879724,73.85038129375035,0
243.6580847132489,73.85038129375035,1
243.6678514074358,48.20598456844496,0
243.62237725491042,34.68016337260493,0
243.5572512959214,59.07453707633842,1
243.55900035080987,81.57748574983876,0
243.56366334150684,81.57748574983876,1
243.58336603101128,100.0,1
243.5214213098341,21.344353790494093,0
243.52850875478757,85.16067082974463,1
243.52666948028502,47.872566859533364,1
243.5378520944602,100.0,1
243.54730432363658,100.0,0
244.51612064941682,51.17347630761281,1
244.59977525694646,60.38213367781202,0
244.6621027891569,53.64109123823603,0
244.9420744841278,56.73892330768643,0
244.98130926921002,28.074346063089763,1
245.03193827759642,27.14521603864653,1
245.0788894936256,55.02432458915143,1
245.24903657255302,49.9573019241618,0
246.28980765402724,0.0,0
246.26714745935985,40.685717256242974,0
246.0123613301241,96.13692187877035,0
246.00651919485588,83.65620794864253,0
245.9921113620766,88.33454660443716,1
246.06010885833803,100.0,1
246.0925246360728,100.0,0
246.10389229138343,90.65426261383531,1
246.23644310511844,45.71769207521586,1
246.25379274891387,45.14023347990386,0
246.25234010102352,0.0,1
246.24352063342891,0.0,0
243.2205418497942,92.20395515751265,0
243.28089761590496,2.7141294901922466,1
243.29463519680388,25.70314745084002,0
243.34373575349878,46.63159785095691,0
243.37479195175356,83.19099685973963,0
243.39964405471613,16.708620916030778,0
243.41761487483325,59.765692398602866,1
243.42393897021861,37.79479690772285,0
243.42410123658908,28.476996527708703,1
243.4509150564587,83.94939056617491,0
243.46154236593262,83.94939056617491,1
243.47995350748016,100.0,0
243.50463737236697,100.0,0
243.50433818705292,48.37268506164109,1
243.5274488468061,90.97026693738823,0
243.5331384923867,60.409908302721284,1
243.56286053286743,96.68050150455852,0
243.56828340558047,54.879864698513906,0
243.48328075664506,99.72813516405235,0
243.50472318223603,99.72813516405235,0
243.51833061262766,87.71818431464987,0
243.518156918478,61.85059786979043,0
243.52343711728585,74.8558425022343,1
243.52938558412598,74.8558425022343,0
243.5382682930937,74.8558425022343,1
243.55374722686386,88.80712605132376,1
243.5746791326489,100.0,0
243.5878089799962,84.38039864214826,0
243.5990828143981,64.67527056395471,1
243.6066025265857,64.67527056395471,0
243.6136370960516,59.37525096117794,0
243.61275728340317,4.7328939332397075,0
243.60820259629585,4.7328939332397075,1
243.44564288236637,100.0,1
243.44713194114186,100.0,0
243.37421708908798,88.98375557720291,1
243.45592857880862,97.33353953636237,0
243.54728943736094,99.9887940515733,0
243.61037443020547,92.37089664886213,1
243.85644193397408,95.14327495117088,1
243.9090599954189,87.29779602613846,0
243.9582833432222,87.29779602613846,0
243.9978793782641,84.26482981448916,0
243.45153097406842,91.96335811126708,0
243.396536989618,84.7822423933027,1
243.38667114944485,45.24559670624518,1
243.39881450583863,100.0,1
243.4349719454776,100.0,0
243.45589342126888,73.35173393948969,1
243.55116065312336,100.0,1
243.84584618770188,83.20548203416988,0
243.9001567717003,73.46664913090882,0
243.93806022124718,46.5799301717969,0
243.9815896951104,46.57993017179693,0
244.00980564679938,12.782206237349241,1
244.02430691472176,0.0,1
244.06860479992088,28.03718340851975,1
244.0861622437814,28.03718340851975,1
244.10601178417218,41.98050090227376,0
244.13607695205584,54.74475354537569,0
244.1482724278233,19.791215705546048,1
244.15867217268269,24.603018275446768,0
244.16295827937745,0.0,0
243.76111882855287,89.5093114708942,1
243.75568251648,100.0,0
243.74845244876752,91.67590488561798,0
243.751167227999,99.07300654103969,0
243.75370686018329,99.07300654103969,1
243.7645521100725,100.0,0
243.76925497953712,91.60310406029741,0
243.17870737328158,89.38507814669218,0
243.20746110117724,90.51016299775259,0
243.20746110117724,90.51016299775259,1
243.31198263316404,85.75895175068598,0
243.33398923361042,84.34089184237841,0
243.34812444047932,75.26046225985358,1
243.36134769851824,75.26046225985358,1
243.4011440900029,96.12914387171419,0
243.46527694348882,89.02189991712179,1
243.5048198352981,99.60371264094181,1
243.5597594287024,100.0,1
243.93845007052784,42.05776173905254,1
244.0523019226453,42.05776173905254,0
244.0793806299824,5.437578273662547,1
244.0962428590002,0.0,1
244.1833280151173,11.125949367706623,0
244.21042289110864,11.12594936770667,1
