rsi14_current,cci20_current,class
-3.07777613282434,-5.2461893588155135,1
18.323516316432414,99.64844030261105,1
24.76988694583753,110.09598665324188,0
24.76988694583753,118.13748784129135,1
20.836230548135052,102.77251972195542,1
25.061974356347164,101.60461917177555,0
21.160900258450692,100.3399432682205,0
21.160900258450692,89.68626710730992,0
16.63657763603696,68.27101198753904,0
2.0195353174736543,32.394986720875075,1
2.0195353174736543,17.376334972152776,1
22.12965611870645,56.60882274233385,1
13.686773613094175,46.12032989732397,0
1.3427049995352152,-21.389936685779873,1
-3.6859918027169267,-22.542948732960976,1
1.4764203268832716,-20.4578161690408,1
9.801941802845704,-5.570503072135273,1
13.201650031964023,22.473355404484664,1
16.27345156714425,35.34707220893523,0
7.283662721075642,21.45386919838161,1
11.054133230035717,12.885520981862042,0
11.054133230035717,17.67550166287405,1
5.935654388105847,4.125630396320813,0
1.76575572470405,-2.0737227803129046,0
-1.8018360413373105,-25.677066905842857,1
3.879108784747871,-2.338440862321084,0
3.879108784747871,10.547870455276616,1
9.435306228375024,12.258992914290946,1
-11.488438602341231,-14.242332073244302,0
6.330362858200773,0.9703462195385196,1
-1.4717048687384278,10.238648264406,1
11.475843209984506,19.323507012039247,1
11.475843209984506,22.83960877370644,0
13.221505730246008,109.76007684580786,1
18.43960836214133,129.27469851050364,0
14.619784268185626,116.8335175603984,0
17.25881243782385,41.128358894923416,0
10.650078584996491,5.13969696346237,1
8.048925420453926,-40.87334261773007,1
12.025095026541125,-17.44594112402482,1
11.466792555441446,33.85398713794782,0
-8.595708787446156,-20.739605309821133,0
4.854947767465474,-9.215831673515432,0
9.801070102429053,25.89207121538188,0
0.6256447028448521,4.899010655049458,0
4.065011038020131,10.991475998205106,1
14.416792227493048,36.012724055309526,1
14.416792227493048,26.147137271377325,0
7.3801490969159715,27.29378253288497,1
5.5513746497732095,29.7656349240886,1
5.405951629219104,14.143147764342453,0
-2.5038297766230784,2.0851578464506475,1
-6.762942841306739,-7.261784423761567,0
-0.7452288576979242,4.780772878864045,0
-5.600105261462119,6.085607295325249,1
-0.9379299938098312,7.188800424040278,0
3.306361955186631,2.1009215482277104,0
10.72061193101186,13.61464718202567,0
-2.762020923949265,0.20043701683465748,0
5.9699577150342416,7.924009113693473,1
1.5142577916579825,7.531457996277207,0
-6.499480834976198,-10.411599856539748,1
6.856219078603374,10.140571851998343,0
6.856219078603374,8.22626594311218,1
10.721733542434123,9.765658378716743,0
14.178119011846904,14.775753384074203,0
-0.03684619839033587,2.1417909680533183,1
11.691889745498088,9.911069303424178,0
3.2774596066687,9.208627722924962,1
13.264134705584324,18.145792771847308,0
1.7548280784019423,5.850694705330643,0
13.165260463896034,9.652149004273683,0
13.165260463896034,20.26930105213196,0
8.797373830786142,13.115409356906445,0
-0.6103819943709112,0.833927506682864,0
4.04546886116195,0.939608246004676,1
4.04546886116195,3.1367038261502755,0
4.04546886116195,3.4611657206133217,1
9.105602555029165,5.674975250800742,1
13.440854767851606,11.796352820485128,0
7.7325750963479996,10.130429276936669,0
7.7325750963479996,11.943945899210016,1
7.7325750963479996,9.425589734790103,0
7.7325750963479996,12.83912261043683,0
0.05464813789346579,7.65208519321725,0
0.05464813789346579,-3.198362438428628,1
4.479630263448527,3.243530777866139,1
4.479630263448527,3.8957750319798015,0
14.870054547444001,53.23339883118257,1
21.847498941927253,81.26922607053814,0
24.066345659842824,74.21045323853883,0
17.700497658232212,63.40041732585371,1
20.89329138579868,72.71933333719154,1
14.265025644511836,53.48038510436458,0
14.265025644511836,47.84670512663989,0
11.702619164645784,33.988418858753775,0
1.825131487120018,-0.8910111586722304,0
2.909462573438901,12.392035230359134,1
-0.23818501028578964,13.509100802101527,1
8.252658882880041,25.668331938763128,1
16.40549302351181,47.22420794620932,0
11.147687979269406,42.381220758079394,1
17.631652586163014,48.90305073382071,1
19.886834504894253,57.30386052527028,0
17.170004990813286,40.55640701603382,0
11.31837219125427,30.855470731062226,0
11.31837219125427,23.595819521913274,0
7.925117668432094,16.19296836541758,1
0.6165694654325762,4.502136624000659,1
7.332991651174751,7.772618861589832,1
7.332991651174751,2.7048614745744044,1
10.673170498435098,10.71052978113523,0
13.73089952875192,9.698608741341415,0
5.357636294818363,0.6776176913504856,1
5.357636294818363,-8.931676518642751,0
0.5021345378634976,-9.510773940587145,0
-1.2465530181078464,-9.49549615052686,1
9.36253235347283,4.75144124788355,0
3.7889043781124334,10.296391239332738,0
8.74183825941924,11.884766391672391,0
8.74183825941924,13.592463685693614,1
13.303380404559007,21.434841484245624,0
7.3500977142805075,19.8635981471046,0
-5.6544587383857134,11.257494564432543,0
5.39683666694232,27.25157464553147,0
5.39683666694232,27.25157464553147,1
11.949982401766976,41.91020903772641,0
11.949982401766976,34.01671443472049,0
8.08071200286345,17.0666316563346,1
8.08071200286345,19.222055811979352,1
16.973085572976288,29.773144487819053,0
15.957350925430362,29.379781247449113,1
18.526293204782466,35.21259547724794,1
22.92664811164725,40.734461919147456,1
19.36181058648505,53.98320106426594,1
19.36181058648505,38.219495655535404,0
9.53922653204694,21.17743824044208,1
6.013170717632249,7.177210102232031,1
9.22750320370183,20.735353093439898,0
9.22750320370183,11.970500309451449,1
