ema20_previous,macd_12_26_previous,class
242.80494008222905,-0.1337023578838057,1
242.9735719306936,0.0718227186549143,1
243.02817124666146,0.12682504136861894,0
243.10911759592483,0.1905253506889153,1
243.18830584822425,0.2345323651046556,1
243.24745301310742,0.2591456587062737,0
243.32299027329418,0.2908785881535607,0
243.3803219293884,0.3080925934912955,0
243.43368119754837,0.3199307683841539,0
243.47541036069975,0.3183861695091537,1
243.4831061194764,0.2775441674219508,1
243.4959031496912,0.20710927546488733,1
243.5896667964339,0.20165745529271814,0
243.62481730125285,0.0928637293278598,1
243.62870159974887,0.03902717971513425,1
243.582892164194,-0.024329775267545983,1
243.57499767236592,-0.03149576330866921,1
243.58541488616103,-0.019570723288950376,1
243.60585156366957,-0.0021188470064146263,0
243.6368412400411,0.008904161459867055,1
243.63988082045898,0.010205171747799113,0
243.65513026612962,0.018729063130194845,1
243.668927383641,0.028469605969064563,0
243.61136159673583,-0.004725512820897393,0
243.5360683833497,-0.07827023907455555,1
243.53263329922112,-0.07566565891602295,0
243.5390491754857,-0.06050809276126756,1
243.5724850856665,-0.02326748620757257,1
243.496092165583,-0.03668713125549061,0
243.4824772213984,-0.03882043863879403,1
243.49515763676848,-0.022322784941934515,1
243.49561881421917,-0.02013872107414727,1
243.51805922863358,0.0015673193133807215,0
244.81806398135518,0.7797795650313049,1
244.865743807797,0.7297572968053885,0
244.9529290156389,0.7196259668604057,0
245.1783164513054,0.19342405207081012,0
245.25567103400329,0.17764630974522788,1
245.29822466314442,0.08959585952706561,1
245.30821094057927,0.05700402546034411,1
245.34270306406464,0.0634161183641595,0
246.39915846957436,0.08094530992821093,0
246.28039620981326,-0.055702065088922836,0
245.88114214902456,-0.1979721459049415,0
245.91805783334868,-0.13178172017259726,0
245.89144822143643,-0.0909764807263116,1
245.98850985045692,0.03354662755606341,1
246.04466204697792,0.09849970845419877,0
246.09546641525884,0.15662089614417596,1
246.30929454768696,0.2551660048045505,1
246.33322832528802,0.20836379929249915,0
246.3559530000833,0.1938630133359993,1
246.35597803129951,0.160980668429346,0
243.2851107520689,0.12465988930847514,0
243.35144098069063,0.11920721728205308,1
243.3510051490398,0.09067777347249263,0
243.39164023291127,0.0621082347476829,0
243.41386236904182,0.06203469308994159,0
243.47282361897427,0.08435726888487237,0
243.46588803621484,0.06881273874401472,1
243.4801483739834,0.07276303079814284,0
243.42995816325836,-0.02625713168032462,1
243.43941772418876,-0.014632209954299926,0
243.4576868138441,-0.003013091751000729,1
243.46826491104267,0.007005956479360975,0
243.4962859986712,0.029581846751199237,0
243.53264999060036,0.04921625113934169,1
243.53102823747517,0.03825492998095115,0
243.561107905178,0.05172719668613013,1
243.56778745378688,0.0484992841704468,0
243.6053778230587,0.0846987068671865,0
243.43341967851242,-0.07438483060266776,0
243.47725870881715,-0.037168028456505915,0
243.51543482358952,-0.004310280983958137,0
243.53450022922726,0.007219187602032663,0
243.52972672332132,0.002255794306421421,1
243.53641941633828,0.006299028708184551,0
243.5436316920596,0.016092245237274483,1
243.55048787212868,0.02404070627056853,1
243.56323935261327,0.04285771744895328,0
243.5887635252758,0.06943013003984788,0
243.5963819356714,0.07394393191543712,1
243.60773809253936,0.07814985831404897,0
243.61950048044707,0.07266457982714769,0
243.63014264093502,0.06406546134567748,0
243.63466389959882,0.045882300482332994,1
243.3919082094387,-0.07842963261808222,1
243.3992271261044,-0.05937556254858122,0
243.30149203616463,0.0005869406725196312,1
243.3799187624617,0.06274715405439224,0
243.50593417329483,0.15582042757469594,0
243.64494681463356,0.24538621995904464,1
243.9569343878308,0.4097479303741807,1
244.05805512794174,0.4436799919469081,0
244.11651058343682,0.4375541252802577,0
244.16791108290508,0.4230473103599763,0
243.3085189720704,-0.2480501683870955,0
243.2692667032982,0.03650554513575344,1
243.30165569150776,0.06635131947479067,1
243.3139973557042,0.07674353461939631,1
243.35671059146011,0.10421059682659006,0
243.4423777568309,0.17124704945547364,1
243.61828912021068,0.21491705052076784,1
243.98626163883515,0.3659322977125328,0
244.06405391858522,0.3793532015095025,0
244.12193806068558,0.3671659246579111,0
244.15079849893291,0.3402430245924961,0
244.179885863592,0.3106636093045836,1
244.19370365394352,0.2654168359564437,1
244.20042475824815,0.19395503921435875,1
244.21079869360514,0.16493463663729813,1
244.22316017469691,0.13543830961705794,0
244.24238041160982,0.11386364032782124,0
244.27226949887117,0.09449580349021858,1
244.27282553840038,0.060957060129226186,0
244.26737754262746,0.031672475444622705,0
243.6010388386833,-0.28207550303474704,1
243.60751389556057,-0.19376704971193706,0
243.6309064056638,-0.13532989786270375,0
243.64105947834895,-0.09331999406211366,0
243.6597694012546,-0.04870552330271494,1
243.67520965695155,-0.010536825017112506,0
243.7031665309972,0.02780711649523937,0
243.07158298150074,-0.07599369002784329,0
243.110795002005,0.00473563387691911,0
243.110795002005,0.00473563387691911,1
243.2985766221217,0.1705511231326966,0
243.35168511790573,0.1896293242305376,0
243.3982478919212,0.20410365901540214,1
243.4323400762957,0.20584891528389448,1
243.45723430681159,0.21152674575094466,0
243.54907212003056,0.22721605576617776,1
243.5914204416193,0.23257107149584044,1
243.6481860179817,0.23418957531265505,1
244.11850550148483,0.4247405747289577,1
244.2441792258726,0.39997542284586973,0
244.3003834654829,0.3862044937837936,1
244.3122491032734,0.3424731753056278,1
244.36961512845642,0.28278152386968713,0
244.38292331426982,0.25111569541053314,1
