ema200_current,wpr14_previous,class
243.17811443537647,-54.54545454545549,1
243.1933459797288,-12.500000000000892,1
243.2010954335464,-23.529411764705984,0
243.209079250263,-5.8823529411760775,1
243.21583286519532,-12.499999999999332,1
243.2251322735149,-21.428571428572152,0
243.2328769176945,-7.142857142856707,0
243.24054450073783,-14.285714285713414,0
243.24714076454683,-15.384615384614374,0
243.25021911142517,-23.07692307692375,1
243.2534225639321,-46.15384615384532,1
243.26808485911803,-41.66666666666706,1
243.28197290890552,-50.000000000002366,0
243.29364627052482,-74.99999999999824,1
243.30128581252617,-50.00000000000001,1
243.307490484158,-74.99999999999824,1
243.31357635472497,-62.49999999999911,1
243.32044095829545,-37.500000000000895,1
243.32760933844415,-24.99999999999823,0
243.3325606057296,-12.499999999999115,1
243.33861336749587,-37.500000000000895,0
243.34476163872287,-24.99999999999823,1
243.34969797230028,-24.99999999999823,0
243.36802615136082,-83.33333333333412,0
243.36950207796414,-77.77777777777601,1
243.37304147719482,-55.55555555555521,0
243.37685713041512,-44.4444444444448,1
243.3905189710545,-14.285714285717187,1
243.40151501920658,-57.14285714285656,0
243.40442440981647,-57.14285714285656,1
243.40646556233645,-33.333333333334906,1
243.41063219057838,-50.0,1
243.4152245676712,-16.666666666669823,0
243.63323011555946,-57.81250000000021,1
243.6555426029863,-59.375000000000135,0
243.6756430258617,-53.125000000000036,0
243.78647319094304,-59.2592592592593,0
243.80231183892272,-40.909090909091375,1
243.83102294148858,-55.555555555556076,1
243.8491264286509,-30.769230769231612,1
243.91028934954895,-11.76470588235235,0
245.18199677075197,-80.00000000000115,0
245.236674674194,-80.00000000000115,0
245.3294006245415,-5.5555555555552045,0
245.34136827730995,-23.80952380952355,0
245.375140199488,-38.095238095238216,1
245.4212968492035,-14.285714285714672,1
245.43794817983886,-14.285714285714672,0
245.4521323039492,-14.285714285714672,1
245.5210302663626,-14.285714285713414,1
245.54581640464676,-58.33333333333294,0
245.55606335685874,-50.0,1
245.56521332447159,-66.66666666666825,0
244.834333234004,-29.999999999998288,0
244.77997663331814,-54.54545454545431,1
244.76235212388653,-74.99999999999824,0
244.7143552881337,-62.49999999999911,0
244.70208189744443,-50.00000000000001,0
244.67238046061885,-37.500000000000895,0
244.6596854409755,-62.49999999999911,1
244.6461217150597,-37.500000000000895,0
244.55441364795558,-60.00000000000227,1
244.53071026543304,-20.0000000000017,0
244.51864621974252,-20.0000000000017,1
244.5076972391832,-20.0000000000017,0
244.49754075668758,-10.000000000002274,0
244.4845002590923,-0.0,1
244.4755090079956,-30.000000000001133,0
244.46430570044043,-0.0,1
244.4571333588858,-20.0000000000017,0
244.44658010144832,-15.384615384614714,0
244.33517016923562,-63.63636363636294,0
244.3276647896797,-27.272727272725863,0
244.31939480158763,-27.272727272725863,0
244.30874984434516,-36.36363636363706,0
244.2998287757349,-54.54545454545431,1
244.29115220992267,-45.45454545454569,0
244.2735915629912,-45.45454545454569,1
244.2653924091177,-45.45454545454569,1
244.25795839184812,-36.36363636363706,0
244.24960332002442,-27.272727272725863,0
244.2416428551354,-40.000000000000576,1
244.2336058629061,-40.000000000000576,0
244.22533736885697,-57.14285714285889,0
244.21600038755852,-57.14285714285889,0
244.19729119488719,-66.66666666666825,1
244.02673608962624,-42.857142857141106,1
244.01838021558385,-28.57142857142741,0
243.9138514134928,-0.0,1
243.9176591704376,-30.43478260869539,0
243.92357482495086,-30.000000000000192,0
243.92613507071147,-23.333333333333908,1
243.94607357889316,-13.333333333333526,1
243.94971645322295,-19.999999999999808,0
243.95254440031627,-30.000000000000192,0
243.95403771186488,-30.000000000000192,0
243.76171689983872,-22.2222222222224,0
243.7060902707865,-33.333333333333336,1
243.698528254014,-23.07692307692375,1
243.69464949960042,-44.4444444444448,1
243.69556811899145,-14.285714285717187,0
243.6946432840854,-9.09090909090862,1
243.6984073436652,-16.66666666666785,1
243.7259243286216,-21.052631578947604,0
243.7312905349166,-21.052631578947604,0
243.7346132963731,-26.31578947368413,0
243.737591523634,-36.84210526315718,0
243.73923362002532,-41.1764705882349,1
243.73855785550563,-50.00000000000089,1
243.74056688508657,-61.53846153846187,1
243.7415564321067,-61.53846153846187,1
243.74399836560193,-61.53846153846187,0
243.74694381828903,-69.99999999999885,0
243.7474027053993,-59.999999999999424,1
243.74785702646872,-80.00000000000115,0
243.74777900989318,-75.00000000000179,0
243.6785659452428,-66.66666666666667,1
243.67710871712399,-41.66666666666706,0
243.6769298924438,-24.999999999998817,0
243.67774787198908,-19.999999999998863,0
243.67886918432689,-9.999999999999432,1
243.6811301001497,-9.999999999999432,0
243.6817505506377,-9.09090909090862,0
243.54160063129586,-33.333333333333336,0
243.5414856496717,-13.333333333332574,0
243.5414856496717,-13.333333333332574,1
243.5500049294603,-7.142857142856707,0
243.55243183340087,-21.428571428572152,0
243.55383956416782,-21.428571428572152,1
243.55554475955554,-28.57142857142886,1
243.56084100623642,-28.57142857142886,0
243.5690480145738,-28.57142857142741,1
243.57427050970742,-27.272727272725863,1
243.58158682541253,-18.18181818181724,1
243.64007765481801,-30.76923076923127,1
243.6628061645771,-50.00000000000055,0
243.6707037612065,-50.00000000000055,1
243.67737201396287,-61.538461538461455,1
243.69757533526607,-50.000000000000604,0
243.70627773081958,-68.18181818181765,1
