cci20_current,cci20_previous,class
-5.2461893588155135,-21.93861004597612,1
99.64844030261105,98.46214934662865,1
110.09598665324188,99.44153633195806,0
118.13748784129135,109.86786369240049,1
102.77251972195542,117.85839417655228,1
101.60461917177555,102.54540268262848,0
100.3399432682205,101.5148840559035,0
89.68626710730992,100.2514032848662,0
68.27101198753904,89.62036625169803,0
32.394986720875075,68.31116765052944,1
17.376334972152776,32.404516569699936,1
56.60882274233385,17.310135879888527,1
46.12032989732397,48.915501406250044,0
-21.389936685779873,-16.972449761541213,1
-22.542948732960976,-11.852478199791927,1
-20.4578161690408,-30.68672425356317,1
-5.570503072135273,-20.425177931153435,1
22.473355404484664,-5.560417832040456,1
35.34707220893523,22.40958172723565,0
21.45386919838161,35.295075132829474,1
12.885520981862042,21.399168773441684,0
17.67550166287405,12.854910300272394,1
4.125630396320813,17.648530028721336,0
-2.0737227803129046,-22.11970965669456,0
-25.677066905842857,-44.81815314474896,1
-2.338440862321084,-25.72284948559573,0
10.547870455276616,-2.3439712122770304,1
12.258992914290946,8.251245230768731,1
-14.242332073244302,-21.24280038042813,0
0.9703462195385196,-14.312606738079404,1
10.238648264406,0.9751093585219838,1
19.323507012039247,10.273256892477988,1
22.83960877370644,19.401388098101425,0
109.76007684580786,151.9226115840708,1
129.27469851050364,108.8270309077913,0
116.8335175603984,128.3364314514768,0
41.128358894923416,27.99312385517817,0
5.13969696346237,40.903421667583906,1
-40.87334261773007,-32.190404548676966,1
-17.44594112402482,-40.56706791491077,1
33.85398713794782,51.90944694485402,0
-20.739605309821133,-8.995491459682867,0
-9.215831673515432,-16.855271087085068,0
25.89207121538188,7.21770126800119,0
4.899010655049458,25.74828855910637,0
10.991475998205106,1.570210856888903,1
36.012724055309526,24.008482703539052,1
26.147137271377325,35.7745350951466,0
27.29378253288497,25.988900499439648,1
29.7656349240886,49.044444732569396,1
14.143147764342453,9.0097089461724,0
2.0851578464506475,14.074815463533866,1
-7.261784423761567,2.074795549648184,0
4.780772878864045,1.6931903945987798,0
6.085607295325249,12.67003486075333,1
7.188800424040278,6.090511470373088,0
2.1009215482277104,6.002632994934852,0
13.61464718202567,2.1022616972241503,0
0.20043701683465748,10.32250636708142,0
7.924009113693473,0.20060782566124225,1
7.531457996277207,7.9331357560764895,0
-10.411599856539748,-10.512683350294218,1
10.140571851998343,1.0140571852020823,0
8.22626594311218,10.155883880388977,1
9.765658378716743,8.239774257040409,0
14.775753384074203,9.782567757734258,0
2.1417909680533183,14.788556684189846,1
9.911069303424178,2.145695416204102,0
9.208627722924962,9.924854323598376,1
18.145792771847308,9.226674290765313,0
5.850694705330643,18.167946716552493,0
9.652149004273683,-1.5567982264922733,0
20.26930105213196,9.666897424865118,0
13.115409356906445,20.297657338070763,0
0.833927506682864,13.134358230237774,0
0.939608246004676,0.8352073297805495,1
3.1367038261502755,0.9410111478481138,0
3.4611657206133217,1.5732571457343036,1
5.674975250800742,3.4680404310444994,1
11.796352820485128,5.687527252733164,0
10.130429276936669,11.818834156428812,0
11.943945899210016,10.147069082510924,1
9.425589734790103,11.967321798105953,0
12.83912261043683,9.443652168006508,0
7.65208519321725,12.859754283041301,0
-3.198362438428628,0.2132241625619085,1
3.243530777866139,-4.000354626029926,1
3.8957750319798015,3.2464791933174246,0
53.23339883118257,30.059927471407587,1
81.26922607053814,53.19638857036657,0
74.21045323853883,81.3145467002538,0
63.40041732585371,74.3504030470735,1
72.71933333719154,81.69973293605865,1
53.48038510436458,72.76839284692278,0
47.84670512663989,53.55319289403757,0
33.988418858753775,47.95776900458728,0
-0.8910111586722304,-5.7915725313419575,0
12.392035230359134,11.722195488176482,1
13.509100802101527,12.39264619035711,1
25.668331938763128,13.50377462865776,1
47.22420794620932,25.677465313541607,0
42.381220758079394,47.30146802286857,1
48.90305073382071,38.023243575150225,1
57.30386052527028,61.333038218453396,0
40.55640701603382,57.36154804477928,0
30.855470731062226,40.61701965325139,0
23.595819521913274,30.899287469173284,0
16.19296836541758,23.614745532899367,1
4.502136624000659,16.207691846396994,1
7.772618861589832,8.223205462261372,1
2.7048614745744044,7.776476739407178,1
10.71052978113523,2.7058180499685762,0
9.698608741341415,10.713579423575938,0
0.6776176913504856,9.712520242697996,1
-8.931676518642751,0.6783551786306558,0
-9.510773940587145,-8.94465644412215,0
-9.49549615052686,-20.00836688860914,1
4.75144124788355,-3.3938866056316583,0
10.296391239332738,4.7521805719972035,0
11.884766391672391,10.300130872784028,0
13.592463685693614,11.893405724981433,1
21.434841484245624,13.609423164598494,0
19.8635981471046,21.45268599887544,0
11.257494564432543,12.383244020872727,0
27.25157464553147,22.634572329555308,0
27.25157464553147,22.634572329555308,1
41.91020903772641,49.93076117163393,0
34.01671443472049,41.92757825674757,0
17.0666316563346,34.02023926196701,1
19.222055811979352,17.073708397702525,1
29.773144487819053,19.24499833813184,0
29.379781247449113,36.18590817735621,1
35.21259547724794,29.4195555761516,1
40.734461919147456,35.2728580864134,1
53.98320106426594,93.41935005226318,1
38.219495655535404,38.33324415451012,0
21.17743824044208,38.25601746660492,1
7.177210102232031,21.18985839706248,1
20.735353093439898,26.090087134056763,0
11.970500309451449,20.7488672030532,1
