sma100_current,sma200_current,class
243.29500000000004,243.0855,1
243.296,243.1065,1
243.302,243.112,0
243.308,243.1185,1
243.312,243.1245,1
243.31600000000003,243.1325,0
243.318,243.139,0
243.32100000000003,243.1455,0
243.323,243.152,0
243.32000000000005,243.157,1
243.31700000000004,243.1625,1
243.31800000000004,243.178,1
243.321,243.192,0
243.318,243.209,1
243.321,243.2205,1
243.324,243.231,1
243.32800000000003,243.238,1
243.33300000000003,243.2445,1
243.341,243.249,0
243.34600000000003,243.253,1
243.34900000000002,243.2575,0
243.353,243.2625,1
243.357,243.267,0
243.366,243.289,0
243.372,243.297,1
243.375,243.301,0
243.377,243.306,1
243.378,243.3225,1
243.38600000000002,243.3475,0
243.38800000000003,243.3505,1
243.389,243.354,1
243.392,243.358,1
243.396,243.3635,0
243.568,243.5275,1
243.59099999999995,243.5395,0
243.61299999999997,243.5515,0
243.75,243.5955,0
243.76999999999995,243.598,1
243.81399999999996,243.6045,1
243.838,243.6125,1
243.921,243.643,0
245.595,244.593,0
245.641,244.6505,0
245.68400000000003,244.78800000000004,0
245.689,244.805,0
245.715,244.8545,1
245.768,244.909,1
245.786,244.928,0
245.801,244.946,1
245.87,245.0145,1
245.893,245.0415,0
245.90500000000003,245.0535,1
245.915,245.0655,0
244.886,245.2155,0
244.799,245.17050000000003,1
244.766,245.158,0
244.67400000000006,245.1265,0
244.6490000000001,245.1195,0
244.59900000000005,245.10050000000004,0
244.57500000000005,245.094,1
244.548,245.0875,0
244.396,245.0315,1
244.365,245.016,0
244.344,245.007,1
244.317,244.998,0
244.292,244.98800000000003,0
244.267,244.978,1
244.247,244.971,0
244.223,244.963,1
244.201,244.958,0
244.176,244.9515,0
243.892,244.8865,0
243.866,244.8795,0
243.84099999999998,244.873,0
243.815,244.865,0
243.791,244.859,1
243.769,244.8535,0
243.743,244.841,1
243.72599999999997,244.833,1
243.711,244.824,0
243.69400000000002,244.815,0
243.681,244.807,1
243.667,244.7985,0
243.654,244.789,0
243.643,244.779,0
243.62099999999995,244.75800000000004,1
243.406,244.566,1
243.393,244.556,0
243.42999999999995,244.4475,1
243.44400000000002,244.44100000000003,0
243.457,244.435,0
243.47100000000003,244.428,1
243.525,244.412,1
243.543,244.406,0
243.56,244.3975,0
243.571,244.388,0
243.529,244.13,0
243.51800000000003,244.033,1
243.51500000000004,244.0185,1
243.51700000000002,244.00600000000003,1
243.52599999999998,243.996,0
243.53200000000004,243.9865,1
243.552,243.966,1
243.589,243.9405,0
243.59900000000002,243.933,0
243.604,243.92550000000003,0
243.611,243.917,0
243.614,243.9075,1
243.618,243.897,1
243.63200000000003,243.874,1
243.641,243.8625,1
243.65200000000004,243.8525,0
243.664,243.841,0
243.67500000000004,243.82800000000003,1
243.683,243.815,0
243.69,243.8035,0
243.66600000000003,243.6735,1
243.66800000000003,243.661,0
243.67000000000004,243.6565,0
243.67300000000003,243.652,0
243.676,243.6485,1
243.68,243.6455,0
243.68400000000003,243.6405,0
243.65,243.5285,0
243.647,243.534,0
243.647,243.534,1
243.618,243.5445,0
243.61000000000004,243.5475,0
243.59600000000003,243.5505,1
243.584,243.5545,1
243.578,243.5605,0
243.56600000000003,243.5685,1
243.569,243.5715,1
243.576,243.575,1
243.646,243.6035,1
243.687,243.61550000000003,0
243.705,243.6205,1
243.718,243.625,1
243.74400000000009,243.6345,0
243.7510000000001,243.64,1
