ema20_current,ema20_previous,class
242.80804232857471,242.80494008222905,1
243.02817124666146,242.9735719306936,1
243.10911759592483,243.02817124666146,0
243.18830584822425,243.10911759592483,1
243.24745301310742,243.18830584822425,1
243.32299027329418,243.24745301310742,0
243.3803219293884,243.32299027329418,0
243.43368119754837,243.3803219293884,0
243.47541036069975,243.43368119754837,0
243.4831061194764,243.47541036069975,1
243.48560563947842,243.4831061194764,1
243.56325338078815,243.4959031496912,1
243.62606399778667,243.5896667964339,0
243.6218565579633,243.62481730125285,1
243.60543272522187,243.62870159974887,1
243.57499767236592,243.582892164194,1
243.58541488616103,243.57499767236592,1
243.60585156366957,243.58541488616103,1
243.6368412400411,243.60585156366957,0
243.63988082045898,243.6368412400411,1
243.65513026612962,243.63988082045898,0
243.668927383641,243.65513026612962,1
243.67188668043715,243.668927383641,0
243.6073040003257,243.61136159673583,0
243.53263329922112,243.5360683833497,1
243.5390491754857,243.53263329922112,0
243.54782955549385,243.5390491754857,1
243.5846293632221,243.5724850856665,1
243.4824772213984,243.496092165583,0
243.49515763676848,243.4824772213984,1
243.49561881421917,243.49515763676848,1
243.51805922863358,243.49561881421917,1
243.53836246072282,243.51805922863358,0
244.865743807797,244.81806398135518,1
244.9529290156389,244.865743807797,0
245.0112754815163,244.9529290156389,0
245.25567103400329,245.1783164513054,0
245.29113600585944,245.25567103400329,1
245.30821094057927,245.29822466314442,1
245.30505059744948,245.30821094057927,1
245.3517326454736,245.34270306406464,0
246.35668006786668,246.39915846957436,0
246.28226323745014,246.28039620981326,0
245.91805783334868,245.88114214902456,0
245.91544746069675,245.91805783334868,0
245.90982252579633,245.89144822143643,1
246.04466204697792,245.98850985045692,1
246.09546641525884,246.04466204697792,0
246.11643357407087,246.09546641525884,1
246.32685978092744,246.30929454768696,1
246.3559530000833,246.33322832528802,0
246.35597803129951,246.3559530000833,1
246.34647686906655,246.35597803129951,0
243.3005158945725,243.2851107520689,0
243.3510051490398,243.35144098069063,1
243.360134634689,243.3510051490398,0
243.41386236904182,243.39164023291127,0
243.45450350009202,243.41386236904182,0
243.46588803621484,243.47282361897427,0
243.4801483739834,243.46588803621484,1
243.4835267748217,243.4801483739834,0
243.41758119532898,243.42995816325836,1
243.4576868138441,243.43941772418876,0
243.46826491104267,243.4576868138441,1
243.4962859986712,243.46826491104267,0
243.53264999060036,243.4962859986712,0
243.53102823747517,243.53264999060036,1
243.561107905178,243.53102823747517,0
243.56778745378688,243.561107905178,1
243.6053778230587,243.56778745378688,0
243.60337787964505,243.6053778230587,0
243.47725870881715,243.43341967851242,0
243.51543482358952,243.47725870881715,0
243.53450022922726,243.51543482358952,0
243.52972672332132,243.53450022922726,0
243.53641941633828,243.52972672332132,1
243.54098694023128,243.53641941633828,0
243.55048787212868,243.5436316920596,1
243.56323935261327,243.55048787212868,1
243.5887635252758,243.56323935261327,0
243.5963819356714,243.5887635252758,0
243.60773809253936,243.5963819356714,1
243.61950048044707,243.60773809253936,0
243.63014264093502,243.61950048044707,0
243.63173522259427,243.63014264093502,0
243.6373136549837,243.63466389959882,1
243.3992271261044,243.3919082094387,1
243.4058490030877,243.3992271261044,0
243.3799187624617,243.30149203616463,1
243.50593417329483,243.3799187624617,0
243.64494681463356,243.50593417329483,0
243.73470987928033,243.64494681463356,1
244.05805512794174,243.9569343878308,1
244.11651058343682,244.05805512794174,0
244.16791108290508,244.11651058343682,0
244.20340471739672,244.16791108290508,0
243.30443871360828,243.3085189720704,0
243.30165569150776,243.2692667032982,1
243.3139973557042,243.30165569150776,1
243.35671059146011,243.3139973557042,1
243.4423777568309,243.35671059146011,0
243.50976514423428,243.4423777568309,1
243.70404274295217,243.61828912021068,1
244.06405391858522,243.98626163883515,0
244.12193806068558,244.06405391858522,0
244.15079849893291,244.12193806068558,0
244.179885863592,244.15079849893291,0
244.19370365394352,244.179885863592,1
244.18567007542484,244.19370365394352,1
244.21079869360514,244.20042475824815,1
244.22316017469691,244.21079869360514,1
244.24238041160982,244.22316017469691,0
244.27226949887117,244.24238041160982,0
244.27282553840038,244.27226949887117,1
244.26737754262746,244.27282553840038,0
244.25441236386013,244.26737754262746,0
243.60600040182243,243.6010388386833,1
243.6309064056638,243.60751389556057,0
243.64105947834895,243.6309064056638,0
243.6597694012546,243.64105947834895,0
243.67520965695155,243.6597694012546,1
243.7031665309972,243.67520965695155,0
243.71744926629685,243.7031665309972,0
243.0698260548477,243.07158298150074,0
243.1383383351474,243.110795002005,0
243.1383383351474,243.110795002005,1
243.35168511790573,243.2985766221217,0
243.3982478919212,243.35168511790573,0
243.4323400762957,243.3982478919212,1
243.45723430681159,243.4323400762957,1
243.51279239616932,243.45723430681159,0
243.5914204416193,243.54907212003056,1
243.6481860179817,243.5914204416193,1
243.71710519823483,243.6481860179817,1
244.18370312764912,244.11850550148483,1
244.3003834654829,244.2441792258726,0
244.3122491032734,244.3003834654829,1
244.3134608707981,244.3122491032734,1
244.38292331426982,244.36961512845642,0
244.39198851423717,244.38292331426982,1
