ema200_previous,adi14_previous,class
243.18028035080428,29.49350703497163,1
243.1885337173301,27.33001566438905,1
243.1933459797288,28.138500306321497,0
243.2010954335464,28.88923604525876,1
243.209079250263,29.839196304385656,1
243.21583286519532,30.127138022428827,0
243.2251322735149,30.39451247489746,0
243.2328769176945,30.64278875218976,0
243.24054450073783,29.65413273155519,0
243.24714076454683,28.7360949981088,1
243.25021911142517,26.808864225706376,1
243.2582121099501,23.357547893495926,1
243.27440708951042,24.263916931273553,0
243.2898420512497,23.099130809294962,1
243.2985633976934,20.347613516425785,1
243.30382540270813,17.624687130911788,1
243.307490484158,16.909175483037668,1
243.31357635472497,16.711535284196447,1
243.32044095829545,17.33874074742248,0
243.32760933844415,18.274806785425405,1
243.3325606057296,18.52174525658243,0
243.33861336749587,18.167628804815713,1
243.34476163872287,17.838806385318048,0
243.3645936479768,14.047811285716715,0
243.36708943313937,12.590495292347144,1
243.36950207796414,11.723718980900244,0
243.37304147719482,11.781263603796566,1
243.3858355976397,11.993563461893716,1
243.40058643874156,10.348523684005812,0
243.40151501920658,9.84139887985757,1
243.40442440981647,9.479940862592802,1
243.40646556233645,9.669916171077272,1
243.41063219057838,9.846321814670004,0
243.61502808479324,36.52739609974017,1
243.63323011555946,36.066683634769795,0
243.6555426029863,35.901222962108825,0
243.7669883818001,30.784253475909622,0
243.78647319094304,30.407514357618858,1
243.81569136677163,28.696111592936987,1
243.83102294148858,27.828190657430497,1
243.89069443206319,27.777909474020287,0
245.16937120108838,20.94931758949373,0
245.221268953558,21.726828807740823,0
245.3142976184791,20.850100747130746,0
245.3294006245415,21.022582531595226,0
245.3628215401603,18.96465301825261,1
245.4044781685112,17.64296552108821,1
245.4212968492035,18.029949940459744,0
245.43794817983886,17.774539048536305,1
245.50779196801182,19.521597386233346,1
245.5331418154762,17.83628053099605,0
245.54581640464676,16.85596897350981,1
245.55606335685874,16.43903175848917,0
244.84953514904828,27.351905880629463,0
244.79956980428062,24.396514368889193,1
244.77997663331814,23.5180218814308,0
244.7292339831289,20.313481744341985,0
244.7143552881337,18.921429054368943,0
244.68815692543944,18.333946911158463,0
244.67238046061885,17.202181312156974,1
244.6596854409755,16.527741506593383,0
244.5701668429261,16.255569177702306,1
244.54258095555105,15.199733703992365,0
244.53071026543304,14.799968119111641,1
244.51864621974252,14.428757218865249,0
244.5076972391832,14.084061382922178,0
244.49754075668758,14.132824171475516,1
244.4845002590923,13.345742014891947,0
244.4755090079956,12.614880012350055,1
244.46430570044043,11.936222438561153,0
244.4571333588858,12.060965966298456,0
244.34275097974185,10.508742724530194,0
244.33517016923562,10.551203324066408,0
244.3276647896797,11.592449135621335,0
244.31939480158763,12.559320246350902,0
244.30874984434516,12.074671102857986,1
244.2998287757349,11.62463975532885,0
244.2824062421525,10.818716270723105,1
244.2735915629912,10.894874503855435,1
244.2653924091177,10.965592863192592,0
244.25795839184812,11.471529205555143,0
244.24960332002442,11.941327237748899,1
244.2416428551354,12.816823244868123,0
244.2336058629061,13.62978382290741,0
244.22533736885697,15.187370909879633,0
244.206912047493,17.210901329108648,1
244.03533324343348,14.66350116158429,1
244.02673608962624,13.647362654291612,0
243.91534511552524,18.43783559312172,1
243.9138514134928,19.612686809556244,0
243.9176591704376,21.5913002090508,0
243.92357482495086,23.42858408001002,1
243.93922171625272,28.103873545614746,1
243.94607357889316,29.967589134721035,0
243.94971645322295,31.34619330779241,0
243.95254440031627,32.62632575421583,0
243.76985276004143,20.223506211936744,0
243.71240866033918,14.575185601099449,1
243.7060902707865,14.166002276412636,1
243.698528254014,13.78604633206057,1
243.69464949960042,12.916829735310811,0
243.69556811899145,13.554546592099786,1
243.6937768964984,15.423272252521436,1
243.71981376774227,22.18564036177448,0
243.7259243286216,24.034625244078985,0
243.7312905349166,24.433777777973873,0
243.7346132963731,24.804419416590573,0
243.737591523634,24.335039209540483,1
243.73923362002532,23.89918616013681,1
243.73956739287001,22.6391366890462,1
243.74056688508657,22.225102817930544,1
243.7415564321067,21.3864821100137,0
243.74399836560193,21.278555190048625,0
243.74694381828903,21.17833733579531,1
243.7474027053993,20.594244309146553,0
243.74785702646872,19.582386587333122,0
243.68039544231635,26.633500708305892,1
243.67659891617447,24.21716023652717,0
243.67710871712399,22.662838967734423,0
243.6769298924438,21.31852480705852,0
243.67774787198908,20.07023308643088,1
243.67886918432689,18.85586140719128,0
243.6811301001497,17.7821959635366,0
243.5457242263327,29.25380614078433,0
243.5421211103425,26.561938597080665,0
243.5421211103425,26.561938597080665,1
243.54739633339383,22.64447630571141,0
243.5500049294603,22.225217024745675,0
243.55243183340087,21.40025334139247,1
243.55383956416782,20.250489922857888,1
243.55554475955554,19.182852462790052,0
243.5647780571777,18.491834369966604,1
243.5690480145738,18.068313226042694,1
243.57427050970742,17.981200619141127,1
243.6285425804848,24.98727059245132,1
243.65134221634617,25.77062932335507,0
243.6628061645771,26.14294611517559,1
243.6707037612065,26.186910541257912,1
243.68957198410823,25.845676933774147,0
243.69757533526607,26.037022757697486,1
