ema200_current,sma30_previous,class
243.17811443537647,243.07,1
243.1933459797288,243.02,1
243.2010954335464,243.02,0
243.209079250263,243.03333333333336,1
243.21583286519532,243.0533333333333,1
243.2251322735149,243.07333333333332,0
243.2328769176945,243.09333333333333,0
243.24054450073783,243.11,0
243.24714076454683,243.1266666666667,0
243.25021911142517,243.15,1
243.2534225639321,243.16666666666663,1
243.26808485911803,243.18666666666664,1
243.28197290890552,243.23666666666665,0
243.29364627052482,243.29666666666668,1
243.30128581252617,243.35,1
243.307490484158,243.40666666666667,1
243.31357635472497,243.42666666666665,1
243.32044095829545,243.46,1
243.32760933844415,243.4933333333333,0
243.3325606057296,243.53333333333333,1
243.33861336749587,243.56666666666663,0
243.34476163872287,243.6033333333333,1
243.34969797230028,243.63333333333333,0
243.36802615136082,243.64,0
243.36950207796414,243.59666666666664,1
243.37304147719482,243.58666666666667,0
243.37685713041512,243.58333333333331,1
243.3905189710545,243.60333333333335,1
243.40151501920658,243.56333333333333,0
243.40442440981647,243.56333333333333,1
243.40646556233645,243.57,1
243.41063219057838,243.57,1
243.4152245676712,243.57,0
243.63323011555946,243.98666666666665,1
243.6555426029863,244.03333333333333,0
243.6756430258617,244.1,0
243.78647319094304,244.4766666666666,0
243.80231183892272,244.54666666666665,1
243.83102294148858,244.64666666666665,1
243.8491264286509,244.7,1
243.91028934954895,244.9533333333333,0
245.18199677075197,246.16666666666663,0
245.236674674194,246.22,0
245.3294006245415,246.15,0
245.34136827730995,246.15,0
245.375140199488,246.1133333333333,1
245.4212968492035,246.09000000000003,1
245.43794817983886,246.0966666666667,0
245.4521323039492,246.11000000000004,1
245.5210302663626,246.10666666666668,1
245.54581640464676,246.11,0
245.55606335685874,246.11666666666667,1
245.56521332447159,246.1233333333333,0
244.834333234004,243.13333333333333,0
244.77997663331814,243.1266666666667,1
244.76235212388653,243.17333333333332,0
244.7143552881337,243.23666666666665,0
244.70208189744443,243.25666666666663,0
244.67238046061885,243.30666666666667,0
244.6596854409755,243.31666666666663,1
244.6461217150597,243.33333333333331,0
244.55441364795558,243.41333333333333,1
244.53071026543304,243.44000000000003,0
244.51864621974252,243.44666666666672,1
244.5076972391832,243.45000000000007,0
244.49754075668758,243.46000000000004,0
244.4845002590923,243.4733333333334,1
244.4755090079956,243.47333333333336,0
244.46430570044043,243.48666666666668,1
244.4571333588858,243.49000000000007,0
244.44658010144832,243.51,0
244.33517016923562,243.4933333333333,0
244.3276647896797,243.50333333333333,0
244.31939480158763,243.50666666666663,0
244.30874984434516,243.51,0
244.2998287757349,243.5133333333333,1
244.29115220992267,243.51333333333332,0
244.2735915629912,243.51333333333335,1
244.2653924091177,243.51666666666668,1
244.25795839184812,243.5333333333334,0
244.24960332002442,243.55000000000007,0
244.2416428551354,243.5666666666667,1
244.2336058629061,243.58,0
244.22533736885697,243.58333333333331,0
244.21600038755852,243.58666666666664,0
244.19729119488719,243.58333333333331,1
244.02673608962624,243.52,1
244.01838021558385,243.51,0
243.9138514134928,243.37,1
243.9176591704376,243.38,0
243.92357482495086,243.41,0
243.92613507071147,243.44666666666663,1
243.94607357889316,243.5533333333333,1
243.94971645322295,243.59666666666664,0
243.95254440031627,243.63333333333333,0
243.95403771186488,243.67,0
243.76171689983872,243.61999999999995,0
243.7060902707865,243.58,1
243.698528254014,243.54,1
243.69464949960042,243.50666666666663,1
243.69556811899145,243.48,0
243.6946432840854,243.45,1
243.6984073436652,243.38,1
243.7259243286216,243.50333333333336,0
243.7312905349166,243.55000000000007,0
243.7346132963731,243.59000000000003,0
243.737591523634,243.63,0
243.73923362002532,243.69666666666672,1
243.73855785550563,243.7433333333333,1
243.74056688508657,243.83666666666664,1
243.7415564321067,243.87,1
243.74399836560193,243.9,0
243.74694381828903,243.92,0
243.7474027053993,243.95666666666665,1
243.74785702646872,243.98333333333332,0
243.74777900989318,244.00666666666663,0
243.6785659452428,243.9966666666666,1
243.67710871712399,243.9633333333333,0
243.6769298924438,243.94666666666663,0
243.67774787198908,243.91333333333333,0
243.67886918432689,243.89,1
243.6811301001497,243.86666666666665,0
243.6817505506377,243.85,0
243.54160063129586,243.33666666666667,0
243.5414856496717,243.31666666666663,0
243.5414856496717,243.31666666666663,1
243.5500049294603,243.2866666666666,0
243.55243183340087,243.27999999999997,0
243.55383956416782,243.26999999999995,1
243.55554475955554,243.26,1
243.56084100623642,243.25,0
243.5690480145738,243.27666666666667,1
243.57427050970742,243.29333333333332,1
243.58158682541253,243.31,1
243.64007765481801,243.5533333333333,1
243.6628061645771,243.67333333333332,0
243.6707037612065,243.72666666666672,1
243.67737201396287,243.76333333333335,1
243.69757533526607,243.85666666666668,0
243.70627773081958,243.9,1
