ema50_previous,stoch_rsi_14_previous,class
243.05081734269802,83.93754063278692,1
243.0801567765349,100.0,1
243.09723482203853,95.6193041181328,0
243.12724866225426,100.0,1
243.156699094496,100.0,1
243.1810730391989,91.26723929384715,0
243.2141750962919,100.0,0
243.2414438595034,91.04485588976624,0
243.26764325945183,91.04485588976627,0
243.28766645258773,80.65900828262838,1
243.2920716897411,47.10473139803854,1
243.30490584953125,21.14328396361089,1
243.3507402272872,37.71240329969313,0
243.37771325986583,0.0,1
243.38922113110297,30.89166434935492,1
243.38825726589275,0.0,1
243.39263933389682,19.99722085346585,1
243.40653350945578,52.247124095496886,1
243.42564520011646,65.41630055570515,0
243.44915619207558,77.31529121644729,1
243.46144762562298,42.492268864146226,0
243.477792216164,73.85038129375035,1
243.49349584237004,73.85038129375035,0
243.52442472476272,0.0,0
243.51255442376754,24.28660159413655,1
243.51574372563167,59.07453707633842,0
243.52518394693396,81.57748574983876,1
243.5545785459897,100.0,1
243.56219727325947,43.946570765172176,0
243.5552229905087,21.344353790494136,1
243.55697895166531,85.1606708297445,1
243.55474448297244,47.872566859533435,1
243.5598271723899,100.0,0
244.13457566301184,70.48002307213666,1
244.18102591608482,51.17347630761283,0
244.24318168121968,60.38213367781202,0
244.49865839231296,35.33658083910636,0
244.55473397200885,56.738923307686385,1
244.6246263992505,9.551159609367305,1
244.65700775575604,27.14521603864653,1
244.8000337612191,100.0,0
246.11119101088147,0.0,0
246.1010535779913,28.756051257656274,0
246.00222037498435,100.0,0
246.0194204556496,96.13692187877035,0
246.02153319613763,84.15408982058239,1
246.06322380568764,100.0,1
246.08648833757584,100.0,0
246.10699971877625,100.0,1
246.20774843612026,100.0,1
246.2252391078703,31.103224557005788,0
246.2333196869252,45.14023347990386,1
246.23139942716784,0.0,0
243.48892970336541,78.71121629459716,0
243.46644913507347,2.7141294901922466,1
243.45194484822804,2.7141294901922466,0
243.4249696349054,24.515437246073876,0
243.4193215270121,46.63159785095691,0
243.4213413881039,62.11121912149045,0
243.41068678503564,16.70862091603072,1
243.40829314679337,59.7656923986028,0
243.36018757137555,3.608995139268009,1
243.3540655555481,83.94939056617491,0
243.3612556220941,83.94939056617491,1
243.3712317520857,83.94939056617491,0
243.38719265139287,100.0,0
243.41503967685944,100.0,1
243.4226666918136,48.37268506164109,0
243.4436001301281,90.97026693738823,1
243.45464230130239,60.409908302721284,0
243.47824336277438,96.68050150455852,0
243.4535383943004,54.67971582219765,0
243.4738747829836,99.72813516405235,0
243.4928000608603,99.72813516405235,0
243.5033799701416,87.71818431464987,0
243.50386102766103,61.85059786979043,1
243.5082447888069,74.8558425022343,0
243.5177064639288,74.8558425022343,1
243.52154726678987,74.8558425022343,1
243.53038622929424,88.80712605132376,0
243.54280013444543,100.0,0
243.55141925652737,84.38039864214826,1
243.55970037382176,64.67527056395471,0
243.56765674141843,64.67527056395471,0
243.57468748923145,59.37525096117794,0
243.57729558812068,4.7328939332397075,1
243.4786918402208,91.20842341977463,1
243.4807546650657,100.0,0
243.38654096331402,100.0,1
243.4136662072789,88.98375557720291,0
243.46363079689957,97.33353953636237,0
243.52131994420768,99.9887940515733,1
243.67285872345792,100.0,1
243.72565081729766,95.14327495117088,0
243.76031268948935,87.29779602613846,0
243.7936152725756,87.29779602613846,0
243.4785969895356,87.31825139682074,0
243.45285561946952,73.55320541789546,1
243.4577724455459,84.7822423933027,1
243.45673407018205,45.24559670624518,1
243.46750112130297,100.0,0
243.49598663110697,100.0,1
243.5502679699613,88.89314561000013,1
243.72280836140885,83.20548203416988,0
243.76641211403037,83.20548203416988,0
243.8031571362052,73.46664913090882,0
243.82939082912742,46.57993017179693,0
243.85398214441014,46.57993017179693,1
243.87736915796813,12.782206237349241,1
243.90048910839386,28.03718340851975,1
243.913461844291,28.03718340851975,1
243.9228578186069,28.03718340851975,0
243.93519328660145,41.98050090227376,0
243.95342100085227,54.74475354537572,1
243.96124994942073,19.791215705546048,0
243.96570385355844,24.603018275446768,0
243.78249283555442,65.86169952882888,1
243.7881330243901,96.99007430814251,0
243.79681520218614,100.0,0
243.8000081230579,91.67590488561798,0
243.8051565838701,99.07300654103969,1
243.81255756573015,99.07300654103969,0
243.82358988163492,100.0,0
243.3362586496526,95.0612461296213,0
243.32422517571862,100.0,0
243.32422517571862,100.0,1
243.35205431816294,100.0,0
243.36140400928653,85.75895175068598,0
243.3716142565921,84.34089184237841,1
243.3768889280473,75.26046225985358,1
243.38257035500945,75.26046225985358,0
243.41963891186245,77.52234619578424,1
243.4409310230653,89.02189991712179,1
243.4659233235105,99.60371264094181,1
243.69113701774154,90.92470966997251,1
243.77663953392852,42.05776173905254,0
243.8156778387047,42.05776173905257,1
243.83835249684574,5.4375782736624965,1
243.8936252381765,41.903373211795305,0
243.91716470418132,11.12594936770667,1
