ema200_previous,adi14_current,class
243.18028035080428,28.5086304682157,1
243.1885337173301,28.138500306321486,1
243.1933459797288,28.889236045258755,0
243.2010954335464,29.839196304385656,1
243.209079250263,30.1271380224288,1
243.21583286519532,30.39451247489746,0
243.2251322735149,30.64278875218976,0
243.2328769176945,29.654132731555194,0
243.24054450073783,28.736094998108808,0
243.24714076454683,26.808864225706376,1
243.25021911142517,25.01929279418984,1
243.2582121099501,23.82751702419544,1
243.27440708951042,24.669145416417518,0
243.2898420512497,21.868108022296845,1
243.2985633976934,18.93572576097408,1
243.30382540270813,16.909175483037668,1
243.307490484158,16.71153528419644,1
243.31357635472497,17.33874074742247,1
243.32044095829545,18.274806785425397,0
243.32760933844415,18.521745256582424,1
243.3325606057296,18.167628804815713,0
243.33861336749587,17.838806385318048,1
243.34476163872287,16.68817326665854,0
243.3645936479768,14.074892976867886,0
243.36708943313937,11.723718980900257,1
243.36950207796414,11.781263603796566,0
243.37304147719482,12.217731914307196,1
243.3858355976397,12.321318526539313,1
243.40058643874156,9.841398879857568,0
243.40151501920658,9.479940862592802,1
243.40442440981647,9.669916171077269,1
243.40646556233645,9.846321814669997,1
243.41063219057838,10.01012705514896,0
243.61502808479324,36.066683634769795,1
243.63323011555946,35.901222962108825,0
243.6555426029863,35.747580908923624,0
243.7669883818001,30.407514357618858,0
243.78647319094304,29.630795677328607,1
243.81569136677163,27.828190657430497,1
243.83102294148858,27.49926336354553,1
243.89069443206319,28.178075905958515,0
245.16937120108838,20.97154111331691,0
245.221268953558,22.22618143909097,0
245.3142976184791,21.022582531595226,0
245.3294006245415,20.640385946514307,0
245.3628215401603,18.443075284331172,1
245.4044781685112,18.029949940459744,1
245.4212968492035,17.77453904853629,0
245.43794817983886,17.75913036032934,1
245.50779196801182,18.89200066982739,1
245.5331418154762,16.85596897350981,0
245.54581640464676,16.43903175848917,1
245.55606335685874,16.289187371129106,0
244.84953514904828,26.36142655977246,0
244.79956980428062,23.5180218814308,1
244.77997663331814,22.27543432637408,0
244.7292339831289,18.921429054368936,0
244.7143552881337,18.61680868381536,0
244.68815692543944,17.202181312156945,0
244.67238046061885,16.52774150659339,1
244.6596854409755,15.901475972855765,0
244.5701668429261,16.360571372737304,1
244.54258095555105,14.799968119111641,0
244.53071026543304,14.428757218865249,1
244.51864621974252,14.084061382922178,0
244.5076972391832,14.132824171475525,0
244.49754075668758,13.34574201489194,1
244.4845002590923,12.614880012350055,0
244.4755090079956,11.936222438561153,1
244.46430570044043,12.060965966298456,0
244.4571333588858,11.728211985074987,0
244.34275097974185,10.551203324066408,0
244.33517016923562,11.592449135621324,0
244.3276647896797,12.559320246350902,0
244.31939480158763,12.074671102857986,0
244.30874984434516,11.624639755328849,1
244.2998287757349,11.206753504051797,0
244.2824062421525,10.894874503855425,1
244.2735915629912,10.965592863192587,1
244.2653924091177,11.471529205555123,0
244.25795839184812,11.941327237748927,0
244.24960332002442,12.816823244868123,1
244.2416428551354,13.6297838229074,0
244.2336058629061,15.187370909879636,0
244.22533736885697,16.633701776353846,0
244.206912047493,17.047087438593024,1
244.03533324343348,13.647362654291616,1
244.02673608962624,12.703805468948413,0
243.91534511552524,19.612686809556244,1
243.9138514134928,21.5913002090508,0
243.9176591704376,23.42858408001002,0
243.92357482495086,24.812100966834027,1
243.93922171625272,29.967589134721035,1
243.94607357889316,31.34619330779241,0
243.94971645322295,32.62632575421583,0
243.95254440031627,32.74811854588482,0
243.76985276004143,19.198150644333147,0
243.71240866033918,14.166002276412605,1
243.7060902707865,13.786046332060563,1
243.698528254014,12.916829735310724,1
243.69464949960042,13.554546592099767,0
243.69556811899145,14.14671224483238,1
243.6937768964984,16.677219901394473,1
243.71981376774227,24.034625244078974,0
243.7259243286216,24.433777777973873,0
243.7312905349166,24.80441941659055,0
243.7346132963731,24.33503920954046,0
243.737591523634,23.89918616013681,1
243.73923362002532,23.085019319478427,1
243.73956739287001,22.225102817930544,1
243.74056688508657,21.386482110013713,1
243.7415564321067,21.2785551900486,0
243.74399836560193,21.178337335795323,0
243.74694381828903,20.594244309146546,1
243.7474027053993,19.582386587333122,0
243.74785702646872,18.642804417077798,0
243.68039544231635,25.380583426642843,1
243.67659891617447,22.66283896773444,0
243.67710871712399,21.318524807058505,0
243.6769298924438,20.07023308643088,0
243.67774787198908,18.85586140719128,1
243.67886918432689,17.7821959635366,0
243.6811301001497,16.7852209087144,0
243.5457242263327,28.047482860480557,0
243.5421211103425,25.182504638209327,0
243.5421211103425,25.182504638209327,1
243.54739633339383,22.225217024745675,0
243.5500049294603,21.40025334139247,0
243.55243183340087,20.250489922857888,1
243.55383956416782,19.182852462790045,1
243.55554475955554,18.512652009814406,0
243.5647780571777,18.068313226042694,1
243.5690480145738,17.981200619141127,1
243.57427050970742,18.19813323954607,1
243.6285425804848,25.539220006270078,1
243.65134221634617,26.142946115175576,0
243.6628061645771,26.186910541257912,1
243.6707037612065,25.63961220031826,1
243.68957198410823,26.037022757697468,0
243.69757533526607,25.60473829445279,1
