rsi14_current,stoch_rsi_14_previous,class
-3.07777613282434,83.93754063278692,1
18.323516316432414,100.0,1
24.76988694583753,95.6193041181328,0
24.76988694583753,100.0,1
20.836230548135052,100.0,1
25.061974356347164,91.26723929384715,0
21.160900258450692,100.0,0
21.160900258450692,91.04485588976624,0
16.63657763603696,91.04485588976627,0
2.0195353174736543,80.65900828262838,1
2.0195353174736543,47.10473139803854,1
22.12965611870645,21.14328396361089,1
13.686773613094175,37.71240329969313,0
1.3427049995352152,0.0,1
-3.6859918027169267,30.89166434935492,1
1.4764203268832716,0.0,1
9.801941802845704,19.99722085346585,1
13.201650031964023,52.247124095496886,1
16.27345156714425,65.41630055570515,0
7.283662721075642,77.31529121644729,1
11.054133230035717,42.492268864146226,0
11.054133230035717,73.85038129375035,1
5.935654388105847,73.85038129375035,0
1.76575572470405,0.0,0
-1.8018360413373105,24.28660159413655,1
3.879108784747871,59.07453707633842,0
3.879108784747871,81.57748574983876,1
9.435306228375024,100.0,1
-11.488438602341231,43.946570765172176,0
6.330362858200773,21.344353790494136,1
-1.4717048687384278,85.1606708297445,1
11.475843209984506,47.872566859533435,1
11.475843209984506,100.0,0
13.221505730246008,70.48002307213666,1
18.43960836214133,51.17347630761283,0
14.619784268185626,60.38213367781202,0
17.25881243782385,35.33658083910636,0
10.650078584996491,56.738923307686385,1
8.048925420453926,9.551159609367305,1
12.025095026541125,27.14521603864653,1
11.466792555441446,100.0,0
-8.595708787446156,0.0,0
4.854947767465474,28.756051257656274,0
9.801070102429053,100.0,0
0.6256447028448521,96.13692187877035,0
4.065011038020131,84.15408982058239,1
14.416792227493048,100.0,1
14.416792227493048,100.0,0
7.3801490969159715,100.0,1
5.5513746497732095,100.0,1
5.405951629219104,31.103224557005788,0
-2.5038297766230784,45.14023347990386,1
-6.762942841306739,0.0,0
-0.7452288576979242,78.71121629459716,0
-5.600105261462119,2.7141294901922466,1
-0.9379299938098312,2.7141294901922466,0
3.306361955186631,24.515437246073876,0
10.72061193101186,46.63159785095691,0
-2.762020923949265,62.11121912149045,0
5.9699577150342416,16.70862091603072,1
1.5142577916579825,59.7656923986028,0
-6.499480834976198,3.608995139268009,1
6.856219078603374,83.94939056617491,0
6.856219078603374,83.94939056617491,1
10.721733542434123,83.94939056617491,0
14.178119011846904,100.0,0
-0.03684619839033587,100.0,1
11.691889745498088,48.37268506164109,0
3.2774596066687,90.97026693738823,1
13.264134705584324,60.409908302721284,0
1.7548280784019423,96.68050150455852,0
13.165260463896034,54.67971582219765,0
13.165260463896034,99.72813516405235,0
8.797373830786142,99.72813516405235,0
-0.6103819943709112,87.71818431464987,0
4.04546886116195,61.85059786979043,1
4.04546886116195,74.8558425022343,0
4.04546886116195,74.8558425022343,1
9.105602555029165,74.8558425022343,1
13.440854767851606,88.80712605132376,0
7.7325750963479996,100.0,0
7.7325750963479996,84.38039864214826,1
7.7325750963479996,64.67527056395471,0
7.7325750963479996,64.67527056395471,0
0.05464813789346579,59.37525096117794,0
0.05464813789346579,4.7328939332397075,1
4.479630263448527,91.20842341977463,1
4.479630263448527,100.0,0
14.870054547444001,100.0,1
21.847498941927253,88.98375557720291,0
24.066345659842824,97.33353953636237,0
17.700497658232212,99.9887940515733,1
20.89329138579868,100.0,1
14.265025644511836,95.14327495117088,0
14.265025644511836,87.29779602613846,0
11.702619164645784,87.29779602613846,0
1.825131487120018,87.31825139682074,0
2.909462573438901,73.55320541789546,1
-0.23818501028578964,84.7822423933027,1
8.252658882880041,45.24559670624518,1
16.40549302351181,100.0,0
11.147687979269406,100.0,1
17.631652586163014,88.89314561000013,1
19.886834504894253,83.20548203416988,0
17.170004990813286,83.20548203416988,0
11.31837219125427,73.46664913090882,0
11.31837219125427,46.57993017179693,0
7.925117668432094,46.57993017179693,1
0.6165694654325762,12.782206237349241,1
7.332991651174751,28.03718340851975,1
7.332991651174751,28.03718340851975,1
10.673170498435098,28.03718340851975,0
13.73089952875192,41.98050090227376,0
5.357636294818363,54.74475354537572,1
5.357636294818363,19.791215705546048,0
0.5021345378634976,24.603018275446768,0
-1.2465530181078464,65.86169952882888,1
9.36253235347283,96.99007430814251,0
3.7889043781124334,100.0,0
8.74183825941924,91.67590488561798,0
8.74183825941924,99.07300654103969,1
13.303380404559007,99.07300654103969,0
7.3500977142805075,100.0,0
-5.6544587383857134,95.0612461296213,0
5.39683666694232,100.0,0
5.39683666694232,100.0,1
11.949982401766976,100.0,0
11.949982401766976,85.75895175068598,0
8.08071200286345,84.34089184237841,1
8.08071200286345,75.26046225985358,1
16.973085572976288,75.26046225985358,0
15.957350925430362,77.52234619578424,1
18.526293204782466,89.02189991712179,1
22.92664811164725,99.60371264094181,1
19.36181058648505,90.92470966997251,1
19.36181058648505,42.05776173905254,0
9.53922653204694,42.05776173905257,1
6.013170717632249,5.4375782736624965,1
9.22750320370183,41.903373211795305,0
9.22750320370183,11.12594936770667,1
