ema50_current,ema200_previous,class
243.04244851562999,243.18028035080428,1
243.09723482203853,243.1885337173301,1
243.12724866225426,243.1933459797288,0
243.156699094496,243.2010954335464,1
243.1810730391989,243.209079250263,1
243.2141750962919,243.21583286519532,0
243.2414438595034,243.2251322735149,0
243.26764325945183,243.2328769176945,0
243.28766645258773,243.24054450073783,0
243.2920716897411,243.24714076454683,1
243.29630417249646,243.25021911142517,1
243.3358460758752,243.2582121099501,1
243.36835825758973,243.27440708951042,0
243.3818952129344,243.2898420512497,1
243.3884166211081,243.2985633976934,1
243.39263933389682,243.30382540270813,1
243.40653350945578,243.307490484158,1
243.42564520011646,243.31357635472497,1
243.44915619207558,243.32044095829545,0
243.46144762562298,243.32760933844415,1
243.477792216164,243.3325606057296,0
243.49349584237004,243.33861336749587,1
243.50588928220586,243.34476163872287,0
243.53107009325439,243.3645936479768,0
243.51574372563167,243.36708943313937,1
243.52518394693396,243.36950207796414,0
243.53548117421505,243.37304147719482,1
243.56641740178765,243.3858355976397,1
243.5552229905087,243.40058643874156,0
243.55697895166531,243.40151501920658,1
243.55474448297244,243.40442440981647,1
243.5598271723899,243.40646556233645,1
243.5647105406536,243.41063219057838,0
244.18102591608482,243.61502808479324,1
244.24318168121968,243.63323011555946,0
244.29321601201,243.6555426029863,0
244.55473397200885,243.7669883818001,0
244.59500498737748,243.78647319094304,1
244.65700775575604,243.81569136677163,1
244.69964402460653,243.83102294148858,1
244.8391419196336,243.89069443206319,0
246.10498976297816,245.16937120108838,0
246.1106962145661,245.221268953558,0
246.0194204556496,245.3142976184791,0
246.0223405013616,245.3294006245415,0
246.03074637938067,245.3628215401603,1
246.08648833757584,245.4044781685112,1
246.10699971877625,245.4212968492035,0
246.11702277872755,245.43794817983886,1
246.21835573997515,245.50779196801182,1
246.2333196869252,245.5331418154762,0
246.23139942716784,245.54581640464676,1
246.2274737191914,245.55606335685874,0
243.47562457812992,244.84953514904828,0
243.45194484822804,244.79956980428062,1
243.44254453094032,244.77997663331814,0
243.4193215270121,244.7292339831289,0
243.4223516561689,244.7143552881337,0
243.41068678503564,244.68815692543944,0
243.40829314679337,244.67238046061885,1
243.40391262419402,244.6596854409755,0
243.35169122077892,244.5701668429261,1
243.3612556220941,244.54258095555105,0
243.3712317520857,244.53071026543304,1
243.38719265139287,244.51864621974252,0
243.41503967685944,244.5076972391832,0
243.4226666918136,244.49754075668758,1
243.4436001301281,244.4845002590923,0
243.45464230130239,244.4755090079956,1
243.47824336277438,244.46430570044043,0
243.48731337043762,244.4571333588858,0
243.4738747829836,244.34275097974185,0
243.4928000608603,244.33517016923562,0
243.5033799701416,244.3276647896797,0
243.50386102766103,244.31939480158763,0
243.5082447888069,244.30874984434516,1
243.5130702431192,244.2998287757349,0
243.52154726678987,244.2824062421525,1
243.53038622929424,244.2735915629912,1
243.54280013444543,244.2653924091177,0
243.55141925652737,244.25795839184812,0
243.55970037382176,244.24960332002442,1
243.56765674141843,244.2416428551354,0
243.57468748923145,244.2336058629061,0
243.5744529259767,244.22533736885697,0
243.580026773318,244.206912047493,1
243.4807546650657,244.03533324343348,1
243.48089577871468,244.02673608962624,0
243.4136662072789,243.91534511552524,1
243.46363079689957,243.9138514134928,0
243.52131994420768,243.9176591704376,0
243.56314125002723,243.92357482495086,1
243.72565081729766,243.93922171625272,1
243.76031268948935,243.94607357889316,0
243.7936152725756,243.94971645322295,0
243.82169030338383,243.95254440031627,0
243.47943632327932,243.76985276004143,0
243.4577724455459,243.71240866033918,1
243.45673407018205,243.7060902707865,1
243.46750112130297,243.698528254014,1
243.49598663110697,243.69464949960042,0
243.51489831947208,243.69556811899145,1
243.58457806898528,243.6937768964984,1
243.76641211403037,243.71981376774227,0
243.8031571362052,243.7259243286216,0
243.82939082912742,243.7312905349166,0
243.85398214441014,243.7346132963731,0
243.87736915796813,243.737591523634,1
243.8895414750127,243.73923362002532,1
243.913461844291,243.73956739287001,1
243.9228578186069,243.74056688508657,1
243.93519328660145,243.7415564321067,0
243.95342100085227,243.74399836560193,0
243.96124994942073,243.74694381828903,1
243.96570385355844,243.7474027053993,0
243.9666751315292,243.74785702646872,0
243.7866210868114,243.68039544231635,1
243.79681520218614,243.67659891617447,0
243.8000081230579,243.67710871712399,0
243.8051565838701,243.6769298924438,0
243.81255756573015,243.67774787198908,1
243.82358988163492,243.67886918432689,0
243.82904077833697,243.6811301001497,0
243.32024394552025,243.5457242263327,0
243.32228789451136,243.5421211103425,0
243.32228789451136,243.5421211103425,1
243.36140400928653,243.54739633339383,0
243.3716142565921,243.5500049294603,0
243.3768889280473,243.55243183340087,1
243.38257035500945,243.55383956416782,1
243.4034753190044,243.55554475955554,0
243.4409310230653,243.5647780571777,1
243.4659233235105,243.5690480145738,1
243.49961948710109,243.57427050970742,1
243.73536917847224,243.6285425804848,1
243.8156778387047,243.65134221634617,0
243.83835249684574,243.6628061645771,1
243.85560277871136,243.6707037612065,1
243.91716470418132,243.68957198410823,0
243.93916744850443,243.69757533526607,1
