sma200_previous,stochk_14_current,class
243.0835,55.55555555555623,1
243.101,75.04713423831045,1
243.1065,80.02450980392116,0
243.112,82.10784313725487,1
243.1185,85.60924369747927,1
243.1245,86.30952380952391,0
243.1325,88.09523809523813,0
243.139,87.91208791208794,0
243.1455,89.92673992674055,0
243.152,84.61538461538484,1
243.157,74.35897435897455,1
243.17,58.13908313908306,1
243.1845,68.18181818181891,0
243.2035,47.222222222223365,1
243.215,37.50000000000088,1
243.22550000000004,37.50000000000088,1
243.231,33.333333333334515,1
243.238,45.83333333333361,1
243.2445,62.500000000000284,0
243.249,75.00000000000058,1
243.253,75.00000000000058,0
243.2575,70.83333333333421,1
243.2625,70.83333333333421,0
243.2855,16.6666666666659,0
243.2935,31.48148148148163,1
243.297,29.62962962962989,0
243.301,49.735449735449656,1
243.3175,85.71428571428288,1
243.3445,33.333333333334735,0
243.3475,34.92063492063627,1
243.3505,42.06349206349282,1
243.354,44.44444444444502,1
243.358,61.111111111110056,0
243.5165,47.91666666666654,1
243.5275,44.27083333333314,0
243.5395,43.74999999999983,0
243.5915,32.555018786902735,0
243.5955,45.005611672278064,1
243.5995,59.44055944055873,1
243.6045,62.820512820511986,1
243.6315,81.1463046757168,0
244.579,26.666666666666387,0
244.6355,8.88888888888836,0
244.771,54.761904761904546,0
244.78800000000004,70.89947089947083,0
244.8385,61.904761904761756,1
244.89,73.01587301587256,1
244.909,79.36507936507894,0
244.928,85.71428571428531,1
245.0005,82.664995822891,1
245.0285,58.333333333333705,0
245.0415,49.99999999999997,1
245.0535,42.42424242424193,0
245.218,66.66666666666761,0
245.1855,62.247474747475366,1
245.17050000000003,51.13636363636466,0
245.13500000000005,45.83333333333361,0
245.1265,45.83333333333361,0
245.11,54.166666666666366,0
245.10050000000004,50.0,1
245.094,54.166666666666366,0
245.0415,46.6666666666659,1
245.024,56.66666666666533,0
245.016,66.66666666666477,1
245.007,79.99999999999828,0
244.998,83.33333333333142,0
244.98800000000003,86.66666666666458,1
244.978,83.33333333333144,0
244.971,86.66666666666553,1
244.963,79.74358974358908,0
244.958,84.61538461538456,0
244.8935,36.3636363636362,0
244.8865,54.54545454545517,0
244.8795,66.66666666666752,0
244.873,75.757575757577,0
244.865,63.63636363636465,1
244.859,54.54545454545517,0
244.8475,51.51515151515144,1
244.841,48.48484848484856,1
244.833,48.48484848484856,0
244.824,56.666666666667226,0
244.815,61.515151515151814,1
244.807,57.61904761904742,0
244.7985,43.80952380952266,0
244.789,38.095238095236546,0
244.7695,36.507936507934886,1
244.5765,66.66666666666802,1
244.566,76.19047619047716,0
244.455,42.31884057970973,1
244.4475,51.7632850241545,0
244.44100000000003,71.20772946859908,0
244.435,68.88888888888879,1
244.4175,72.22222222222223,1
244.412,77.7777777777778,0
244.406,79.99999999999993,0
244.3975,75.55555555555544,0
244.1475,71.75925925925921,0
244.0465,68.68945868945805,1
244.033,66.83760683760579,1
244.0185,54.456654456653865,1
244.00600000000003,54.68975468975446,0
243.996,62.77056277056304,1
243.9705,69.1142191142188,1
243.949,77.1929824561402,0
243.9405,78.94736842105239,0
243.933,75.43859649122804,0
243.92550000000003,68.73065015479894,0
243.917,62.919246646027176,1
243.9075,50.26260504201707,1
243.88550000000004,34.98168498168489,1
243.874,35.89743589743573,1
243.8625,32.30769230769172,0
243.8525,32.82051282051253,0
243.841,36.66666666666652,1
243.82800000000003,38.33333333333298,0
243.815,29.166666666665826,0
243.68,20.00000000000044,1
243.6665,47.22222222222239,0
243.661,62.777777777778084,0
243.6565,76.1111111111116,0
243.652,83.33333333333431,1
243.6485,83.93939393939486,0
243.6455,87.272727272728,0
243.5275,62.35294117647146,0
243.5315,69.49494949494998,0
243.5315,69.49494949494998,1
243.541,80.21978021978012,0
243.5445,85.71428571428595,0
243.5475,85.71428571428595,1
243.5505,76.19047619047636,1
243.5545,71.42857142857117,0
243.5655,76.6233766233772,1
243.5685,80.08658008658112,1
243.5715,81.81818181818281,1
243.5975,64.10256410256358,1
243.609,56.410256410255954,0
243.61550000000003,48.71794871794831,1
243.6205,43.16239316239307,1
243.6315,37.37373737373759,0
243.6345,38.38383838383855,1
