sma20_previous,sma100_previous,class
242.89,243.301,1
242.925,243.291,1
242.94,243.296,0
242.965,243.302,1
243.01000000000005,243.308,1
243.045,243.312,0
243.09,243.31600000000003,0
243.13,243.318,0
243.175,243.32100000000003,0
243.23,243.323,1
243.28,243.32000000000005,1
243.345,243.31400000000005,1
243.455,243.31900000000005,0
243.59,243.31800000000004,1
243.65,243.32,1
243.635,243.322,1
243.635,243.324,1
243.63,243.32800000000003,1
243.63,243.33300000000003,0
243.64,243.341,1
243.63,243.34600000000003,0
243.63,243.34900000000002,1
243.63,243.353,0
243.615,243.36300000000003,0
243.58,243.36900000000003,1
243.58,243.372,0
243.58,243.375,1
243.61000000000004,243.377,1
243.50999999999996,243.38500000000008,0
243.49499999999995,243.38600000000002,1
243.49999999999997,243.38800000000003,1
243.5,243.389,1
243.51,243.392,0
244.235,243.551,1
244.305,243.568,0
244.39500000000004,243.59099999999995,0
245.085,243.72600000000003,0
245.21,243.75,1
245.40000000000003,243.792,1
245.4650000000001,243.81399999999996,1
245.33,243.89200000000002,0
246.36,245.59000000000003,0
246.335,245.627,0
246.05,245.679,0
246.04,245.68400000000003,0
245.925,245.703,1
245.94000000000003,245.748,1
245.965,245.768,0
245.99,245.786,1
246.08,245.854,1
246.14,245.881,0
246.195,245.893,1
246.245,245.90500000000003,0
243.215,244.915,0
243.26000000000005,244.831,1
243.27500000000003,244.799,0
243.345,244.701,0
243.385,244.67400000000006,0
243.445,244.62500000000003,0
243.445,244.59900000000005,1
243.45,244.57500000000005,0
243.445,244.41600000000003,1
243.46,244.38,0
243.47000000000003,244.365,1
243.46000000000004,244.344,0
243.48,244.317,0
243.505,244.292,1
243.51,244.267,0
243.525,244.247,1
243.53500000000003,244.223,0
243.555,244.201,0
243.48999999999995,243.917,0
243.52,243.892,0
243.545,243.866,0
243.55,243.84099999999998,0
243.545,243.815,1
243.545,243.791,0
243.5300000000001,243.75899999999996,1
243.53500000000008,243.743,1
243.53000000000003,243.72599999999997,0
243.54000000000005,243.711,0
243.53000000000003,243.69400000000002,1
243.535,243.681,0
243.545,243.667,0
243.555,243.654,0
243.59,243.631,1
243.45,243.414,1
243.44,243.406,0
243.295,243.421,1
243.335,243.42999999999995,0
243.4,243.44400000000002,0
243.485,243.457,1
243.67,243.505,1
243.74,243.525,0
243.795,243.543,0
243.84500000000003,243.56,0
243.51,243.529,0
243.17,243.518,1
243.205,243.51800000000003,1
243.215,243.51500000000004,1
243.235,243.51700000000002,0
243.285,243.52599999999998,1
243.49,243.54500000000004,1
243.74,243.581,0
243.805,243.589,0
243.86000000000004,243.59900000000002,0
243.90000000000003,243.604,0
243.95000000000005,243.611,1
243.99,243.614,1
244.07,243.625,1
244.105,243.63200000000003,1
244.14999999999995,243.641,0
244.19,243.65200000000004,0
244.23999999999995,243.664,1
244.265,243.67500000000004,0
244.27,243.683,0
243.79,243.66600000000003,1
243.74999999999997,243.66600000000003,0
243.735,243.66800000000003,0
243.715,243.67000000000004,0
243.695,243.67300000000003,1
243.67,243.676,0
243.66,243.68,0
243.09500000000003,243.64499999999995,0
243.08,243.657,0
243.08,243.657,1
243.14499999999992,243.62500000000003,0
243.19499999999996,243.618,0
243.23999999999995,243.61000000000004,1
243.29,243.59600000000003,1
243.32,243.584,0
243.39500000000004,243.571,1
243.425,243.56600000000003,1
243.485,243.569,1
243.835,243.63100000000003,1
243.97000000000003,243.669,0
244.04500000000007,243.687,1
244.08500000000004,243.705,1
244.19,243.733,0
244.225,243.74400000000009,1
