sma100_current,stochk_14_current,class
243.29500000000004,55.55555555555623,1
243.296,75.04713423831045,1
243.302,80.02450980392116,0
243.308,82.10784313725487,1
243.312,85.60924369747927,1
243.31600000000003,86.30952380952391,0
243.318,88.09523809523813,0
243.32100000000003,87.91208791208794,0
243.323,89.92673992674055,0
243.32000000000005,84.61538461538484,1
243.31700000000004,74.35897435897455,1
243.31800000000004,58.13908313908306,1
243.321,68.18181818181891,0
243.318,47.222222222223365,1
243.321,37.50000000000088,1
243.324,37.50000000000088,1
243.32800000000003,33.333333333334515,1
243.33300000000003,45.83333333333361,1
243.341,62.500000000000284,0
243.34600000000003,75.00000000000058,1
243.34900000000002,75.00000000000058,0
243.353,70.83333333333421,1
243.357,70.83333333333421,0
243.366,16.6666666666659,0
243.372,31.48148148148163,1
243.375,29.62962962962989,0
243.377,49.735449735449656,1
243.378,85.71428571428288,1
243.38600000000002,33.333333333334735,0
243.38800000000003,34.92063492063627,1
243.389,42.06349206349282,1
243.392,44.44444444444502,1
243.396,61.111111111110056,0
243.568,47.91666666666654,1
243.59099999999995,44.27083333333314,0
243.61299999999997,43.74999999999983,0
243.75,32.555018786902735,0
243.76999999999995,45.005611672278064,1
243.81399999999996,59.44055944055873,1
243.838,62.820512820511986,1
243.921,81.1463046757168,0
245.595,26.666666666666387,0
245.641,8.88888888888836,0
245.68400000000003,54.761904761904546,0
245.689,70.89947089947083,0
245.715,61.904761904761756,1
245.768,73.01587301587256,1
245.786,79.36507936507894,0
245.801,85.71428571428531,1
245.87,82.664995822891,1
245.893,58.333333333333705,0
245.90500000000003,49.99999999999997,1
245.915,42.42424242424193,0
244.886,66.66666666666761,0
244.799,62.247474747475366,1
244.766,51.13636363636466,0
244.67400000000006,45.83333333333361,0
244.6490000000001,45.83333333333361,0
244.59900000000005,54.166666666666366,0
244.57500000000005,50.0,1
244.548,54.166666666666366,0
244.396,46.6666666666659,1
244.365,56.66666666666533,0
244.344,66.66666666666477,1
244.317,79.99999999999828,0
244.292,83.33333333333142,0
244.267,86.66666666666458,1
244.247,83.33333333333144,0
244.223,86.66666666666553,1
244.201,79.74358974358908,0
244.176,84.61538461538456,0
243.892,36.3636363636362,0
243.866,54.54545454545517,0
243.84099999999998,66.66666666666752,0
243.815,75.757575757577,0
243.791,63.63636363636465,1
243.769,54.54545454545517,0
243.743,51.51515151515144,1
243.72599999999997,48.48484848484856,1
243.711,48.48484848484856,0
243.69400000000002,56.666666666667226,0
243.681,61.515151515151814,1
243.667,57.61904761904742,0
243.654,43.80952380952266,0
243.643,38.095238095236546,0
243.62099999999995,36.507936507934886,1
243.406,66.66666666666802,1
243.393,76.19047619047716,0
243.42999999999995,42.31884057970973,1
243.44400000000002,51.7632850241545,0
243.457,71.20772946859908,0
243.47100000000003,68.88888888888879,1
243.525,72.22222222222223,1
243.543,77.7777777777778,0
243.56,79.99999999999993,0
243.571,75.55555555555544,0
243.529,71.75925925925921,0
243.51800000000003,68.68945868945805,1
243.51500000000004,66.83760683760579,1
243.51700000000002,54.456654456653865,1
243.52599999999998,54.68975468975446,0
243.53200000000004,62.77056277056304,1
243.552,69.1142191142188,1
243.589,77.1929824561402,0
243.59900000000002,78.94736842105239,0
243.604,75.43859649122804,0
243.611,68.73065015479894,0
243.614,62.919246646027176,1
243.618,50.26260504201707,1
243.63200000000003,34.98168498168489,1
243.641,35.89743589743573,1
243.65200000000004,32.30769230769172,0
243.664,32.82051282051253,0
243.67500000000004,36.66666666666652,1
243.683,38.33333333333298,0
243.69,29.166666666665826,0
243.66600000000003,20.00000000000044,1
243.66800000000003,47.22222222222239,0
243.67000000000004,62.777777777778084,0
243.67300000000003,76.1111111111116,0
243.676,83.33333333333431,1
243.68,83.93939393939486,0
243.68400000000003,87.272727272728,0
243.65,62.35294117647146,0
243.647,69.49494949494998,0
243.647,69.49494949494998,1
243.618,80.21978021978012,0
243.61000000000004,85.71428571428595,0
243.59600000000003,85.71428571428595,1
243.584,76.19047619047636,1
243.578,71.42857142857117,0
243.56600000000003,76.6233766233772,1
243.569,80.08658008658112,1
243.576,81.81818181818281,1
243.646,64.10256410256358,1
243.687,56.410256410255954,0
243.705,48.71794871794831,1
243.718,43.16239316239307,1
243.74400000000009,37.37373737373759,0
243.7510000000001,38.38383838383855,1
