ema200_previous,wpr14_previous,class
243.18028035080428,-54.54545454545549,1
243.1885337173301,-12.500000000000892,1
243.1933459797288,-23.529411764705984,0
243.2010954335464,-5.8823529411760775,1
243.209079250263,-12.499999999999332,1
243.21583286519532,-21.428571428572152,0
243.2251322735149,-7.142857142856707,0
243.2328769176945,-14.285714285713414,0
243.24054450073783,-15.384615384614374,0
243.24714076454683,-23.07692307692375,1
243.25021911142517,-46.15384615384532,1
243.2582121099501,-41.66666666666706,1
243.27440708951042,-50.000000000002366,0
243.2898420512497,-74.99999999999824,1
243.2985633976934,-50.00000000000001,1
243.30382540270813,-74.99999999999824,1
243.307490484158,-62.49999999999911,1
243.31357635472497,-37.500000000000895,1
243.32044095829545,-24.99999999999823,0
243.32760933844415,-12.499999999999115,1
243.3325606057296,-37.500000000000895,0
243.33861336749587,-24.99999999999823,1
243.34476163872287,-24.99999999999823,0
243.3645936479768,-83.33333333333412,0
243.36708943313937,-77.77777777777601,1
243.36950207796414,-55.55555555555521,0
243.37304147719482,-44.4444444444448,1
243.3858355976397,-14.285714285717187,1
243.40058643874156,-57.14285714285656,0
243.40151501920658,-57.14285714285656,1
243.40442440981647,-33.333333333334906,1
243.40646556233645,-50.0,1
243.41063219057838,-16.666666666669823,0
243.61502808479324,-57.81250000000021,1
243.63323011555946,-59.375000000000135,0
243.6555426029863,-53.125000000000036,0
243.7669883818001,-59.2592592592593,0
243.78647319094304,-40.909090909091375,1
243.81569136677163,-55.555555555556076,1
243.83102294148858,-30.769230769231612,1
243.89069443206319,-11.76470588235235,0
245.16937120108838,-80.00000000000115,0
245.221268953558,-80.00000000000115,0
245.3142976184791,-5.5555555555552045,0
245.3294006245415,-23.80952380952355,0
245.3628215401603,-38.095238095238216,1
245.4044781685112,-14.285714285714672,1
245.4212968492035,-14.285714285714672,0
245.43794817983886,-14.285714285714672,1
245.50779196801182,-14.285714285713414,1
245.5331418154762,-58.33333333333294,0
245.54581640464676,-50.0,1
245.55606335685874,-66.66666666666825,0
244.84953514904828,-29.999999999998288,0
244.79956980428062,-54.54545454545431,1
244.77997663331814,-74.99999999999824,0
244.7292339831289,-62.49999999999911,0
244.7143552881337,-50.00000000000001,0
244.68815692543944,-37.500000000000895,0
244.67238046061885,-62.49999999999911,1
244.6596854409755,-37.500000000000895,0
244.5701668429261,-60.00000000000227,1
244.54258095555105,-20.0000000000017,0
244.53071026543304,-20.0000000000017,1
244.51864621974252,-20.0000000000017,0
244.5076972391832,-10.000000000002274,0
244.49754075668758,-0.0,1
244.4845002590923,-30.000000000001133,0
244.4755090079956,-0.0,1
244.46430570044043,-20.0000000000017,0
244.4571333588858,-15.384615384614714,0
244.34275097974185,-63.63636363636294,0
244.33517016923562,-27.272727272725863,0
244.3276647896797,-27.272727272725863,0
244.31939480158763,-36.36363636363706,0
244.30874984434516,-54.54545454545431,1
244.2998287757349,-45.45454545454569,0
244.2824062421525,-45.45454545454569,1
244.2735915629912,-45.45454545454569,1
244.2653924091177,-36.36363636363706,0
244.25795839184812,-27.272727272725863,0
244.24960332002442,-40.000000000000576,1
244.2416428551354,-40.000000000000576,0
244.2336058629061,-57.14285714285889,0
244.22533736885697,-57.14285714285889,0
244.206912047493,-66.66666666666825,1
244.03533324343348,-42.857142857141106,1
244.02673608962624,-28.57142857142741,0
243.91534511552524,-0.0,1
243.9138514134928,-30.43478260869539,0
243.9176591704376,-30.000000000000192,0
243.92357482495086,-23.333333333333908,1
243.93922171625272,-13.333333333333526,1
243.94607357889316,-19.999999999999808,0
243.94971645322295,-30.000000000000192,0
243.95254440031627,-30.000000000000192,0
243.76985276004143,-22.2222222222224,0
243.71240866033918,-33.333333333333336,1
243.7060902707865,-23.07692307692375,1
243.698528254014,-44.4444444444448,1
243.69464949960042,-14.285714285717187,0
243.69556811899145,-9.09090909090862,1
243.6937768964984,-16.66666666666785,1
243.71981376774227,-21.052631578947604,0
243.7259243286216,-21.052631578947604,0
243.7312905349166,-26.31578947368413,0
243.7346132963731,-36.84210526315718,0
243.737591523634,-41.1764705882349,1
243.73923362002532,-50.00000000000089,1
243.73956739287001,-61.53846153846187,1
243.74056688508657,-61.53846153846187,1
243.7415564321067,-61.53846153846187,0
243.74399836560193,-69.99999999999885,0
243.74694381828903,-59.999999999999424,1
243.7474027053993,-80.00000000000115,0
243.74785702646872,-75.00000000000179,0
243.68039544231635,-66.66666666666667,1
243.67659891617447,-41.66666666666706,0
243.67710871712399,-24.999999999998817,0
243.6769298924438,-19.999999999998863,0
243.67774787198908,-9.999999999999432,1
243.67886918432689,-9.999999999999432,0
243.6811301001497,-9.09090909090862,0
243.5457242263327,-33.333333333333336,0
243.5421211103425,-13.333333333332574,0
243.5421211103425,-13.333333333332574,1
243.54739633339383,-7.142857142856707,0
243.5500049294603,-21.428571428572152,0
243.55243183340087,-21.428571428572152,1
243.55383956416782,-28.57142857142886,1
243.55554475955554,-28.57142857142886,0
243.5647780571777,-28.57142857142741,1
243.5690480145738,-27.272727272725863,1
243.57427050970742,-18.18181818181724,1
243.6285425804848,-30.76923076923127,1
243.65134221634617,-50.00000000000055,0
243.6628061645771,-50.00000000000055,1
243.6707037612065,-61.538461538461455,1
243.68957198410823,-50.000000000000604,0
243.69757533526607,-68.18181818181765,1
