rsi14_previous,uosc_current,class
-18.500407777050388,21.73981761800549,1
22.277730058028173,25.79184034575511,1
18.323516316432432,27.410741074107047,0
24.76988694583753,25.458241947805533,1
24.76988694583753,22.059716360914866,1
20.836230548135052,22.53823196687541,0
25.061974356347164,17.008123195731017,0
21.160900258450692,18.001621612297242,0
21.160900258450692,21.294207393056475,0
16.63657763603696,18.823053158624145,1
2.0195353174736543,18.40018779047218,1
6.891463635604608,24.898530091291583,1
10.70939285789956,20.041599065123695,0
-3.2624860165443152,22.632547091945906,1
5.487411210615363,15.68505663134856,1
-3.6859918027169267,17.598505696236007,1
1.4764203268832716,25.244667205092536,1
9.80194180284569,25.249840853002485,1
13.201650031964023,24.48608887900327,0
16.27345156714425,20.68233353947642,1
7.283662721075642,23.03139518331161,0
11.054133230035717,25.313688402191204,1
11.054133230035717,27.7983641514426,0
-5.936793576603848,32.136985555576594,0
-17.166401136642552,31.831787260358386,1
-1.8018360413373105,33.67464714709917,0
3.879108784747871,30.50520907663741,1
9.435306228375024,27.385426892815772,1
-11.488438602341231,38.083953960731904,0
-11.488438602341231,45.29616724738735,1
6.330362858200742,38.155061019383176,1
-1.4717048687383991,41.79587880618865,1
11.475843209984506,42.747729538901595,0
15.14059670309007,11.016211916399515,1
13.221505730246008,10.700751923449292,0
18.43960836214133,11.397583103340258,0
14.34111631089749,25.58364296705452,0
17.25881243782385,26.44745501293643,1
5.905346588094147,20.504068649828078,1
8.048925420453926,20.10329201522816,1
18.768620519672453,16.042671807504803,0
-0.8428364144832301,18.091746962714303,0
0.911012377284422,13.347815385319764,0
12.641082726109602,25.024668661996568,0
9.801070102429053,22.66507885341846,0
0.9916716784941996,19.125336279995143,1
14.416792227493048,18.533360537814385,1
14.416792227493048,23.974840469084764,0
14.416792227493048,26.17734288287027,1
19.221440772531565,21.78115975099018,1
1.8709722321077609,21.20493225785105,0
5.405951629219104,22.597534560382535,1
-2.5038297766230784,17.862198395321165,0
-6.150531008400961,42.98227227399214,0
-5.600105261462119,40.04091994637346,1
-5.600105261462119,38.65157398992244,0
-1.1787977486342385,29.467876039305487,0
3.306361955186631,25.602943840185226,0
6.4456307818778384,31.432506261682025,0
-2.762020923949265,33.68136187095412,1
5.9699577150342416,33.28713458506989,0
-12.486775411882064,30.263857267044934,1
6.856219078603374,35.26533304614739,0
6.856219078603374,35.51621465746649,1
6.856219078603374,35.2383180954608,0
10.721733542434123,30.00099267330749,0
14.178119011846904,33.81157340985156,1
-0.03684619839033587,41.478646253021104,0
11.691889745498088,35.67655987503232,1
3.2774596066687,42.090403875300176,0
13.264134705584324,44.50969795231997,0
-2.718588666353128,24.090984102535906,0
13.165260463896034,23.367220712535282,0
13.165260463896034,22.030616651112343,0
8.797373830786142,20.930118181710338,0
-0.6103819943709112,23.598901098901,1
4.04546886116195,20.58849779661936,0
4.04546886116195,19.07207006191723,1
4.04546886116195,23.222917307625213,1
9.105602555029165,30.54741988643785,0
13.440854767851606,35.26624442880442,0
7.7325750963479996,35.5825206580791,1
7.7325750963479996,38.38355303274524,0
7.7325750963479996,40.77758625813279,0
7.7325750963479996,37.97508151814147,0
0.05464813789346579,39.402789901124265,1
-3.859525899504817,23.64773866535798,1
4.479630263448527,26.14139814600563,0
24.075709840091942,40.707841220730856,1
14.870054547444001,38.199920714206435,0
21.847498941927253,34.934560388860234,0
24.066345659842824,31.093998491570744,1
24.99650351135679,22.414338104076982,1
20.89329138579868,21.35090829231859,0
14.265025644511836,19.118047448054604,0
14.265025644511836,19.248889408464443,0
-0.5454863517553861,19.21139380253013,0
-3.324890305382766,46.43433231459743,1
2.909462573438901,56.2979917565609,1
-0.23818501028578964,56.73128261177804,1
8.252658882880041,56.45098948670705,0
16.40549302351181,43.778893660313855,1
14.214068076582675,27.796629444037556,1
19.886834504894253,21.582156528700303,0
19.886834504894253,24.40108987600564,0
17.170004990813286,21.897842594564352,0
11.31837219125427,23.470062016355136,0
11.31837219125427,22.459849038908096,1
7.925117668432094,17.539360562863887,1
7.332991651174751,21.363808605188233,1
7.332991651174751,21.907519585081612,1
7.332991651174751,22.359463608892398,0
10.673170498435098,21.19047920468336,0
13.730899528751936,22.151191698592022,1
5.357636294818363,28.53547406734099,0
5.357636294818363,26.705413759481825,0
-16.133402973734732,32.89703926646609,1
-1.2465530181078464,36.99339763163145,0
9.36253235347283,30.552163548508094,0
3.7889043781124334,27.50345713227412,0
8.74183825941924,25.68820737495389,1
8.74183825941924,25.71765347360269,0
13.303380404559007,23.572125142941925,0
-1.5354069851347134,31.488374427887784,0
8.92272293346524,28.90510468289171,0
8.92272293346524,28.90510468289171,1
18.62249972232605,20.766228061634067,0
11.949982401766976,21.60682454800091,0
11.949982401766976,20.9438278518816,1
8.08071200286345,22.39925482890425,1
8.08071200286345,30.2793265847447,0
13.165609045334008,27.290729283839113,1
15.957350925430362,31.71212972033501,1
18.526293204782466,33.113674577969014,1
32.469328302472526,25.780138262747503,1
19.36181058648505,23.77513642819716,0
19.36181058648505,21.334289747762075,1
9.53922653204694,18.502682733675357,1
18.119227408984532,17.408876232405245,0
9.22750320370183,19.015269484327774,1
