price_previous,ema10_previous,class
242.7,242.71412565586436,1
243.6,243.10379487591626,1
243.5,243.19277496110772,0
243.8,243.33424129512343,1
243.8,243.44716267918275,1
243.7,243.52137108432208,0
243.9,243.62409828516158,0
243.8,243.6871421966221,0
243.8,243.7330759820916,0
243.7,243.74682875538662,1
243.4,243.68094518336272,1
243.5,243.60163179988075,1
243.7,243.68057527488227,0
243.4,243.61577470198813,1
243.6,243.58592895177216,1
243.4,243.52446483548383,1
243.5,243.5200166835776,1
243.7,243.5442695279754,1
243.8,243.5935897757516,0
243.9,243.65212452393232,1
243.7,243.66365295426186,0
243.8,243.69973851948325,1
243.8,243.72643927452896,0
243.5,243.59084244749508,0
243.3,243.4495929163659,1
243.5,243.45028644571119,0
243.6,243.47468329362832,1
243.7,243.55561245998678,1
243.4,243.47623816563598,0
243.4,243.45672908434034,1
243.6,243.48277834173297,1
243.5,243.48026195569247,1
243.7,243.52021432738465,0
245.2,245.53321954948075,1
245.1,245.50810452669404,0
245.5,245.5659307410485,0
245.4,245.12991604518257,0
245.6,245.22668104841838,1
245.1,245.2078806496128,1
245.2,245.2036240059114,1
245.8,245.4310849109149,0
246.2,246.41865419052056,0
246.2,246.1997872983417,0
246.4,245.7362154839397,0
246.3,245.83872175958703,0
246.0,245.87685030515075,1
246.5,246.11325995708577,1
246.5,246.2231095049664,0
246.5,246.29604361787418,1
246.8,246.56493715452262,1
246.3,246.50711977555991,0
246.4,246.49611484768258,1
246.2,246.4338043895158,0
243.3,243.3711712438205,0
243.3,243.42963990254498,1
243.3,243.40324521285584,0
243.4,243.41424973454428,0
243.5,243.4354882885344,0
243.6,243.52246127515772,0
243.4,243.50019558876545,1
243.6,243.512694248719,0
243.2,243.39151836631362,1
243.6,243.40656829370056,0
243.6,243.4473852914805,1
243.6,243.4751334203021,0
243.7,243.52166584960904,0
243.8,243.57509585708831,1
243.5,243.5614420648904,0
243.8,243.6217590248139,1
243.6,243.6262742334359,0
243.9,243.69580914285018,0
243.4,243.34542740393653,0
243.8,243.4252531685399,0
243.8,243.49903655271262,0
243.7,243.54122295794483,0
243.5,243.53372787468217,1
243.6,243.55424874696445,0
243.6,243.5899098431678,1
243.6,243.6058634087236,1
243.7,243.63145054754384,0
243.8,243.67339109580487,0
243.7,243.67540528006856,1
243.7,243.6770532490116,0
243.7,243.6812253855549,0
243.7,243.69028654845218,0
243.6,243.66043975557545,1
243.4,243.3488013138351,1
243.5,243.37911578236424,0
244.4,243.31544699070977,1
244.0,243.45403016580346,0
244.5,243.68373967573535,0
244.7,243.90804745658886,1
245.0,244.35995771947742,1
244.8,244.48232238160404,0
244.5,244.5391886620677,0
244.5,244.58006802217602,0
243.4,243.21175779073772,0
243.3,243.3753495895052,1
243.5,243.39236570386976,1
243.4,243.3965775560289,1
243.7,243.46021666806632,0
244.1,243.59348370013961,1
244.1,243.77959338601846,1
244.6,244.30608611173585,0
244.6,244.3934105803183,0
244.5,244.435380861344,0
244.3,244.41641375591598,0
244.3,244.40654281174577,1
244.2,244.3831085648328,1
244.2,244.2876905629889,1
244.2,244.2660992276292,1
244.2,244.23713839633845,0
244.3,244.24009638387054,0
244.4,244.2635221719869,1
244.2,244.24350129121933,0
244.2,244.23276816722571,0
243.5,243.39169214832455,1
243.7,243.4992596959261,0
243.9,243.58341676266312,0
243.8,243.63409072635716,0
243.9,243.69655685860582,1
243.9,243.750489310581,0
244.0,243.8156214786961,0
243.2,243.0938628480981,0
243.5,243.17940070676468,0
243.5,243.17940070676468,1
243.9,243.48602225867037,0
243.7,243.54469389076928,0
243.7,243.59834555003025,1
243.6,243.60711775406742,1
243.6,243.61711881023328,0
243.8,243.71940587343246,1
243.9,243.76636016075832,1
244.0,243.8257829214331,1
245.1,244.4744783595258,1
244.6,244.5673149042939,0
244.6,244.59302423718844,1
244.3,244.55386609474056,1
244.7,244.5544923880077,0
244.4,244.53205045954988,1
