price_previous,ema20_current,class
242.7,242.80804232857471,1
243.6,243.02817124666146,1
243.5,243.10911759592483,0
243.8,243.18830584822425,1
243.8,243.24745301310742,1
243.7,243.32299027329418,0
243.9,243.3803219293884,0
243.8,243.43368119754837,0
243.8,243.47541036069975,0
243.7,243.4831061194764,1
243.4,243.48560563947842,1
243.5,243.56325338078815,1
243.7,243.62606399778667,0
243.4,243.6218565579633,1
243.6,243.60543272522187,1
243.4,243.57499767236592,1
243.5,243.58541488616103,1
243.7,243.60585156366957,1
243.8,243.6368412400411,0
243.9,243.63988082045898,1
243.7,243.65513026612962,0
243.8,243.668927383641,1
243.8,243.67188668043715,0
243.5,243.6073040003257,0
243.3,243.53263329922112,1
243.5,243.5390491754857,0
243.6,243.54782955549385,1
243.7,243.5846293632221,1
243.4,243.4824772213984,0
243.4,243.49515763676848,1
243.6,243.49561881421917,1
243.5,243.51805922863358,1
243.7,243.53836246072282,0
245.2,244.865743807797,1
245.1,244.9529290156389,0
245.5,245.0112754815163,0
245.4,245.25567103400329,0
245.6,245.29113600585944,1
245.1,245.30821094057927,1
245.2,245.30505059744948,1
245.8,245.3517326454736,0
246.2,246.35668006786668,0
246.2,246.28226323745014,0
246.4,245.91805783334868,0
246.3,245.91544746069675,0
246.0,245.90982252579633,1
246.5,246.04466204697792,1
246.5,246.09546641525884,0
246.5,246.11643357407087,1
246.8,246.32685978092744,1
246.3,246.3559530000833,0
246.4,246.35597803129951,1
246.2,246.34647686906655,0
243.3,243.3005158945725,0
243.3,243.3510051490398,1
243.3,243.360134634689,0
243.4,243.41386236904182,0
243.5,243.45450350009202,0
243.6,243.46588803621484,0
243.4,243.4801483739834,1
243.6,243.4835267748217,0
243.2,243.41758119532898,1
243.6,243.4576868138441,0
243.6,243.46826491104267,1
243.6,243.4962859986712,0
243.7,243.53264999060036,0
243.8,243.53102823747517,1
243.5,243.561107905178,0
243.8,243.56778745378688,1
243.6,243.6053778230587,0
243.9,243.60337787964505,0
243.4,243.47725870881715,0
243.8,243.51543482358952,0
243.8,243.53450022922726,0
243.7,243.52972672332132,0
243.5,243.53641941633828,1
243.6,243.54098694023128,0
243.6,243.55048787212868,1
243.6,243.56323935261327,1
243.7,243.5887635252758,0
243.8,243.5963819356714,0
243.7,243.60773809253936,1
243.7,243.61950048044707,0
243.7,243.63014264093502,0
243.7,243.63173522259427,0
243.6,243.6373136549837,1
243.4,243.3992271261044,1
243.5,243.4058490030877,0
244.4,243.3799187624617,1
244.0,243.50593417329483,0
244.5,243.64494681463356,0
244.7,243.73470987928033,1
245.0,244.05805512794174,1
244.8,244.11651058343682,0
244.5,244.16791108290508,0
244.5,244.20340471739672,0
243.4,243.30443871360828,0
243.3,243.30165569150776,1
243.5,243.3139973557042,1
243.4,243.35671059146011,1
243.7,243.4423777568309,0
244.1,243.50976514423428,1
244.1,243.70404274295217,1
244.6,244.06405391858522,0
244.6,244.12193806068558,0
244.5,244.15079849893291,0
244.3,244.179885863592,0
244.3,244.19370365394352,1
244.2,244.18567007542484,1
244.2,244.21079869360514,1
244.2,244.22316017469691,1
244.2,244.24238041160982,0
244.3,244.27226949887117,0
244.4,244.27282553840038,1
244.2,244.26737754262746,0
244.2,244.25441236386013,0
243.5,243.60600040182243,1
243.7,243.6309064056638,0
243.9,243.64105947834895,0
243.8,243.6597694012546,0
243.9,243.67520965695155,1
243.9,243.7031665309972,0
244.0,243.71744926629685,0
243.2,243.0698260548477,0
243.5,243.1383383351474,0
243.5,243.1383383351474,1
243.9,243.35168511790573,0
243.7,243.3982478919212,0
243.7,243.4323400762957,1
243.6,243.45723430681159,1
243.6,243.51279239616932,0
243.8,243.5914204416193,1
243.9,243.6481860179817,1
244.0,243.71710519823483,1
245.1,244.18370312764912,1
244.6,244.3003834654829,0
244.6,244.3122491032734,1
244.3,244.3134608707981,1
244.7,244.38292331426982,0
244.4,244.39198851423717,1
