sma30_current,rsi14_previous,class
243.04666666666665,-18.500407777050388,1
243.02,22.277730058028173,1
243.03333333333336,18.323516316432432,0
243.0533333333333,24.76988694583753,1
243.07333333333332,24.76988694583753,1
243.09333333333333,20.836230548135052,0
243.11,25.061974356347164,0
243.1266666666667,21.160900258450692,0
243.15,21.160900258450692,0
243.16666666666663,16.63657763603696,1
243.17666666666665,2.0195353174736543,1
243.21,6.891463635604608,1
243.2633333333333,10.70939285789956,0
243.31666666666663,-3.2624860165443152,1
243.38333333333333,5.487411210615363,1
243.42666666666665,-3.6859918027169267,1
243.46,1.4764203268832716,1
243.4933333333333,9.80194180284569,1
243.53333333333333,13.201650031964023,0
243.56666666666663,16.27345156714425,1
243.6033333333333,7.283662721075642,0
243.63333333333333,11.054133230035717,1
243.65666666666667,11.054133230035717,0
243.63666666666668,-5.936793576603848,0
243.58666666666667,-17.166401136642552,1
243.58333333333331,-1.8018360413373105,0
243.59000000000003,3.879108784747871,1
243.59333333333336,9.435306228375024,1
243.56333333333333,-11.488438602341231,0
243.57,-11.488438602341231,1
243.57,6.330362858200742,1
243.57,-1.4717048687383991,1
243.56666666666663,11.475843209984506,0
244.03333333333333,15.14059670309007,1
244.1,13.221505730246008,0
244.15666666666667,18.43960836214133,0
244.54666666666665,14.34111631089749,0
244.6,17.25881243782385,1
244.7,5.905346588094147,1
244.77666666666664,8.048925420453926,1
245.04333333333332,18.768620519672453,0
246.18666666666664,-0.8428364144832301,0
246.23666666666665,0.911012377284422,0
246.15,12.641082726109602,0
246.13333333333333,9.801070102429053,0
246.10333333333332,0.9916716784941996,1
246.0966666666667,14.416792227493048,1
246.11000000000004,14.416792227493048,0
246.10333333333332,14.416792227493048,1
246.10666666666665,19.221440772531565,1
246.11666666666667,1.8709722321077609,0
246.1233333333333,5.405951629219104,1
246.1266666666667,-2.5038297766230784,0
243.1133333333333,-6.150531008400961,0
243.17333333333332,-5.600105261462119,1
243.19333333333333,-5.600105261462119,0
243.25666666666663,-1.1787977486342385,0
243.28333333333333,3.306361955186631,0
243.31666666666663,6.4456307818778384,0
243.33333333333331,-2.762020923949265,1
243.33666666666667,5.9699577150342416,0
243.43,-12.486775411882064,1
243.44666666666672,6.856219078603374,0
243.45000000000007,6.856219078603374,1
243.46000000000004,6.856219078603374,0
243.4733333333334,10.721733542434123,0
243.47333333333336,14.178119011846904,1
243.48666666666668,-0.03684619839033587,0
243.49000000000007,11.691889745498088,1
243.51,3.2774596066687,0
243.52,13.264134705584324,0
243.50333333333333,-2.718588666353128,0
243.50666666666663,13.165260463896034,0
243.51,13.165260463896034,0
243.5133333333333,8.797373830786142,0
243.51333333333332,-0.6103819943709112,1
243.51666666666668,4.04546886116195,0
243.51666666666668,4.04546886116195,1
243.5333333333334,4.04546886116195,1
243.55000000000007,9.105602555029165,0
243.5666666666667,13.440854767851606,0
243.58,7.7325750963479996,1
243.58333333333331,7.7325750963479996,0
243.58666666666664,7.7325750963479996,0
243.58666666666664,7.7325750963479996,0
243.57666666666668,0.05464813789346579,1
243.51,-3.859525899504817,1
243.50333333333327,4.479630263448527,0
243.38,24.075709840091942,1
243.41,14.870054547444001,0
243.44666666666663,21.847498941927253,0
243.47333333333333,24.066345659842824,1
243.59666666666664,24.99650351135679,1
243.63333333333333,20.89329138579868,0
243.67,14.265025644511836,0
243.70666666666665,14.265025644511836,0
243.63,-0.5454863517553861,0
243.54,-3.324890305382766,1
243.50666666666663,2.909462573438901,1
243.48,-0.23818501028578964,1
243.45,8.252658882880041,0
243.42,16.40549302351181,1
243.3766666666667,14.214068076582675,1
243.55000000000007,19.886834504894253,0
243.59000000000003,19.886834504894253,0
243.63,17.170004990813286,0
243.69666666666672,11.31837219125427,0
243.7433333333333,11.31837219125427,1
243.79333333333332,7.925117668432094,1
243.87,7.332991651174751,1
243.9,7.332991651174751,1
243.92,7.332991651174751,0
243.95666666666665,10.673170498435098,0
243.98333333333332,13.730899528751936,1
244.00666666666663,5.357636294818363,0
244.03333333333333,5.357636294818363,0
243.9833333333333,-16.133402973734732,1
243.94666666666663,-1.2465530181078464,0
243.91333333333333,9.36253235347283,0
243.89,3.7889043781124334,0
243.86666666666665,8.74183825941924,1
243.85,8.74183825941924,0
243.83666666666664,13.303380404559007,0
243.32333333333332,-1.5354069851347134,0
243.30666666666667,8.92272293346524,0
243.30666666666667,8.92272293346524,1
243.27999999999997,18.62249972232605,0
243.26999999999995,11.949982401766976,0
243.26,11.949982401766976,1
243.25,8.08071200286345,1
243.26666666666668,8.08071200286345,0
243.29333333333332,13.165609045334008,1
243.31,15.957350925430362,1
243.34333333333333,18.526293204782466,1
243.62,32.469328302472526,1
243.72666666666672,19.36181058648505,0
243.76333333333335,19.36181058648505,1
243.79333333333335,9.53922653204694,1
243.9,18.119227408984532,0
243.94333333333333,9.22750320370183,1
