rsi14_previous,adi14_current,class
-18.500407777050388,28.5086304682157,1
22.277730058028173,28.138500306321486,1
18.323516316432432,28.889236045258755,0
24.76988694583753,29.839196304385656,1
24.76988694583753,30.1271380224288,1
20.836230548135052,30.39451247489746,0
25.061974356347164,30.64278875218976,0
21.160900258450692,29.654132731555194,0
21.160900258450692,28.736094998108808,0
16.63657763603696,26.808864225706376,1
2.0195353174736543,25.01929279418984,1
6.891463635604608,23.82751702419544,1
10.70939285789956,24.669145416417518,0
-3.2624860165443152,21.868108022296845,1
5.487411210615363,18.93572576097408,1
-3.6859918027169267,16.909175483037668,1
1.4764203268832716,16.71153528419644,1
9.80194180284569,17.33874074742247,1
13.201650031964023,18.274806785425397,0
16.27345156714425,18.521745256582424,1
7.283662721075642,18.167628804815713,0
11.054133230035717,17.838806385318048,1
11.054133230035717,16.68817326665854,0
-5.936793576603848,14.074892976867886,0
-17.166401136642552,11.723718980900257,1
-1.8018360413373105,11.781263603796566,0
3.879108784747871,12.217731914307196,1
9.435306228375024,12.321318526539313,1
-11.488438602341231,9.841398879857568,0
-11.488438602341231,9.479940862592802,1
6.330362858200742,9.669916171077269,1
-1.4717048687383991,9.846321814669997,1
11.475843209984506,10.01012705514896,0
15.14059670309007,36.066683634769795,1
13.221505730246008,35.901222962108825,0
18.43960836214133,35.747580908923624,0
14.34111631089749,30.407514357618858,0
17.25881243782385,29.630795677328607,1
5.905346588094147,27.828190657430497,1
8.048925420453926,27.49926336354553,1
18.768620519672453,28.178075905958515,0
-0.8428364144832301,20.97154111331691,0
0.911012377284422,22.22618143909097,0
12.641082726109602,21.022582531595226,0
9.801070102429053,20.640385946514307,0
0.9916716784941996,18.443075284331172,1
14.416792227493048,18.029949940459744,1
14.416792227493048,17.77453904853629,0
14.416792227493048,17.75913036032934,1
19.221440772531565,18.89200066982739,1
1.8709722321077609,16.85596897350981,0
5.405951629219104,16.43903175848917,1
-2.5038297766230784,16.289187371129106,0
-6.150531008400961,26.36142655977246,0
-5.600105261462119,23.5180218814308,1
-5.600105261462119,22.27543432637408,0
-1.1787977486342385,18.921429054368936,0
3.306361955186631,18.61680868381536,0
6.4456307818778384,17.202181312156945,0
-2.762020923949265,16.52774150659339,1
5.9699577150342416,15.901475972855765,0
-12.486775411882064,16.360571372737304,1
6.856219078603374,14.799968119111641,0
6.856219078603374,14.428757218865249,1
6.856219078603374,14.084061382922178,0
10.721733542434123,14.132824171475525,0
14.178119011846904,13.34574201489194,1
-0.03684619839033587,12.614880012350055,0
11.691889745498088,11.936222438561153,1
3.2774596066687,12.060965966298456,0
13.264134705584324,11.728211985074987,0
-2.718588666353128,10.551203324066408,0
13.165260463896034,11.592449135621324,0
13.165260463896034,12.559320246350902,0
8.797373830786142,12.074671102857986,0
-0.6103819943709112,11.624639755328849,1
4.04546886116195,11.206753504051797,0
4.04546886116195,10.894874503855425,1
4.04546886116195,10.965592863192587,1
9.105602555029165,11.471529205555123,0
13.440854767851606,11.941327237748927,0
7.7325750963479996,12.816823244868123,1
7.7325750963479996,13.6297838229074,0
7.7325750963479996,15.187370909879636,0
7.7325750963479996,16.633701776353846,0
0.05464813789346579,17.047087438593024,1
-3.859525899504817,13.647362654291616,1
4.479630263448527,12.703805468948413,0
24.075709840091942,19.612686809556244,1
14.870054547444001,21.5913002090508,0
21.847498941927253,23.42858408001002,0
24.066345659842824,24.812100966834027,1
24.99650351135679,29.967589134721035,1
20.89329138579868,31.34619330779241,0
14.265025644511836,32.62632575421583,0
14.265025644511836,32.74811854588482,0
-0.5454863517553861,19.198150644333147,0
-3.324890305382766,14.166002276412605,1
2.909462573438901,13.786046332060563,1
-0.23818501028578964,12.916829735310724,1
8.252658882880041,13.554546592099767,0
16.40549302351181,14.14671224483238,1
14.214068076582675,16.677219901394473,1
19.886834504894253,24.034625244078974,0
19.886834504894253,24.433777777973873,0
17.170004990813286,24.80441941659055,0
11.31837219125427,24.33503920954046,0
11.31837219125427,23.89918616013681,1
7.925117668432094,23.085019319478427,1
7.332991651174751,22.225102817930544,1
7.332991651174751,21.386482110013713,1
7.332991651174751,21.2785551900486,0
10.673170498435098,21.178337335795323,0
13.730899528751936,20.594244309146546,1
5.357636294818363,19.582386587333122,0
5.357636294818363,18.642804417077798,0
-16.133402973734732,25.380583426642843,1
-1.2465530181078464,22.66283896773444,0
9.36253235347283,21.318524807058505,0
3.7889043781124334,20.07023308643088,0
8.74183825941924,18.85586140719128,1
8.74183825941924,17.7821959635366,0
13.303380404559007,16.7852209087144,0
-1.5354069851347134,28.047482860480557,0
8.92272293346524,25.182504638209327,0
8.92272293346524,25.182504638209327,1
18.62249972232605,22.225217024745675,0
11.949982401766976,21.40025334139247,0
11.949982401766976,20.250489922857888,1
8.08071200286345,19.182852462790045,1
8.08071200286345,18.512652009814406,0
13.165609045334008,18.068313226042694,1
15.957350925430362,17.981200619141127,1
18.526293204782466,18.19813323954607,1
32.469328302472526,25.539220006270078,1
19.36181058648505,26.142946115175576,0
19.36181058648505,26.186910541257912,1
9.53922653204694,25.63961220031826,1
18.119227408984532,26.037022757697468,0
9.22750320370183,25.60473829445279,1
