sma10_current,sma20_previous,class
242.71,242.89,1
243.01,242.925,1
243.12000000000003,242.94,0
243.22000000000003,242.965,1
243.32,243.01000000000005,1
243.44,243.045,0
243.55,243.09,0
243.64000000000004,243.13,0
243.71,243.175,0
243.7,243.23,1
243.68,243.28,1
243.7,243.345,1
243.7,243.455,0
243.6,243.59,1
243.59,243.65,1
243.59,243.635,1
243.56,243.635,1
243.57,243.63,1
243.58,243.63,0
243.59,243.64,1
243.63,243.63,0
243.66000000000003,243.63,1
243.67,243.63,0
243.63,243.615,0
243.5,243.58,1
243.49,243.58,0
243.48,243.58,1
243.53,243.61000000000004,1
243.51,243.50999999999996,0
243.51,243.49499999999995,1
243.49,243.49999999999997,1
243.48999999999995,243.5,1
243.51,243.51,0
245.44,244.235,1
245.65,244.305,0
245.79,244.39500000000004,0
245.17,245.085,0
245.19,245.21,1
245.14,245.40000000000003,1
245.19,245.4650000000001,1
245.38,245.33,0
246.39,246.36,0
246.3,246.335,0
245.78000000000003,246.05,0
245.76,246.04,0
245.79,245.925,1
246.14,245.94000000000003,1
246.22,245.965,0
246.21000000000004,245.99,1
246.47000000000003,246.08,1
246.52000000000004,246.14,0
246.49,246.195,1
246.45,246.245,0
243.4,243.215,0
243.41000000000003,243.26000000000005,1
243.40000000000003,243.27500000000003,0
243.42,243.345,0
243.46,243.385,0
243.49,243.445,0
243.47,243.445,1
243.49,243.45,0
243.43,243.445,1
243.45,243.46,0
243.45,243.47000000000003,1
243.47,243.46000000000004,0
243.48,243.48,0
243.48,243.505,1
243.54,243.51,0
243.57,243.525,1
243.64,243.53500000000003,0
243.67,243.555,0
243.40000000000003,243.48999999999995,0
243.42,243.52,0
243.44,243.545,0
243.44,243.55,0
243.47,243.545,1
243.51,243.545,0
243.6,243.5300000000001,1
243.63,243.53500000000008,1
243.67,243.53000000000003,0
243.66,243.54000000000005,0
243.64999999999995,243.53000000000003,1
243.64999999999995,243.535,0
243.67,243.545,0
243.67,243.555,0
243.67,243.59,1
243.32,243.45,1
243.34,243.44,0
243.3,243.295,1
243.44,243.335,0
243.58,243.4,0
243.71,243.485,1
244.17,243.67,1
244.36000000000004,243.74,0
244.53000000000003,243.795,0
244.53000000000003,243.84500000000003,0
243.09,243.51,0
243.38,243.17,1
243.39,243.205,1
243.42,243.215,1
243.48,243.235,0
243.54,243.285,1
243.75,243.49,1
244.22,243.74,0
244.3,243.805,0
244.32,243.86000000000004,0
244.36000000000004,243.90000000000003,0
244.41,243.95000000000005,1
244.4,243.99,1
244.37,244.07,1
244.31,244.105,1
244.28000000000003,244.14999999999995,0
244.26,244.19,0
244.23,244.23999999999995,1
244.22,244.265,0
244.2,244.27,0
243.42,243.79,1
243.48,243.74999999999997,0
243.52000000000004,243.735,0
243.57,243.715,0
243.63,243.695,1
243.7,243.67,0
243.77000000000004,243.66,0
243.09,243.09500000000003,0
243.13,243.08,0
243.13,243.08,1
243.4,243.14499999999992,0
243.48999999999995,243.19499999999996,0
243.52,243.23999999999995,1
243.56,243.29,1
243.64,243.32,0
243.72000000000003,243.39500000000004,1
243.78000000000003,243.425,1
243.83,243.485,1
244.28,243.835,1
244.45,243.97000000000003,0
244.5,244.04500000000007,1
244.53,244.08500000000004,1
244.62,244.19,0
244.61,244.225,1
