sma10_current,rsi14_previous,class
242.71,-18.500407777050388,1
243.01,22.277730058028173,1
243.12000000000003,18.323516316432432,0
243.22000000000003,24.76988694583753,1
243.32,24.76988694583753,1
243.44,20.836230548135052,0
243.55,25.061974356347164,0
243.64000000000004,21.160900258450692,0
243.71,21.160900258450692,0
243.7,16.63657763603696,1
243.68,2.0195353174736543,1
243.7,6.891463635604608,1
243.7,10.70939285789956,0
243.6,-3.2624860165443152,1
243.59,5.487411210615363,1
243.59,-3.6859918027169267,1
243.56,1.4764203268832716,1
243.57,9.80194180284569,1
243.58,13.201650031964023,0
243.59,16.27345156714425,1
243.63,7.283662721075642,0
243.66000000000003,11.054133230035717,1
243.67,11.054133230035717,0
243.63,-5.936793576603848,0
243.5,-17.166401136642552,1
243.49,-1.8018360413373105,0
243.48,3.879108784747871,1
243.53,9.435306228375024,1
243.51,-11.488438602341231,0
243.51,-11.488438602341231,1
243.49,6.330362858200742,1
243.48999999999995,-1.4717048687383991,1
243.51,11.475843209984506,0
245.44,15.14059670309007,1
245.65,13.221505730246008,0
245.79,18.43960836214133,0
245.17,14.34111631089749,0
245.19,17.25881243782385,1
245.14,5.905346588094147,1
245.19,8.048925420453926,1
245.38,18.768620519672453,0
246.39,-0.8428364144832301,0
246.3,0.911012377284422,0
245.78000000000003,12.641082726109602,0
245.76,9.801070102429053,0
245.79,0.9916716784941996,1
246.14,14.416792227493048,1
246.22,14.416792227493048,0
246.21000000000004,14.416792227493048,1
246.47000000000003,19.221440772531565,1
246.52000000000004,1.8709722321077609,0
246.49,5.405951629219104,1
246.45,-2.5038297766230784,0
243.4,-6.150531008400961,0
243.41000000000003,-5.600105261462119,1
243.40000000000003,-5.600105261462119,0
243.42,-1.1787977486342385,0
243.46,3.306361955186631,0
243.49,6.4456307818778384,0
243.47,-2.762020923949265,1
243.49,5.9699577150342416,0
243.43,-12.486775411882064,1
243.45,6.856219078603374,0
243.45,6.856219078603374,1
243.47,6.856219078603374,0
243.48,10.721733542434123,0
243.48,14.178119011846904,1
243.54,-0.03684619839033587,0
243.57,11.691889745498088,1
243.64,3.2774596066687,0
243.67,13.264134705584324,0
243.40000000000003,-2.718588666353128,0
243.42,13.165260463896034,0
243.44,13.165260463896034,0
243.44,8.797373830786142,0
243.47,-0.6103819943709112,1
243.51,4.04546886116195,0
243.6,4.04546886116195,1
243.63,4.04546886116195,1
243.67,9.105602555029165,0
243.66,13.440854767851606,0
243.64999999999995,7.7325750963479996,1
243.64999999999995,7.7325750963479996,0
243.67,7.7325750963479996,0
243.67,7.7325750963479996,0
243.67,0.05464813789346579,1
243.32,-3.859525899504817,1
243.34,4.479630263448527,0
243.3,24.075709840091942,1
243.44,14.870054547444001,0
243.58,21.847498941927253,0
243.71,24.066345659842824,1
244.17,24.99650351135679,1
244.36000000000004,20.89329138579868,0
244.53000000000003,14.265025644511836,0
244.53000000000003,14.265025644511836,0
243.09,-0.5454863517553861,0
243.38,-3.324890305382766,1
243.39,2.909462573438901,1
243.42,-0.23818501028578964,1
243.48,8.252658882880041,0
243.54,16.40549302351181,1
243.75,14.214068076582675,1
244.22,19.886834504894253,0
244.3,19.886834504894253,0
244.32,17.170004990813286,0
244.36000000000004,11.31837219125427,0
244.41,11.31837219125427,1
244.4,7.925117668432094,1
244.37,7.332991651174751,1
244.31,7.332991651174751,1
244.28000000000003,7.332991651174751,0
244.26,10.673170498435098,0
244.23,13.730899528751936,1
244.22,5.357636294818363,0
244.2,5.357636294818363,0
243.42,-16.133402973734732,1
243.48,-1.2465530181078464,0
243.52000000000004,9.36253235347283,0
243.57,3.7889043781124334,0
243.63,8.74183825941924,1
243.7,8.74183825941924,0
243.77000000000004,13.303380404559007,0
243.09,-1.5354069851347134,0
243.13,8.92272293346524,0
243.13,8.92272293346524,1
243.4,18.62249972232605,0
243.48999999999995,11.949982401766976,0
243.52,11.949982401766976,1
243.56,8.08071200286345,1
243.64,8.08071200286345,0
243.72000000000003,13.165609045334008,1
243.78000000000003,15.957350925430362,1
243.83,18.526293204782466,1
244.28,32.469328302472526,1
244.45,19.36181058648505,0
244.5,19.36181058648505,1
244.53,9.53922653204694,1
244.62,18.119227408984532,0
244.61,9.22750320370183,1
