ema100_current,cci20_current,class
243.18905225418166,-5.2461893588155135,1
243.2059823509734,99.64844030261105,1
243.21960454887298,110.09598665324188,0
243.23295700028004,118.13748784129135,1
243.24344502462958,102.77251972195542,1
243.2576857613686,101.60461917177555,0
243.26904448124196,100.3399432682205,0
243.28048818799888,89.68626710730992,0
243.28941517665172,68.27101198753904,0
243.29067523904556,32.394986720875075,1
243.29191034970887,17.376334972152776,1
243.31029924093696,56.60882274233385,1
243.3284839227556,46.12032989732397,0
243.33751678839408,-21.389936685779873,1
243.3447663049139,-22.542948732960976,1
243.3498359170736,-20.4578161690408,1
243.3580095074276,-5.570503072135273,1
243.36831135455623,22.473355404484664,1
243.38131913882043,35.34707220893523,0
243.38917921106997,21.45386919838161,1
243.3982440122856,12.885520981862042,0
243.40743922451642,17.67550166287405,1
243.41447215531707,4.125630396320813,0
243.43239618066715,-2.0737227803129046,0
243.42857866939048,-25.677066905842857,1
243.43290288727312,-2.338440862321084,0
243.4368315650493,10.547870455276616,1
243.4505651585406,12.258992914290946,1
243.45160054841358,-14.242332073244302,0
243.4551589754741,0.9703462195385196,1
243.4563568285833,10.238648264406,1
243.4621111819273,19.323507012039247,1
243.46806149971002,22.83960877370644,0
243.82994300544357,109.76007684580786,1
243.8701414176561,129.27469851050364,0
243.90527351363698,116.8335175603984,0
244.10478228197974,41.128358894923416,0
244.13464820015275,5.13969696346237,1
244.18798273851326,-40.87334261773007,1
244.21942096903098,-17.44594112402482,1
244.32506238048538,33.85398713794782,0
245.83408383388885,-20.739605309821133,0
245.87057307332157,-9.215831673515432,0
245.86638279248183,25.89207121538188,0
245.87057823792648,4.899010655049458,0
245.8842262192538,10.991475998205106,1
245.92862768583853,36.012724055309526,1
245.94552040561916,26.147137271377325,0
245.95718848396888,27.29378253288497,1
246.03293930986325,29.7656349240886,1
246.05245192054863,14.143147764342453,0
246.0590926090496,2.0851578464506475,1
246.06300177668945,-7.261784423761567,0
244.2284174956066,4.780772878864045,0
244.15737520939186,6.085607295325249,1
244.13215058352168,7.188800424040278,0
244.06549234972576,2.1009215482277104,0
244.05050707671853,13.61464718202567,0
244.01353315183098,0.20043701683465748,0
243.9979064878408,7.924009113693473,1
243.9796793286337,7.531457996277207,0
243.8651202898652,-10.411599856539748,1
243.845215351992,10.140571851998343,0
243.83385144982952,8.22626594311218,1
243.82283330127632,9.765658378716743,0
243.8146333559607,14.775753384074203,0
243.8006551917408,2.1417909680533183,1
243.79444397705845,9.911069303424178,0
243.78315571256888,9.208627722924962,1
243.7786513961876,18.145792771847308,0
243.76736594404213,5.850694705330643,0
243.62229653862755,9.652149004273683,0
243.61775770628597,20.26930105213196,0
243.61163846582176,13.115409356906445,0
243.6013700903672,0.833927506682864,0
243.59390507115882,0.939608246004676,1
243.58720769817168,3.1367038261502755,0
243.57971296384312,3.4611657206133217,1
243.57682638085092,5.674975250800742,1
243.57659697999665,11.796352820485128,0
243.5737720996549,10.130429276936669,0
243.57224280565552,11.943945899210016,1
243.570433882676,9.425589734790103,0
243.5689706919833,12.83912261043683,0
243.5661761014024,7.65208519321725,0
243.56075797658417,-3.198362438428628,1
243.45396621440563,3.243530777866139,1
243.45084891813374,3.8957750319798015,0
243.43766415086878,53.23339883118257,1
243.4630392727289,81.26922607053814,0
243.49156240093876,74.21045323853883,0
243.51389003269833,63.40041732585371,1
243.60340637005638,72.71933333719154,1
243.62673911589187,53.48038510436458,0
243.64929991512696,47.84670512663989,0
243.66757429566596,33.988418858753775,0
243.51813622269586,-0.8910111586722304,0
243.49600610749957,12.392035230359134,1
243.49317526037171,13.509100802101527,1
243.4978906238292,25.668331938763128,1
243.512602790038,47.22420794620932,0
243.52213349409507,42.381220758079394,1
243.55822548539874,48.90305073382071,1
243.64952012843827,57.30386052527028,0
243.669460434308,40.55640701603382,0
243.68349592644898,30.855470731062226,0
243.6978733121113,23.595819521913274,0
243.7087461509301,16.19296836541758,1
243.71575320199963,4.502136624000659,1
243.73903722122918,7.772618861589832,1
243.7509544053113,2.7048614745744044,1
243.765235627629,10.71052978113523,0
243.78152416351418,9.698608741341415,0
243.79321984606514,0.6776176913504856,1
243.8037541948537,-8.931676518642751,0
243.81178983262703,-9.510773940587145,0
243.7321990925196,-9.49549615052686,1
243.73551672689067,4.75144124788355,0
243.73741344744647,10.296391239332738,0
243.74156271922902,11.884766391672391,0
243.74562982721366,13.592463685693614,1
243.751906508456,21.434841484245624,0
243.7560787009608,19.8635981471046,0
243.51991036140927,11.257494564432543,0
243.51617674725293,27.25157464553147,0
243.51617674725293,27.25157464553147,1
243.51986470045483,41.91020903772641,0
243.52095243985409,34.01671443472049,0
243.51817896966287,17.0666316563346,1
243.51608024373226,19.222055811979352,1
243.521823142967,29.773144487819053,0
243.5310351816962,29.379781247449113,1
243.5412513498301,35.21259547724794,1
243.55646526176227,40.734461919147456,1
243.67698746346886,53.98320106426594,1
243.72574573034674,38.219495655535404,0
243.74269551855275,21.17743824044208,1
243.7557799092213,7.177210102232031,1
243.79482958383943,20.735353093439898,0
243.80898254064275,11.970500309451449,1
