rsi14_current,macd_12_26_current,class
-3.07777613282434,-0.10579493543761488,1
18.323516316432414,0.12682504136861894,1
24.76988694583753,0.1905253506889153,0
24.76988694583753,0.2345323651046556,1
20.836230548135052,0.2591456587062737,1
25.061974356347164,0.2908785881535607,0
21.160900258450692,0.3080925934912955,0
21.160900258450692,0.3199307683841539,0
16.63657763603696,0.3183861695091537,0
2.0195353174736543,0.2775441674219508,1
2.0195353174736543,0.2411417992104248,1
22.12965611870645,0.22087050537811592,1
13.686773613094175,0.18179074091452208,0
1.3427049995352152,0.05884000098657794,1
-3.6859918027169267,0.0038309321667497898,1
1.4764203268832716,-0.03149576330866921,1
9.801941802845704,-0.019570723288950376,1
13.201650031964023,-0.0021188470064146263,1
16.27345156714425,0.008904161459867055,0
7.283662721075642,0.010205171747799113,1
11.054133230035717,0.018729063130194845,0
11.054133230035717,0.028469605969064563,1
5.935654388105847,0.034647093511495086,0
1.76575572470405,-0.006461932966459472,0
-1.8018360413373105,-0.07566565891602295,1
3.879108784747871,-0.06050809276126756,0
3.879108784747871,-0.05105932405547264,1
9.435306228375024,-0.007833523616511684,1
-11.488438602341231,-0.03882043863879403,0
6.330362858200773,-0.022322784941934515,1
-1.4717048687384278,-0.02013872107414727,1
11.475843209984506,0.0015673193133807215,1
11.475843209984506,0.016516134571872954,0
13.221505730246008,0.7297572968053885,1
18.43960836214133,0.7196259668604057,0
14.619784268185626,0.6831804288678427,0
17.25881243782385,0.17764630974522788,0
10.650078584996491,0.13550047501192353,1
8.048925420453926,0.05700402546034411,1
12.025095026541125,0.03904333561837348,1
11.466792555441446,0.05823667083575401,0
-8.595708787446156,0.02902046610179809,0
4.854947767465474,-0.047556664614631934,0
9.801070102429053,-0.13178172017259726,0
0.6256447028448521,-0.108985576023656,0
4.065011038020131,-0.06542863854653548,1
14.416792227493048,0.09849970845419877,1
14.416792227493048,0.15662089614417596,0
7.3801490969159715,0.1805880157879756,1
5.5513746497732095,0.23289430089923255,1
5.405951629219104,0.1938630133359993,0
-2.5038297766230784,0.160980668429346,1
-6.762942841306739,0.12336692143031767,0
-0.7452288576979242,0.12625613980199546,0
-5.600105261462119,0.09067777347249263,1
-0.9379299938098312,0.07783405358983941,0
3.306361955186631,0.06203469308994159,0
10.72061193101186,0.08024242127106618,0
-2.762020923949265,0.06881273874401472,0
5.9699577150342416,0.07276303079814284,1
1.5142577916579825,0.0605666422619322,0
-6.499480834976198,-0.03411377132721327,1
6.856219078603374,-0.003013091751000729,0
6.856219078603374,0.007005956479360975,1
10.721733542434123,0.029581846751199237,0
14.178119011846904,0.04921625113934169,0
-0.03684619839033587,0.03825492998095115,1
11.691889745498088,0.05172719668613013,0
3.2774596066687,0.0484992841704468,1
13.264134705584324,0.0846987068671865,0
1.7548280784019423,0.07733058353642264,0
13.165260463896034,-0.037168028456505915,0
13.165260463896034,-0.004310280983958137,0
8.797373830786142,0.007219187602032663,0
-0.6103819943709112,0.002255794306421421,0
4.04546886116195,0.006299028708184551,1
4.04546886116195,0.010017843220509805,0
4.04546886116195,0.02404070627056853,1
9.105602555029165,0.04285771744895328,1
13.440854767851606,0.06943013003984788,0
7.7325750963479996,0.07394393191543712,0
7.7325750963479996,0.07814985831404897,1
7.7325750963479996,0.07266457982714769,0
7.7325750963479996,0.06406546134567748,0
0.05464813789346579,0.05271949072155735,0
0.05464813789346579,0.041259209393615486,1
4.479630263448527,-0.05937556254858122,1
4.479630263448527,-0.041197294957640906,0
14.870054547444001,0.06274715405439224,1
21.847498941927253,0.15582042757469594,0
24.066345659842824,0.24538621995904464,0
17.700497658232212,0.2935329607160213,1
20.89329138579868,0.4436799919469081,1
14.265025644511836,0.4375541252802577,0
14.265025644511836,0.4230473103599763,0
11.702619164645784,0.4161843280544133,0
1.825131487120018,-0.1874557933959977,0
2.909462573438901,0.06635131947479067,1
-0.23818501028578964,0.07674353461939631,1
8.252658882880041,0.10421059682659006,1
16.40549302351181,0.17124704945547364,0
11.147687979269406,0.1948408172316931,1
17.631652586163014,0.252936323649692,1
19.886834504894253,0.3793532015095025,0
17.170004990813286,0.3671659246579111,0
11.31837219125427,0.3402430245924961,0
11.31837219125427,0.3106636093045836,0
7.925117668432094,0.2654168359564437,1
0.6165694654325762,0.2165103130335524,1
7.332991651174751,0.16493463663729813,1
7.332991651174751,0.13543830961705794,1
10.673170498435098,0.11386364032782124,0
13.73089952875192,0.09449580349021858,0
5.357636294818363,0.060957060129226186,1
5.357636294818363,0.031672475444622705,0
0.5021345378634976,0.00155164240521799,0
-1.2465530181078464,-0.23861531662586802,1
9.36253235347283,-0.13532989786270375,0
3.7889043781124334,-0.09331999406211366,0
8.74183825941924,-0.04870552330271494,0
8.74183825941924,-0.010536825017112506,1
13.303380404559007,0.02780711649523937,0
7.3500977142805075,0.0540932392585205,0
-5.6544587383857134,-0.04817639738146795,0
5.39683666694232,0.038522479356231536,0
5.39683666694232,0.038522479356231536,1
11.949982401766976,0.1896293242305376,0
11.949982401766976,0.20410365901540214,0
8.08071200286345,0.20584891528389448,1
8.08071200286345,0.21152674575094466,1
16.973085572976288,0.2269988632152149,0
15.957350925430362,0.23257107149584044,1
18.526293204782466,0.23418957531265505,1
22.92664811164725,0.2500452101110397,1
19.36181058648505,0.4171703530725495,1
19.36181058648505,0.3862044937837936,0
9.53922653204694,0.3424731753056278,1
6.013170717632249,0.28585439547961755,1
9.22750320370183,0.25111569541053314,0
9.22750320370183,0.2188186964293664,1
