cci20_previous,uosc_previous,class
-21.93861004597612,21.379885046451914,1
98.46214934662865,28.3890230229244,1
99.44153633195806,25.79184034575511,0
109.86786369240049,27.410741074107047,1
117.85839417655228,25.458241947805533,1
102.54540268262848,22.059716360914866,0
101.5148840559035,22.53823196687541,0
100.2514032848662,17.008123195731017,0
89.62036625169803,18.001621612297242,0
68.31116765052944,21.294207393056475,1
32.404516569699936,18.823053158624145,1
17.310135879888527,19.400939442852376,1
48.915501406250044,22.734051092864657,0
-16.972449761541213,19.806918388699184,1
-11.852478199791927,23.976680400614004,1
-30.68672425356317,16.410981582396726,1
-20.425177931153435,17.598505696236007,1
-5.560417832040456,25.244667205092536,1
22.40958172723565,25.249840853002485,0
35.295075132829474,24.48608887900327,1
21.399168773441684,20.68233353947642,0
12.854910300272394,23.03139518331161,1
17.648530028721336,25.313688402191204,0
-22.11970965669456,26.07199817726034,0
-44.81815314474896,23.841362363563217,1
-25.72284948559573,31.831787260358386,0
-2.3439712122770304,33.67464714709917,1
8.251245230768731,25.12902520365177,1
-21.24280038042813,34.5283789301762,0
-14.312606738079404,38.083953960731904,1
0.9751093585219838,45.29616724738735,1
10.273256892477988,38.155061019383176,1
19.401388098101425,41.79587880618865,0
151.9226115840708,16.78437534159132,1
108.8270309077913,11.016211916399515,0
128.3364314514768,10.700751923449292,0
27.99312385517817,25.46232298297667,0
40.903421667583906,25.58364296705452,1
-32.190404548676966,25.773341714390234,1
-40.56706791491077,20.504068649828078,1
51.90944694485402,18.12724943793112,0
-8.995491459682867,26.85638496189079,0
-16.855271087085068,10.411822660098213,0
7.21770126800119,27.989222883602626,0
25.74828855910637,25.024668661996568,0
1.570210856888903,18.11371851699863,1
24.008482703539052,17.01057028925865,1
35.7745350951466,18.533360537814385,0
25.988900499439648,23.974840469084764,1
49.044444732569396,30.05736330544499,1
9.0097089461724,24.4884357996983,0
14.074815463533866,21.20493225785105,1
2.074795549648184,22.597534560382535,0
1.6931903945987798,33.06260287190153,0
12.67003486075333,54.05018125867856,1
6.090511470373088,40.04091994637346,0
6.002632994934852,31.2064848112204,0
2.1022616972241503,29.467876039305487,0
10.32250636708142,28.43357734007535,0
0.20060782566124225,31.432506261682025,1
7.9331357560764895,33.68136187095412,0
-10.512683350294218,34.19879062736174,1
1.0140571852020823,37.75182677789487,0
10.155883880388977,35.26533304614739,1
8.239774257040409,35.51621465746649,0
9.782567757734258,35.2383180954608,0
14.788556684189846,30.00099267330749,1
2.145695416204102,33.81157340985156,0
9.924854323598376,41.478646253021104,1
9.226674290765313,35.67655987503232,0
18.167946716552493,42.090403875300176,0
-1.5567982264922733,19.91795366795364,0
9.666897424865118,24.090984102535906,0
20.297657338070763,23.367220712535282,0
13.134358230237774,22.030616651112343,0
0.8352073297805495,20.930118181710338,1
0.9410111478481138,23.598901098901,0
1.5732571457343036,22.619047619047183,1
3.4680404310444994,19.07207006191723,1
5.687527252733164,23.222917307625213,0
11.818834156428812,30.54741988643785,0
10.147069082510924,35.26624442880442,1
11.967321798105953,35.5825206580791,0
9.443652168006508,38.38355303274524,0
12.859754283041301,40.77758625813279,0
0.2132241625619085,34.37470350558354,1
-4.000354626029926,24.869169266583878,1
3.2464791933174246,23.64773866535798,0
30.059927471407587,45.57283897040844,1
53.19638857036657,40.707841220730856,0
81.3145467002538,38.199920714206435,0
74.3504030470735,34.934560388860234,1
81.69973293605865,30.68327462737411,1
72.76839284692278,22.414338104076982,0
53.55319289403757,21.35090829231859,0
47.95776900458728,19.118047448054604,0
-5.7915725313419575,17.842639591114217,0
11.722195488176482,34.670474419431535,1
12.39264619035711,46.43433231459743,1
13.50377462865776,56.2979917565609,1
25.677465313541607,56.73128261177804,0
47.30146802286857,56.45098948670705,1
38.023243575150225,34.2869896061393,1
61.333038218453396,22.53983931420083,0
57.36154804477928,21.582156528700303,0
40.61701965325139,24.40108987600564,0
30.899287469173284,21.897842594564352,0
23.614745532899367,23.470062016355136,1
16.207691846396994,22.459849038908096,1
8.223205462261372,19.436342599255358,1
7.776476739407178,21.363808605188233,1
2.7058180499685762,21.907519585081612,0
10.713579423575938,22.359463608892398,0
9.712520242697996,21.19047920468336,1
0.6783551786306558,22.151191698592022,0
-8.94465644412215,28.53547406734099,0
-20.00836688860914,26.59404670959333,1
-3.3938866056316583,36.42787091953472,0
4.7521805719972035,36.99339763163145,0
10.300130872784028,30.552163548508094,0
11.893405724981433,27.50345713227412,1
13.609423164598494,25.68820737495389,0
21.45268599887544,25.71765347360269,0
12.383244020872727,34.00538772919588,0
22.634572329555308,33.481268901568875,0
22.634572329555308,33.481268901568875,1
49.93076117163393,23.72247823860724,0
41.92757825674757,20.766228061634067,0
34.02023926196701,21.60682454800091,1
17.073708397702525,20.9438278518816,1
19.24499833813184,22.39925482890425,0
36.18590817735621,25.296009491734647,1
29.4195555761516,27.290729283839113,1
35.2728580864134,31.71212972033501,1
93.41935005226318,27.759254094145373,1
38.33324415451012,24.262813752372452,0
38.25601746660492,23.77513642819716,1
21.18985839706248,21.334289747762075,1
26.090087134056763,17.643596875088612,0
20.7488672030532,17.408876232405245,1
