sma20_current,sma20_previous,class
242.86999999999995,242.89,1
242.94,242.925,1
242.965,242.94,0
243.01000000000005,242.965,1
243.045,243.01000000000005,1
243.09,243.045,0
243.13,243.09,0
243.175,243.13,0
243.23,243.175,0
243.28,243.23,1
243.315,243.28,1
243.40999999999997,243.345,1
243.51,243.455,0
243.62,243.59,1
243.645,243.65,1
243.635,243.635,1
243.63,243.635,1
243.63,243.63,1
243.64,243.63,0
243.63,243.64,1
243.63,243.63,0
243.63,243.63,1
243.63,243.63,0
243.605,243.615,0
243.58,243.58,1
243.58,243.58,0
243.5900000000001,243.58,1
243.61,243.61000000000004,1
243.49499999999995,243.50999999999996,0
243.49999999999997,243.49499999999995,1
243.5,243.49999999999997,1
243.51,243.5,1
243.52,243.51,0
244.305,244.235,1
244.39500000000004,244.305,0
244.48,244.39500000000004,0
245.21,245.085,0
245.315,245.21,1
245.4650000000001,245.40000000000003,1
245.425,245.4650000000001,1
245.31,245.33,0
246.345,246.36,0
246.335,246.335,0
246.04,246.05,0
246.005,246.04,0
245.92,245.925,1
245.965,245.94000000000003,1
245.99,245.965,0
245.99500000000003,245.99,1
246.11,246.08,1
246.195,246.14,0
246.245,246.195,1
246.295,246.245,0
243.23,243.215,0
243.27500000000003,243.26000000000005,1
243.29,243.27500000000003,0
243.385,243.345,0
243.43,243.385,0
243.445,243.445,0
243.45,243.445,1
243.455,243.45,0
243.445,243.445,1
243.47000000000003,243.46,0
243.46000000000004,243.47000000000003,1
243.48,243.46000000000004,0
243.505,243.48,0
243.51,243.505,1
243.525,243.51,0
243.53500000000003,243.525,1
243.555,243.53500000000003,0
243.55,243.555,0
243.52,243.48999999999995,0
243.545,243.52,0
243.55,243.545,0
243.545,243.55,0
243.545,243.545,1
243.54000000000005,243.545,0
243.53500000000008,243.5300000000001,1
243.53000000000003,243.53500000000008,1
243.54000000000005,243.53000000000003,0
243.53000000000003,243.54000000000005,0
243.535,243.53000000000003,1
243.545,243.535,0
243.555,243.545,0
243.57,243.555,0
243.61000000000004,243.59,1
243.44,243.45,1
243.43,243.44,0
243.335,243.295,1
243.4,243.335,0
243.485,243.4,0
243.545,243.485,1
243.74,243.67,1
243.795,243.74,0
243.84500000000003,243.795,0
243.89,243.84500000000003,0
243.435,243.51,0
243.205,243.17,1
243.215,243.205,1
243.235,243.215,1
243.285,243.235,0
243.36499999999995,243.285,1
243.56,243.49,1
243.805,243.74,0
243.86000000000004,243.805,0
243.90000000000003,243.86000000000004,0
243.95000000000005,243.90000000000003,0
243.99,243.95000000000005,1
244.025,243.99,1
244.105,244.07,1
244.14999999999995,244.105,1
244.19,244.14999999999995,0
244.23999999999995,244.19,0
244.265,244.23999999999995,1
244.27,244.265,0
244.28,244.27,0
243.775,243.79,1
243.735,243.74999999999997,0
243.715,243.735,0
243.695,243.715,0
243.67,243.695,1
243.66,243.67,0
243.64499999999992,243.66,0
243.08,243.09500000000003,0
243.08,243.08,0
243.08,243.08,1
243.19499999999996,243.14499999999992,0
243.23999999999995,243.19499999999996,0
243.29,243.23999999999995,1
243.32,243.29,1
243.365,243.32,0
243.425,243.39500000000004,1
243.485,243.425,1
243.54,243.485,1
243.90000000000003,243.835,1
244.04500000000007,243.97000000000003,0
244.08500000000004,244.04500000000007,1
244.12500000000009,244.08500000000004,1
244.225,244.19,0
244.24999999999997,244.225,1
