rsi14_previous,stoch_rsi_14_current,class
-18.500407777050388,100.0,1
22.277730058028173,95.6193041181328,1
18.323516316432432,100.0,0
24.76988694583753,100.0,1
24.76988694583753,91.26723929384715,1
20.836230548135052,100.0,0
25.061974356347164,91.04485588976624,0
21.160900258450692,91.04485588976624,0
21.160900258450692,80.65900828262838,0
16.63657763603696,47.10473139803856,1
2.0195353174736543,18.114273800187064,1
6.891463635604608,87.27427147493471,1
10.70939285789956,50.63369496578653,0
-3.2624860165443152,16.25870698135886,1
5.487411210615363,0.0,1
-3.6859918027169267,19.99722085346585,1
1.4764203268832716,52.247124095496886,1
9.80194180284569,65.41630055570515,1
13.201650031964023,77.31529121644724,0
16.27345156714425,42.492268864146226,1
7.283662721075642,73.85038129375035,0
11.054133230035717,73.85038129375035,1
11.054133230035717,48.20598456844496,0
-5.936793576603848,34.68016337260493,0
-17.166401136642552,59.07453707633842,1
-1.8018360413373105,81.57748574983876,0
3.879108784747871,81.57748574983876,1
9.435306228375024,100.0,1
-11.488438602341231,21.344353790494093,0
-11.488438602341231,85.16067082974463,1
6.330362858200742,47.872566859533364,1
-1.4717048687383991,100.0,1
11.475843209984506,100.0,0
15.14059670309007,51.17347630761281,1
13.221505730246008,60.38213367781202,0
18.43960836214133,53.64109123823603,0
14.34111631089749,56.73892330768643,0
17.25881243782385,28.074346063089763,1
5.905346588094147,27.14521603864653,1
8.048925420453926,55.02432458915143,1
18.768620519672453,49.9573019241618,0
-0.8428364144832301,0.0,0
0.911012377284422,40.685717256242974,0
12.641082726109602,96.13692187877035,0
9.801070102429053,83.65620794864253,0
0.9916716784941996,88.33454660443716,1
14.416792227493048,100.0,1
14.416792227493048,100.0,0
14.416792227493048,90.65426261383531,1
19.221440772531565,45.71769207521586,1
1.8709722321077609,45.14023347990386,0
5.405951629219104,0.0,1
-2.5038297766230784,0.0,0
-6.150531008400961,92.20395515751265,0
-5.600105261462119,2.7141294901922466,1
-5.600105261462119,25.70314745084002,0
-1.1787977486342385,46.63159785095691,0
3.306361955186631,83.19099685973963,0
6.4456307818778384,16.708620916030778,0
-2.762020923949265,59.765692398602866,1
5.9699577150342416,37.79479690772285,0
-12.486775411882064,28.476996527708703,1
6.856219078603374,83.94939056617491,0
6.856219078603374,83.94939056617491,1
6.856219078603374,100.0,0
10.721733542434123,100.0,0
14.178119011846904,48.37268506164109,1
-0.03684619839033587,90.97026693738823,0
11.691889745498088,60.409908302721284,1
3.2774596066687,96.68050150455852,0
13.264134705584324,54.879864698513906,0
-2.718588666353128,99.72813516405235,0
13.165260463896034,99.72813516405235,0
13.165260463896034,87.71818431464987,0
8.797373830786142,61.85059786979043,0
-0.6103819943709112,74.8558425022343,1
4.04546886116195,74.8558425022343,0
4.04546886116195,74.8558425022343,1
4.04546886116195,88.80712605132376,1
9.105602555029165,100.0,0
13.440854767851606,84.38039864214826,0
7.7325750963479996,64.67527056395471,1
7.7325750963479996,64.67527056395471,0
7.7325750963479996,59.37525096117794,0
7.7325750963479996,4.7328939332397075,0
0.05464813789346579,4.7328939332397075,1
-3.859525899504817,100.0,1
4.479630263448527,100.0,0
24.075709840091942,88.98375557720291,1
14.870054547444001,97.33353953636237,0
21.847498941927253,99.9887940515733,0
24.066345659842824,92.37089664886213,1
24.99650351135679,95.14327495117088,1
20.89329138579868,87.29779602613846,0
14.265025644511836,87.29779602613846,0
14.265025644511836,84.26482981448916,0
-0.5454863517553861,91.96335811126708,0
-3.324890305382766,84.7822423933027,1
2.909462573438901,45.24559670624518,1
-0.23818501028578964,100.0,1
8.252658882880041,100.0,0
16.40549302351181,73.35173393948969,1
14.214068076582675,100.0,1
19.886834504894253,83.20548203416988,0
19.886834504894253,73.46664913090882,0
17.170004990813286,46.5799301717969,0
11.31837219125427,46.57993017179693,0
11.31837219125427,12.782206237349241,1
7.925117668432094,0.0,1
7.332991651174751,28.03718340851975,1
7.332991651174751,28.03718340851975,1
7.332991651174751,41.98050090227376,0
10.673170498435098,54.74475354537569,0
13.730899528751936,19.791215705546048,1
5.357636294818363,24.603018275446768,0
5.357636294818363,0.0,0
-16.133402973734732,89.5093114708942,1
-1.2465530181078464,100.0,0
9.36253235347283,91.67590488561798,0
3.7889043781124334,99.07300654103969,0
8.74183825941924,99.07300654103969,1
8.74183825941924,100.0,0
13.303380404559007,91.60310406029741,0
-1.5354069851347134,89.38507814669218,0
8.92272293346524,90.51016299775259,0
8.92272293346524,90.51016299775259,1
18.62249972232605,85.75895175068598,0
11.949982401766976,84.34089184237841,0
11.949982401766976,75.26046225985358,1
8.08071200286345,75.26046225985358,1
8.08071200286345,96.12914387171419,0
13.165609045334008,89.02189991712179,1
15.957350925430362,99.60371264094181,1
18.526293204782466,100.0,1
32.469328302472526,42.05776173905254,1
19.36181058648505,42.05776173905254,0
19.36181058648505,5.437578273662547,1
9.53922653204694,0.0,1
18.119227408984532,11.125949367706623,0
9.22750320370183,11.12594936770667,1
