cci20_previous,adi14_current,class
-21.93861004597612,28.5086304682157,1
98.46214934662865,28.138500306321486,1
99.44153633195806,28.889236045258755,0
109.86786369240049,29.839196304385656,1
117.85839417655228,30.1271380224288,1
102.54540268262848,30.39451247489746,0
101.5148840559035,30.64278875218976,0
100.2514032848662,29.654132731555194,0
89.62036625169803,28.736094998108808,0
68.31116765052944,26.808864225706376,1
32.404516569699936,25.01929279418984,1
17.310135879888527,23.82751702419544,1
48.915501406250044,24.669145416417518,0
-16.972449761541213,21.868108022296845,1
-11.852478199791927,18.93572576097408,1
-30.68672425356317,16.909175483037668,1
-20.425177931153435,16.71153528419644,1
-5.560417832040456,17.33874074742247,1
22.40958172723565,18.274806785425397,0
35.295075132829474,18.521745256582424,1
21.399168773441684,18.167628804815713,0
12.854910300272394,17.838806385318048,1
17.648530028721336,16.68817326665854,0
-22.11970965669456,14.074892976867886,0
-44.81815314474896,11.723718980900257,1
-25.72284948559573,11.781263603796566,0
-2.3439712122770304,12.217731914307196,1
8.251245230768731,12.321318526539313,1
-21.24280038042813,9.841398879857568,0
-14.312606738079404,9.479940862592802,1
0.9751093585219838,9.669916171077269,1
10.273256892477988,9.846321814669997,1
19.401388098101425,10.01012705514896,0
151.9226115840708,36.066683634769795,1
108.8270309077913,35.901222962108825,0
128.3364314514768,35.747580908923624,0
27.99312385517817,30.407514357618858,0
40.903421667583906,29.630795677328607,1
-32.190404548676966,27.828190657430497,1
-40.56706791491077,27.49926336354553,1
51.90944694485402,28.178075905958515,0
-8.995491459682867,20.97154111331691,0
-16.855271087085068,22.22618143909097,0
7.21770126800119,21.022582531595226,0
25.74828855910637,20.640385946514307,0
1.570210856888903,18.443075284331172,1
24.008482703539052,18.029949940459744,1
35.7745350951466,17.77453904853629,0
25.988900499439648,17.75913036032934,1
49.044444732569396,18.89200066982739,1
9.0097089461724,16.85596897350981,0
14.074815463533866,16.43903175848917,1
2.074795549648184,16.289187371129106,0
1.6931903945987798,26.36142655977246,0
12.67003486075333,23.5180218814308,1
6.090511470373088,22.27543432637408,0
6.002632994934852,18.921429054368936,0
2.1022616972241503,18.61680868381536,0
10.32250636708142,17.202181312156945,0
0.20060782566124225,16.52774150659339,1
7.9331357560764895,15.901475972855765,0
-10.512683350294218,16.360571372737304,1
1.0140571852020823,14.799968119111641,0
10.155883880388977,14.428757218865249,1
8.239774257040409,14.084061382922178,0
9.782567757734258,14.132824171475525,0
14.788556684189846,13.34574201489194,1
2.145695416204102,12.614880012350055,0
9.924854323598376,11.936222438561153,1
9.226674290765313,12.060965966298456,0
18.167946716552493,11.728211985074987,0
-1.5567982264922733,10.551203324066408,0
9.666897424865118,11.592449135621324,0
20.297657338070763,12.559320246350902,0
13.134358230237774,12.074671102857986,0
0.8352073297805495,11.624639755328849,1
0.9410111478481138,11.206753504051797,0
1.5732571457343036,10.894874503855425,1
3.4680404310444994,10.965592863192587,1
5.687527252733164,11.471529205555123,0
11.818834156428812,11.941327237748927,0
10.147069082510924,12.816823244868123,1
11.967321798105953,13.6297838229074,0
9.443652168006508,15.187370909879636,0
12.859754283041301,16.633701776353846,0
0.2132241625619085,17.047087438593024,1
-4.000354626029926,13.647362654291616,1
3.2464791933174246,12.703805468948413,0
30.059927471407587,19.612686809556244,1
53.19638857036657,21.5913002090508,0
81.3145467002538,23.42858408001002,0
74.3504030470735,24.812100966834027,1
81.69973293605865,29.967589134721035,1
72.76839284692278,31.34619330779241,0
53.55319289403757,32.62632575421583,0
47.95776900458728,32.74811854588482,0
-5.7915725313419575,19.198150644333147,0
11.722195488176482,14.166002276412605,1
12.39264619035711,13.786046332060563,1
13.50377462865776,12.916829735310724,1
25.677465313541607,13.554546592099767,0
47.30146802286857,14.14671224483238,1
38.023243575150225,16.677219901394473,1
61.333038218453396,24.034625244078974,0
57.36154804477928,24.433777777973873,0
40.61701965325139,24.80441941659055,0
30.899287469173284,24.33503920954046,0
23.614745532899367,23.89918616013681,1
16.207691846396994,23.085019319478427,1
8.223205462261372,22.225102817930544,1
7.776476739407178,21.386482110013713,1
2.7058180499685762,21.2785551900486,0
10.713579423575938,21.178337335795323,0
9.712520242697996,20.594244309146546,1
0.6783551786306558,19.582386587333122,0
-8.94465644412215,18.642804417077798,0
-20.00836688860914,25.380583426642843,1
-3.3938866056316583,22.66283896773444,0
4.7521805719972035,21.318524807058505,0
10.300130872784028,20.07023308643088,0
11.893405724981433,18.85586140719128,1
13.609423164598494,17.7821959635366,0
21.45268599887544,16.7852209087144,0
12.383244020872727,28.047482860480557,0
22.634572329555308,25.182504638209327,0
22.634572329555308,25.182504638209327,1
49.93076117163393,22.225217024745675,0
41.92757825674757,21.40025334139247,0
34.02023926196701,20.250489922857888,1
17.073708397702525,19.182852462790045,1
19.24499833813184,18.512652009814406,0
36.18590817735621,18.068313226042694,1
29.4195555761516,17.981200619141127,1
35.2728580864134,18.19813323954607,1
93.41935005226318,25.539220006270078,1
38.33324415451012,26.142946115175576,0
38.25601746660492,26.186910541257912,1
21.18985839706248,25.63961220031826,1
26.090087134056763,26.037022757697468,0
20.7488672030532,25.60473829445279,1
