sma200_previous,mom10_current,class
243.0835,0.30000000000001137,1
243.101,0.8000000000000114,1
243.1065,1.0,0
243.112,1.1000000000000227,1
243.1185,1.0,1
243.1245,1.200000000000017,0
243.1325,0.9000000000000057,0
243.139,0.8000000000000114,0
243.1455,0.19999999999998866,0
243.152,-0.19999999999998866,1
243.157,-0.09999999999999433,1
243.17,0.19999999999998866,1
243.1845,-0.09999999999999433,0
243.2035,-0.19999999999998866,1
243.215,0.0,1
243.22550000000004,-0.5,1
243.231,0.0,1
243.238,0.0,1
243.2445,0.30000000000001137,0
243.249,0.2999999999999829,1
243.253,0.30000000000001137,0
243.2575,0.20000000000001705,1
243.2625,0.2999999999999829,0
243.2855,-0.09999999999999433,0
243.2935,-0.19999999999998866,1
243.297,-0.09999999999999433,0
243.301,0.09999999999999433,1
243.3175,0.19999999999998866,1
243.3445,-0.19999999999998866,0
243.3475,-0.09999999999999433,1
243.3505,-0.19999999999998866,1
243.354,0.19999999999998866,1
243.358,0.09999999999999433,0
243.5165,1.6999999999999886,1
243.5275,1.5999999999999943,0
243.5395,-0.8999999999999773,0
243.5915,0.5,0
243.5955,-0.19999999999998866,1
243.5995,0.2999999999999829,1
243.6045,0.5999999999999943,1
243.6315,0.5,0
244.579,-0.30000000000001137,0
244.6355,-0.3999999999999773,0
244.771,0.10000000000002274,0
244.78800000000004,-0.09999999999999433,0
244.8385,0.7999999999999828,1
244.89,0.8000000000000114,1
244.909,0.09999999999999433,0
244.928,0.0,1
245.0005,0.30000000000001137,1
245.0285,-0.09999999999999433,0
245.0415,-0.30000000000001137,1
245.0535,-0.4000000000000057,0
245.218,-0.09999999999999433,0
245.1855,-0.19999999999998866,1
245.17050000000003,0.0,0
245.13500000000005,0.19999999999998866,0
245.1265,0.3999999999999773,0
245.11,-0.4000000000000057,0
245.10050000000004,0.2999999999999829,1
245.094,0.19999999999998866,0
245.0415,-0.2999999999999829,1
245.024,0.0,0
245.016,0.09999999999999433,1
245.007,0.0,0
244.998,0.30000000000001137,0
244.98800000000003,0.30000000000001137,1
244.978,0.5,0
244.971,0.4000000000000057,1
244.963,0.5999999999999943,0
244.958,0.0,0
244.8935,0.20000000000001705,0
244.8865,0.30000000000001137,0
244.8795,0.19999999999998866,0
244.873,0.19999999999998866,0
244.865,0.4000000000000057,1
244.859,0.4000000000000057,0
244.8475,0.19999999999998866,1
244.841,0.2999999999999829,1
244.833,0.0,0
244.824,-0.10000000000002274,0
244.815,0.0,1
244.807,0.19999999999998866,0
244.7985,0.09999999999999433,0
244.789,0.0,0
244.7695,0.0,1
244.5765,0.19999999999998866,1
244.566,0.30000000000001137,0
244.455,0.9000000000000057,1
244.4475,1.1999999999999886,0
244.44100000000003,1.5999999999999943,0
244.435,1.200000000000017,1
244.4175,2.200000000000017,1
244.412,1.6999999999999886,0
244.406,0.09999999999999433,0
244.3975,0.4000000000000057,0
244.1475,1.1999999999999886,0
244.0465,0.19999999999998866,1
244.033,0.0,1
244.0185,0.19999999999998866,1
244.00600000000003,0.7999999999999828,0
243.996,0.5,1
243.9705,0.8000000000000114,1
243.949,0.9000000000000057,0
243.9405,0.4000000000000057,0
243.933,0.4000000000000057,0
243.92550000000003,0.6000000000000227,0
243.917,0.09999999999999433,1
243.9075,-0.30000000000001137,1
243.88550000000004,-0.6000000000000227,1
243.874,-0.4000000000000057,1
243.8625,-0.2999999999999829,0
243.8525,-0.09999999999999433,0
243.841,-0.10000000000002274,1
243.82800000000003,-0.10000000000002274,0
243.815,-0.09999999999999433,0
243.68,0.19999999999998866,1
243.6665,0.5,0
243.661,0.4000000000000057,0
243.6565,0.5999999999999943,0
243.652,0.5999999999999943,1
243.6485,0.8000000000000114,0
243.6455,0.5,0
243.5275,-0.09999999999999433,0
243.5315,0.5999999999999943,0
243.5315,0.5999999999999943,1
243.541,0.8999999999999773,0
243.5445,0.3999999999999773,0
243.5475,0.4000000000000057,1
243.5505,0.5,1
243.5545,0.4000000000000057,0
243.5655,0.5,1
243.5685,0.30000000000001137,1
243.5715,0.2999999999999829,1
243.5975,1.0,1
243.609,0.7999999999999828,0
243.61550000000003,0.4000000000000057,1
243.6205,0.19999999999998866,1
243.6315,-0.09999999999999433,0
243.6345,-0.7999999999999828,1
