sma50_current,sma100_previous,class
243.18,243.301,1
243.182,243.291,1
243.19,243.296,0
243.2,243.302,1
243.21,243.308,1
243.226,243.312,0
243.23999999999995,243.31600000000003,0
243.25399999999996,243.318,0
243.264,243.32100000000003,0
243.264,243.323,1
243.264,243.32000000000005,1
243.278,243.31400000000005,1
243.28,243.31900000000005,0
243.276,243.31800000000004,1
243.268,243.32,1
243.266,243.322,1
243.272,243.324,1
243.28400000000002,243.32800000000003,1
243.29999999999995,243.33300000000003,0
243.308,243.341,1
243.318,243.34600000000003,0
243.32799999999997,243.34900000000002,1
243.342,243.353,0
243.4,243.36300000000003,0
243.422,243.36900000000003,1
243.442,243.372,0
243.46599999999998,243.375,1
243.52000000000004,243.377,1
243.596,243.38500000000008,0
243.596,243.38600000000002,1
243.59600000000003,243.38800000000003,1
243.594,243.389,1
243.592,243.392,0
243.864,243.551,1
243.898,243.568,0
243.926,243.59099999999995,0
244.12800000000004,243.72600000000003,0
244.164,243.75,1
244.22800000000004,243.792,1
244.272,243.81399999999996,1
244.4,243.89200000000002,0
245.924,245.59000000000003,0
245.93,245.627,0
245.98999999999995,245.679,0
246.002,245.68400000000003,0
246.05000000000004,245.703,1
246.108,245.748,1
246.122,245.768,0
246.13,245.786,1
246.198,245.854,1
246.214,245.881,0
246.212,245.893,1
246.21599999999998,245.90500000000003,0
243.768,244.915,0
243.694,244.831,1
243.67,244.799,0
243.582,244.701,0
243.55599999999998,244.67400000000006,0
243.498,244.62500000000003,0
243.466,244.59900000000005,1
243.44000000000003,244.57500000000005,0
243.288,244.41600000000003,1
243.25600000000003,244.38,0
243.25800000000004,244.365,1
243.26800000000003,244.344,0
243.306,244.317,0
243.32,244.292,1
243.34,244.267,0
243.356,244.247,1
243.376,244.223,0
243.39,244.201,0
243.456,243.917,0
243.47599999999997,243.892,0
243.484,243.866,0
243.486,243.84099999999998,0
243.488,243.815,1
243.492,243.791,0
243.498,243.75899999999996,1
243.504,243.743,1
243.51,243.72599999999997,0
243.518,243.711,0
243.52599999999998,243.69400000000002,1
243.534,243.681,0
243.54000000000005,243.667,0
243.53600000000003,243.654,0
243.548,243.631,1
243.524,243.414,1
243.522,243.406,0
243.45,243.421,1
243.474,243.42999999999995,0
243.504,243.44400000000002,0
243.528,243.457,1
243.616,243.505,1
243.63,243.525,0
243.644,243.543,0
243.658,243.56,0
243.50600000000003,243.529,0
243.51799999999997,243.518,1
243.522,243.51800000000003,1
243.52599999999998,243.51500000000004,1
243.53800000000004,243.51700000000002,0
243.548,243.52599999999998,1
243.582,243.54500000000004,1
243.69,243.581,0
243.71599999999998,243.589,0
243.73799999999997,243.59900000000002,0
243.75799999999995,243.604,0
243.79,243.611,1
243.814,243.614,1
243.814,243.625,1
243.808,243.63200000000003,1
243.8,243.641,0
243.79999999999995,243.65200000000004,0
243.794,243.664,1
243.778,243.67500000000004,0
243.76400000000004,243.683,0
243.78600000000003,243.66600000000003,1
243.81600000000003,243.66600000000003,0
243.82599999999996,243.66800000000003,0
243.83,243.67000000000004,0
243.842,243.67300000000003,1
243.854,243.676,0
243.862,243.68,0
243.51000000000005,243.64499999999995,0
243.484,243.657,0
243.484,243.657,1
243.43600000000004,243.62500000000003,0
243.426,243.618,0
243.414,243.61000000000004,1
243.404,243.59600000000003,1
243.406,243.584,0
243.41599999999997,243.571,1
243.426,243.56600000000003,1
243.44200000000004,243.569,1
243.56600000000003,243.63100000000003,1
243.612,243.669,0
243.624,243.687,1
243.634,243.705,1
243.662,243.733,0
243.672,243.74400000000009,1
