ema50_previous,stochk_14_current,class
243.05081734269802,55.55555555555623,1
243.0801567765349,75.04713423831045,1
243.09723482203853,80.02450980392116,0
243.12724866225426,82.10784313725487,1
243.156699094496,85.60924369747927,1
243.1810730391989,86.30952380952391,0
243.2141750962919,88.09523809523813,0
243.2414438595034,87.91208791208794,0
243.26764325945183,89.92673992674055,0
243.28766645258773,84.61538461538484,1
243.2920716897411,74.35897435897455,1
243.30490584953125,58.13908313908306,1
243.3507402272872,68.18181818181891,0
243.37771325986583,47.222222222223365,1
243.38922113110297,37.50000000000088,1
243.38825726589275,37.50000000000088,1
243.39263933389682,33.333333333334515,1
243.40653350945578,45.83333333333361,1
243.42564520011646,62.500000000000284,0
243.44915619207558,75.00000000000058,1
243.46144762562298,75.00000000000058,0
243.477792216164,70.83333333333421,1
243.49349584237004,70.83333333333421,0
243.52442472476272,16.6666666666659,0
243.51255442376754,31.48148148148163,1
243.51574372563167,29.62962962962989,0
243.52518394693396,49.735449735449656,1
243.5545785459897,85.71428571428288,1
243.56219727325947,33.333333333334735,0
243.5552229905087,34.92063492063627,1
243.55697895166531,42.06349206349282,1
243.55474448297244,44.44444444444502,1
243.5598271723899,61.111111111110056,0
244.13457566301184,47.91666666666654,1
244.18102591608482,44.27083333333314,0
244.24318168121968,43.74999999999983,0
244.49865839231296,32.555018786902735,0
244.55473397200885,45.005611672278064,1
244.6246263992505,59.44055944055873,1
244.65700775575604,62.820512820511986,1
244.8000337612191,81.1463046757168,0
246.11119101088147,26.666666666666387,0
246.1010535779913,8.88888888888836,0
246.00222037498435,54.761904761904546,0
246.0194204556496,70.89947089947083,0
246.02153319613763,61.904761904761756,1
246.06322380568764,73.01587301587256,1
246.08648833757584,79.36507936507894,0
246.10699971877625,85.71428571428531,1
246.20774843612026,82.664995822891,1
246.2252391078703,58.333333333333705,0
246.2333196869252,49.99999999999997,1
246.23139942716784,42.42424242424193,0
243.48892970336541,66.66666666666761,0
243.46644913507347,62.247474747475366,1
243.45194484822804,51.13636363636466,0
243.4249696349054,45.83333333333361,0
243.4193215270121,45.83333333333361,0
243.4213413881039,54.166666666666366,0
243.41068678503564,50.0,1
243.40829314679337,54.166666666666366,0
243.36018757137555,46.6666666666659,1
243.3540655555481,56.66666666666533,0
243.3612556220941,66.66666666666477,1
243.3712317520857,79.99999999999828,0
243.38719265139287,83.33333333333142,0
243.41503967685944,86.66666666666458,1
243.4226666918136,83.33333333333144,0
243.4436001301281,86.66666666666553,1
243.45464230130239,79.74358974358908,0
243.47824336277438,84.61538461538456,0
243.4535383943004,36.3636363636362,0
243.4738747829836,54.54545454545517,0
243.4928000608603,66.66666666666752,0
243.5033799701416,75.757575757577,0
243.50386102766103,63.63636363636465,1
243.5082447888069,54.54545454545517,0
243.5177064639288,51.51515151515144,1
243.52154726678987,48.48484848484856,1
243.53038622929424,48.48484848484856,0
243.54280013444543,56.666666666667226,0
243.55141925652737,61.515151515151814,1
243.55970037382176,57.61904761904742,0
243.56765674141843,43.80952380952266,0
243.57468748923145,38.095238095236546,0
243.57729558812068,36.507936507934886,1
243.4786918402208,66.66666666666802,1
243.4807546650657,76.19047619047716,0
243.38654096331402,42.31884057970973,1
243.4136662072789,51.7632850241545,0
243.46363079689957,71.20772946859908,0
243.52131994420768,68.88888888888879,1
243.67285872345792,72.22222222222223,1
243.72565081729766,77.7777777777778,0
243.76031268948935,79.99999999999993,0
243.7936152725756,75.55555555555544,0
243.4785969895356,71.75925925925921,0
243.45285561946952,68.68945868945805,1
243.4577724455459,66.83760683760579,1
243.45673407018205,54.456654456653865,1
243.46750112130297,54.68975468975446,0
243.49598663110697,62.77056277056304,1
243.5502679699613,69.1142191142188,1
243.72280836140885,77.1929824561402,0
243.76641211403037,78.94736842105239,0
243.8031571362052,75.43859649122804,0
243.82939082912742,68.73065015479894,0
243.85398214441014,62.919246646027176,1
243.87736915796813,50.26260504201707,1
243.90048910839386,34.98168498168489,1
243.913461844291,35.89743589743573,1
243.9228578186069,32.30769230769172,0
243.93519328660145,32.82051282051253,0
243.95342100085227,36.66666666666652,1
243.96124994942073,38.33333333333298,0
243.96570385355844,29.166666666665826,0
243.78249283555442,20.00000000000044,1
243.7881330243901,47.22222222222239,0
243.79681520218614,62.777777777778084,0
243.8000081230579,76.1111111111116,0
243.8051565838701,83.33333333333431,1
243.81255756573015,83.93939393939486,0
243.82358988163492,87.272727272728,0
243.3362586496526,62.35294117647146,0
243.32422517571862,69.49494949494998,0
243.32422517571862,69.49494949494998,1
243.35205431816294,80.21978021978012,0
243.36140400928653,85.71428571428595,0
243.3716142565921,85.71428571428595,1
243.3768889280473,76.19047619047636,1
243.38257035500945,71.42857142857117,0
243.41963891186245,76.6233766233772,1
243.4409310230653,80.08658008658112,1
243.4659233235105,81.81818181818281,1
243.69113701774154,64.10256410256358,1
243.77663953392852,56.410256410255954,0
243.8156778387047,48.71794871794831,1
243.83835249684574,43.16239316239307,1
243.8936252381765,37.37373737373759,0
243.91716470418132,38.38383838383855,1
