ema30_previous,mom10_previous,class
242.9144385936486,-0.20000000000001705,1
242.98529712205425,0.6999999999999886,1
243.01850375934106,0.8000000000000114,0
243.07295857572075,1.0,1
243.12591803017983,1.1000000000000227,1
243.16900913273852,1.0,0
243.2222233899707,1.200000000000017,0
243.2645439303941,0.9000000000000057,0
243.3041341133707,0.8000000000000114,0
243.33673633013032,0.19999999999998866,1
243.34586248731742,-0.19999999999998866,1
243.36493252760067,-0.30000000000001137,1
243.43955676419841,0.0,0
243.48380094054627,-0.4000000000000057,1
243.50802759313214,0.19999999999998866,1
243.51103901776986,-0.09999999999999433,1
243.51638037919358,-0.5,1
243.53831606654,0.0,1
243.56528816115448,0.0,0
243.59898958557525,0.30000000000001137,1
243.61559564670355,0.2999999999999829,0
243.6385908879724,0.30000000000001137,1
243.6580847132489,0.20000000000001705,0
243.6249990209944,-0.4000000000000057,0
243.564435182531,-0.5,1
243.5572512959214,-0.19999999999998866,0
243.55900035080987,-0.09999999999999433,1
243.57855783038582,0.19999999999998866,1
243.52979519327096,-0.19999999999998866,0
243.5214213098341,-0.19999999999998866,1
243.52850875478757,-0.09999999999999433,1
243.52666948028502,-0.19999999999998866,1
243.5378520944602,0.19999999999998866,0
244.4607540082531,2.0,1
244.51612064941682,1.6999999999999886,0
244.59977525694646,1.5999999999999943,0
244.8740516610031,0.20000000000001705,0
244.9420744841278,0.5,1
245.00309169998917,-0.20000000000001705,1
245.03193827759642,0.2999999999999829,1
245.20260905760682,0.6000000000000227,0
246.30332334604032,-0.30000000000001137,0
246.259489231279,-0.30000000000001137,0
245.99252418047746,0.09999999999999433,0
246.0123613301241,0.10000000000002274,0
245.9879062877316,0.30000000000001137,1
246.0276145239743,1.4000000000000057,1
246.06010885833803,0.8000000000000114,0
246.0925246360728,0.09999999999999433,1
246.22516331926442,0.8000000000000114,1
246.2415524759692,0.20000000000001705,0
246.25379274891387,-0.09999999999999433,1
246.25234010102352,-0.30000000000001137,0
243.21463646838947,-0.09999999999999433,0
243.26448111036132,-0.09999999999999433,1
243.28089761590496,-0.19999999999998866,0
243.32648786616485,0.09999999999999433,0
243.34373575349878,0.19999999999998866,0
243.39638398539182,0.19999999999998866,0
243.39964405471613,-0.4000000000000057,1
243.41761487483325,0.2999999999999829,0
243.42726740693783,-0.5,1
243.43847632196517,0.19999999999998866,0
243.4509150564587,0.0,1
243.46154236593262,0.09999999999999433,0
243.47995350748016,0.0,0
243.50463737236697,0.30000000000001137,1
243.50433818705292,0.30000000000001137,0
243.5274488468061,0.5,1
243.5331384923867,0.4000000000000057,0
243.56286053286743,0.5999999999999943,0
243.45820252883306,-0.5,0
243.48328075664506,0.20000000000001705,0
243.50472318223603,0.30000000000001137,0
243.51833061262766,0.19999999999998866,0
243.518156918478,0.19999999999998866,1
243.52343711728585,0.4000000000000057,0
243.53293242687215,0.5,1
243.5382682930937,0.19999999999998866,1
243.55374722686386,0.2999999999999829,0
243.5746791326489,0.0,0
243.5878089799962,-0.10000000000002274,1
243.5990828143981,0.0,0
243.6066025265857,0.19999999999998866,0
243.6136370960516,0.09999999999999433,0
243.6109253068412,0.0,1
243.44512963700657,0.0,1
243.44564288236637,0.19999999999998866,0
243.3278241255824,0.9000000000000057,1
243.37421708908798,0.9000000000000057,0
243.45592857880862,1.1999999999999886,0
243.54728943736094,1.5999999999999943,1
243.77734837128372,1.6999999999999886,1
243.85644193397408,2.200000000000017,0
243.9090599954189,1.6999999999999886,0
243.9582833432222,0.09999999999999433,0
243.4449527612511,0.30000000000001137,0
243.40234369508644,-0.3999999999999773,1
243.396536989618,0.19999999999998866,1
243.38667114944485,0.0,1
243.39881450583863,0.19999999999998866,0
243.4349719454776,0.7999999999999828,1
243.50059506736,0.7999999999999828,1
243.7787364802131,1.1999999999999886,0
243.84584618770188,0.9000000000000057,0
243.9001567717003,0.4000000000000057,0
243.93806022124718,0.4000000000000057,0
243.9815896951104,0.6000000000000227,1
244.00980564679938,0.09999999999999433,1
244.0487579907386,-0.20000000000001705,1
244.06860479992088,-0.6000000000000227,1
244.0861622437814,-0.4000000000000057,0
244.10601178417218,-0.2999999999999829,0
244.13607695205584,-0.09999999999999433,1
244.1482724278233,-0.10000000000002274,0
244.15867217268269,-0.10000000000002274,0
243.76964794867558,-0.19999999999998866,1
243.7511221222051,0.19999999999998866,0
243.75568251648,0.5,0
243.74845244876752,0.4000000000000057,0
243.751167227999,0.5999999999999943,1
243.75370686018329,0.5999999999999943,0
243.7645521100725,0.8000000000000114,0
243.18844949648891,0.19999999999998866,0
243.19741807780457,0.19999999999998866,0
243.19741807780457,0.19999999999998866,1
243.2873798290107,0.9000000000000057,0
243.31198263316404,0.8999999999999773,0
243.33398923361042,0.3999999999999773,1
243.34812444047932,0.4000000000000057,1
243.36134769851824,0.5,0
243.42990350741684,0.4000000000000057,1
243.46527694348882,0.5,1
243.5048198352981,0.30000000000001137,1
243.8712557949692,1.5,1
243.99727352745518,0.6999999999999886,0
244.0523019226453,0.7999999999999828,1
244.0793806299824,0.4000000000000057,1
244.15436452698864,0.5,0
244.1833280151173,-0.09999999999999433,1
