ema30_previous,adi14_previous,class
242.9144385936486,29.49350703497163,1
242.98529712205425,27.33001566438905,1
243.01850375934106,28.138500306321497,0
243.07295857572075,28.88923604525876,1
243.12591803017983,29.839196304385656,1
243.16900913273852,30.127138022428827,0
243.2222233899707,30.39451247489746,0
243.2645439303941,30.64278875218976,0
243.3041341133707,29.65413273155519,0
243.33673633013032,28.7360949981088,1
243.34586248731742,26.808864225706376,1
243.36493252760067,23.357547893495926,1
243.43955676419841,24.263916931273553,0
243.48380094054627,23.099130809294962,1
243.50802759313214,20.347613516425785,1
243.51103901776986,17.624687130911788,1
243.51638037919358,16.909175483037668,1
243.53831606654,16.711535284196447,1
243.56528816115448,17.33874074742248,0
243.59898958557525,18.274806785425405,1
243.61559564670355,18.52174525658243,0
243.6385908879724,18.167628804815713,1
243.6580847132489,17.838806385318048,0
243.6249990209944,14.047811285716715,0
243.564435182531,12.590495292347144,1
243.5572512959214,11.723718980900244,0
243.55900035080987,11.781263603796566,1
243.57855783038582,11.993563461893716,1
243.52979519327096,10.348523684005812,0
243.5214213098341,9.84139887985757,1
243.52850875478757,9.479940862592802,1
243.52666948028502,9.669916171077272,1
243.5378520944602,9.846321814670004,0
244.4607540082531,36.52739609974017,1
244.51612064941682,36.066683634769795,0
244.59977525694646,35.901222962108825,0
244.8740516610031,30.784253475909622,0
244.9420744841278,30.407514357618858,1
245.00309169998917,28.696111592936987,1
245.03193827759642,27.828190657430497,1
245.20260905760682,27.777909474020287,0
246.30332334604032,20.94931758949373,0
246.259489231279,21.726828807740823,0
245.99252418047746,20.850100747130746,0
246.0123613301241,21.022582531595226,0
245.9879062877316,18.96465301825261,1
246.0276145239743,17.64296552108821,1
246.06010885833803,18.029949940459744,0
246.0925246360728,17.774539048536305,1
246.22516331926442,19.521597386233346,1
246.2415524759692,17.83628053099605,0
246.25379274891387,16.85596897350981,1
246.25234010102352,16.43903175848917,0
243.21463646838947,27.351905880629463,0
243.26448111036132,24.396514368889193,1
243.28089761590496,23.5180218814308,0
243.32648786616485,20.313481744341985,0
243.34373575349878,18.921429054368943,0
243.39638398539182,18.333946911158463,0
243.39964405471613,17.202181312156974,1
243.41761487483325,16.527741506593383,0
243.42726740693783,16.255569177702306,1
243.43847632196517,15.199733703992365,0
243.4509150564587,14.799968119111641,1
243.46154236593262,14.428757218865249,0
243.47995350748016,14.084061382922178,0
243.50463737236697,14.132824171475516,1
243.50433818705292,13.345742014891947,0
243.5274488468061,12.614880012350055,1
243.5331384923867,11.936222438561153,0
243.56286053286743,12.060965966298456,0
243.45820252883306,10.508742724530194,0
243.48328075664506,10.551203324066408,0
243.50472318223603,11.592449135621335,0
243.51833061262766,12.559320246350902,0
243.518156918478,12.074671102857986,1
243.52343711728585,11.62463975532885,0
243.53293242687215,10.818716270723105,1
243.5382682930937,10.894874503855435,1
243.55374722686386,10.965592863192592,0
243.5746791326489,11.471529205555143,0
243.5878089799962,11.941327237748899,1
243.5990828143981,12.816823244868123,0
243.6066025265857,13.62978382290741,0
243.6136370960516,15.187370909879633,0
243.6109253068412,17.210901329108648,1
243.44512963700657,14.66350116158429,1
243.44564288236637,13.647362654291612,0
243.3278241255824,18.43783559312172,1
243.37421708908798,19.612686809556244,0
243.45592857880862,21.5913002090508,0
243.54728943736094,23.42858408001002,1
243.77734837128372,28.103873545614746,1
243.85644193397408,29.967589134721035,0
243.9090599954189,31.34619330779241,0
243.9582833432222,32.62632575421583,0
243.4449527612511,20.223506211936744,0
243.40234369508644,14.575185601099449,1
243.396536989618,14.166002276412636,1
243.38667114944485,13.78604633206057,1
243.39881450583863,12.916829735310811,0
243.4349719454776,13.554546592099786,1
243.50059506736,15.423272252521436,1
243.7787364802131,22.18564036177448,0
243.84584618770188,24.034625244078985,0
243.9001567717003,24.433777777973873,0
243.93806022124718,24.804419416590573,0
243.9815896951104,24.335039209540483,1
244.00980564679938,23.89918616013681,1
244.0487579907386,22.6391366890462,1
244.06860479992088,22.225102817930544,1
244.0861622437814,21.3864821100137,0
244.10601178417218,21.278555190048625,0
244.13607695205584,21.17833733579531,1
244.1482724278233,20.594244309146553,0
244.15867217268269,19.582386587333122,0
243.76964794867558,26.633500708305892,1
243.7511221222051,24.21716023652717,0
243.75568251648,22.662838967734423,0
243.74845244876752,21.31852480705852,0
243.751167227999,20.07023308643088,1
243.75370686018329,18.85586140719128,0
243.7645521100725,17.7821959635366,0
243.18844949648891,29.25380614078433,0
243.19741807780457,26.561938597080665,0
243.19741807780457,26.561938597080665,1
243.2873798290107,22.64447630571141,0
243.31198263316404,22.225217024745675,0
243.33398923361042,21.40025334139247,1
243.34812444047932,20.250489922857888,1
243.36134769851824,19.182852462790052,0
243.42990350741684,18.491834369966604,1
243.46527694348882,18.068313226042694,1
243.5048198352981,17.981200619141127,1
243.8712557949692,24.98727059245132,1
243.99727352745518,25.77062932335507,0
244.0523019226453,26.14294611517559,1
244.0793806299824,26.186910541257912,1
244.15436452698864,25.845676933774147,0
244.1833280151173,26.037022757697486,1
