sma100_previous,adi14_current,class
243.301,28.5086304682157,1
243.291,28.138500306321486,1
243.296,28.889236045258755,0
243.302,29.839196304385656,1
243.308,30.1271380224288,1
243.312,30.39451247489746,0
243.31600000000003,30.64278875218976,0
243.318,29.654132731555194,0
243.32100000000003,28.736094998108808,0
243.323,26.808864225706376,1
243.32000000000005,25.01929279418984,1
243.31400000000005,23.82751702419544,1
243.31900000000005,24.669145416417518,0
243.31800000000004,21.868108022296845,1
243.32,18.93572576097408,1
243.322,16.909175483037668,1
243.324,16.71153528419644,1
243.32800000000003,17.33874074742247,1
243.33300000000003,18.274806785425397,0
243.341,18.521745256582424,1
243.34600000000003,18.167628804815713,0
243.34900000000002,17.838806385318048,1
243.353,16.68817326665854,0
243.36300000000003,14.074892976867886,0
243.36900000000003,11.723718980900257,1
243.372,11.781263603796566,0
243.375,12.217731914307196,1
243.377,12.321318526539313,1
243.38500000000008,9.841398879857568,0
243.38600000000002,9.479940862592802,1
243.38800000000003,9.669916171077269,1
243.389,9.846321814669997,1
243.392,10.01012705514896,0
243.551,36.066683634769795,1
243.568,35.901222962108825,0
243.59099999999995,35.747580908923624,0
243.72600000000003,30.407514357618858,0
243.75,29.630795677328607,1
243.792,27.828190657430497,1
243.81399999999996,27.49926336354553,1
243.89200000000002,28.178075905958515,0
245.59000000000003,20.97154111331691,0
245.627,22.22618143909097,0
245.679,21.022582531595226,0
245.68400000000003,20.640385946514307,0
245.703,18.443075284331172,1
245.748,18.029949940459744,1
245.768,17.77453904853629,0
245.786,17.75913036032934,1
245.854,18.89200066982739,1
245.881,16.85596897350981,0
245.893,16.43903175848917,1
245.90500000000003,16.289187371129106,0
244.915,26.36142655977246,0
244.831,23.5180218814308,1
244.799,22.27543432637408,0
244.701,18.921429054368936,0
244.67400000000006,18.61680868381536,0
244.62500000000003,17.202181312156945,0
244.59900000000005,16.52774150659339,1
244.57500000000005,15.901475972855765,0
244.41600000000003,16.360571372737304,1
244.38,14.799968119111641,0
244.365,14.428757218865249,1
244.344,14.084061382922178,0
244.317,14.132824171475525,0
244.292,13.34574201489194,1
244.267,12.614880012350055,0
244.247,11.936222438561153,1
244.223,12.060965966298456,0
244.201,11.728211985074987,0
243.917,10.551203324066408,0
243.892,11.592449135621324,0
243.866,12.559320246350902,0
243.84099999999998,12.074671102857986,0
243.815,11.624639755328849,1
243.791,11.206753504051797,0
243.75899999999996,10.894874503855425,1
243.743,10.965592863192587,1
243.72599999999997,11.471529205555123,0
243.711,11.941327237748927,0
243.69400000000002,12.816823244868123,1
243.681,13.6297838229074,0
243.667,15.187370909879636,0
243.654,16.633701776353846,0
243.631,17.047087438593024,1
243.414,13.647362654291616,1
243.406,12.703805468948413,0
243.421,19.612686809556244,1
243.42999999999995,21.5913002090508,0
243.44400000000002,23.42858408001002,0
243.457,24.812100966834027,1
243.505,29.967589134721035,1
243.525,31.34619330779241,0
243.543,32.62632575421583,0
243.56,32.74811854588482,0
243.529,19.198150644333147,0
243.518,14.166002276412605,1
243.51800000000003,13.786046332060563,1
243.51500000000004,12.916829735310724,1
243.51700000000002,13.554546592099767,0
243.52599999999998,14.14671224483238,1
243.54500000000004,16.677219901394473,1
243.581,24.034625244078974,0
243.589,24.433777777973873,0
243.59900000000002,24.80441941659055,0
243.604,24.33503920954046,0
243.611,23.89918616013681,1
243.614,23.085019319478427,1
243.625,22.225102817930544,1
243.63200000000003,21.386482110013713,1
243.641,21.2785551900486,0
243.65200000000004,21.178337335795323,0
243.664,20.594244309146546,1
243.67500000000004,19.582386587333122,0
243.683,18.642804417077798,0
243.66600000000003,25.380583426642843,1
243.66600000000003,22.66283896773444,0
243.66800000000003,21.318524807058505,0
243.67000000000004,20.07023308643088,0
243.67300000000003,18.85586140719128,1
243.676,17.7821959635366,0
243.68,16.7852209087144,0
243.64499999999995,28.047482860480557,0
243.657,25.182504638209327,0
243.657,25.182504638209327,1
243.62500000000003,22.225217024745675,0
243.618,21.40025334139247,0
243.61000000000004,20.250489922857888,1
243.59600000000003,19.182852462790045,1
243.584,18.512652009814406,0
243.571,18.068313226042694,1
243.56600000000003,17.981200619141127,1
243.569,18.19813323954607,1
243.63100000000003,25.539220006270078,1
243.669,26.142946115175576,0
243.687,26.186910541257912,1
243.705,25.63961220031826,1
243.733,26.037022757697468,0
243.74400000000009,25.60473829445279,1
