sma20_current,stoch_rsi_14_current,class
242.86999999999995,100.0,1
242.94,95.6193041181328,1
242.965,100.0,0
243.01000000000005,100.0,1
243.045,91.26723929384715,1
243.09,100.0,0
243.13,91.04485588976624,0
243.175,91.04485588976624,0
243.23,80.65900828262838,0
243.28,47.10473139803856,1
243.315,18.114273800187064,1
243.40999999999997,87.27427147493471,1
243.51,50.63369496578653,0
243.62,16.25870698135886,1
243.645,0.0,1
243.635,19.99722085346585,1
243.63,52.247124095496886,1
243.63,65.41630055570515,1
243.64,77.31529121644724,0
243.63,42.492268864146226,1
243.63,73.85038129375035,0
243.63,73.85038129375035,1
243.63,48.20598456844496,0
243.605,34.68016337260493,0
243.58,59.07453707633842,1
243.58,81.57748574983876,0
243.5900000000001,81.57748574983876,1
243.61,100.0,1
243.49499999999995,21.344353790494093,0
243.49999999999997,85.16067082974463,1
243.5,47.872566859533364,1
243.51,100.0,1
243.52,100.0,0
244.305,51.17347630761281,1
244.39500000000004,60.38213367781202,0
244.48,53.64109123823603,0
245.21,56.73892330768643,0
245.315,28.074346063089763,1
245.4650000000001,27.14521603864653,1
245.425,55.02432458915143,1
245.31,49.9573019241618,0
246.345,0.0,0
246.335,40.685717256242974,0
246.04,96.13692187877035,0
246.005,83.65620794864253,0
245.92,88.33454660443716,1
245.965,100.0,1
245.99,100.0,0
245.99500000000003,90.65426261383531,1
246.11,45.71769207521586,1
246.195,45.14023347990386,0
246.245,0.0,1
246.295,0.0,0
243.23,92.20395515751265,0
243.27500000000003,2.7141294901922466,1
243.29,25.70314745084002,0
243.385,46.63159785095691,0
243.43,83.19099685973963,0
243.445,16.708620916030778,0
243.45,59.765692398602866,1
243.455,37.79479690772285,0
243.445,28.476996527708703,1
243.47000000000003,83.94939056617491,0
243.46000000000004,83.94939056617491,1
243.48,100.0,0
243.505,100.0,0
243.51,48.37268506164109,1
243.525,90.97026693738823,0
243.53500000000003,60.409908302721284,1
243.555,96.68050150455852,0
243.55,54.879864698513906,0
243.52,99.72813516405235,0
243.545,99.72813516405235,0
243.55,87.71818431464987,0
243.545,61.85059786979043,0
243.545,74.8558425022343,1
243.54000000000005,74.8558425022343,0
243.53500000000008,74.8558425022343,1
243.53000000000003,88.80712605132376,1
243.54000000000005,100.0,0
243.53000000000003,84.38039864214826,0
243.535,64.67527056395471,1
243.545,64.67527056395471,0
243.555,59.37525096117794,0
243.57,4.7328939332397075,0
243.61000000000004,4.7328939332397075,1
243.44,100.0,1
243.43,100.0,0
243.335,88.98375557720291,1
243.4,97.33353953636237,0
243.485,99.9887940515733,0
243.545,92.37089664886213,1
243.74,95.14327495117088,1
243.795,87.29779602613846,0
243.84500000000003,87.29779602613846,0
243.89,84.26482981448916,0
243.435,91.96335811126708,0
243.205,84.7822423933027,1
243.215,45.24559670624518,1
243.235,100.0,1
243.285,100.0,0
243.36499999999995,73.35173393948969,1
243.56,100.0,1
243.805,83.20548203416988,0
243.86000000000004,73.46664913090882,0
243.90000000000003,46.5799301717969,0
243.95000000000005,46.57993017179693,0
243.99,12.782206237349241,1
244.025,0.0,1
244.105,28.03718340851975,1
244.14999999999995,28.03718340851975,1
244.19,41.98050090227376,0
244.23999999999995,54.74475354537569,0
244.265,19.791215705546048,1
244.27,24.603018275446768,0
244.28,0.0,0
243.775,89.5093114708942,1
243.735,100.0,0
243.715,91.67590488561798,0
243.695,99.07300654103969,0
243.67,99.07300654103969,1
243.66,100.0,0
243.64499999999992,91.60310406029741,0
243.08,89.38507814669218,0
243.08,90.51016299775259,0
243.08,90.51016299775259,1
243.19499999999996,85.75895175068598,0
243.23999999999995,84.34089184237841,0
243.29,75.26046225985358,1
243.32,75.26046225985358,1
243.365,96.12914387171419,0
243.425,89.02189991712179,1
243.485,99.60371264094181,1
243.54,100.0,1
243.90000000000003,42.05776173905254,1
244.04500000000007,42.05776173905254,0
244.08500000000004,5.437578273662547,1
244.12500000000009,0.0,1
244.225,11.125949367706623,0
244.24999999999997,11.12594936770667,1
