rsi14_current,cci20_previous,class
-3.07777613282434,-21.93861004597612,1
18.323516316432414,98.46214934662865,1
24.76988694583753,99.44153633195806,0
24.76988694583753,109.86786369240049,1
20.836230548135052,117.85839417655228,1
25.061974356347164,102.54540268262848,0
21.160900258450692,101.5148840559035,0
21.160900258450692,100.2514032848662,0
16.63657763603696,89.62036625169803,0
2.0195353174736543,68.31116765052944,1
2.0195353174736543,32.404516569699936,1
22.12965611870645,17.310135879888527,1
13.686773613094175,48.915501406250044,0
1.3427049995352152,-16.972449761541213,1
-3.6859918027169267,-11.852478199791927,1
1.4764203268832716,-30.68672425356317,1
9.801941802845704,-20.425177931153435,1
13.201650031964023,-5.560417832040456,1
16.27345156714425,22.40958172723565,0
7.283662721075642,35.295075132829474,1
11.054133230035717,21.399168773441684,0
11.054133230035717,12.854910300272394,1
5.935654388105847,17.648530028721336,0
1.76575572470405,-22.11970965669456,0
-1.8018360413373105,-44.81815314474896,1
3.879108784747871,-25.72284948559573,0
3.879108784747871,-2.3439712122770304,1
9.435306228375024,8.251245230768731,1
-11.488438602341231,-21.24280038042813,0
6.330362858200773,-14.312606738079404,1
-1.4717048687384278,0.9751093585219838,1
11.475843209984506,10.273256892477988,1
11.475843209984506,19.401388098101425,0
13.221505730246008,151.9226115840708,1
18.43960836214133,108.8270309077913,0
14.619784268185626,128.3364314514768,0
17.25881243782385,27.99312385517817,0
10.650078584996491,40.903421667583906,1
8.048925420453926,-32.190404548676966,1
12.025095026541125,-40.56706791491077,1
11.466792555441446,51.90944694485402,0
-8.595708787446156,-8.995491459682867,0
4.854947767465474,-16.855271087085068,0
9.801070102429053,7.21770126800119,0
0.6256447028448521,25.74828855910637,0
4.065011038020131,1.570210856888903,1
14.416792227493048,24.008482703539052,1
14.416792227493048,35.7745350951466,0
7.3801490969159715,25.988900499439648,1
5.5513746497732095,49.044444732569396,1
5.405951629219104,9.0097089461724,0
-2.5038297766230784,14.074815463533866,1
-6.762942841306739,2.074795549648184,0
-0.7452288576979242,1.6931903945987798,0
-5.600105261462119,12.67003486075333,1
-0.9379299938098312,6.090511470373088,0
3.306361955186631,6.002632994934852,0
10.72061193101186,2.1022616972241503,0
-2.762020923949265,10.32250636708142,0
5.9699577150342416,0.20060782566124225,1
1.5142577916579825,7.9331357560764895,0
-6.499480834976198,-10.512683350294218,1
6.856219078603374,1.0140571852020823,0
6.856219078603374,10.155883880388977,1
10.721733542434123,8.239774257040409,0
14.178119011846904,9.782567757734258,0
-0.03684619839033587,14.788556684189846,1
11.691889745498088,2.145695416204102,0
3.2774596066687,9.924854323598376,1
13.264134705584324,9.226674290765313,0
1.7548280784019423,18.167946716552493,0
13.165260463896034,-1.5567982264922733,0
13.165260463896034,9.666897424865118,0
8.797373830786142,20.297657338070763,0
-0.6103819943709112,13.134358230237774,0
4.04546886116195,0.8352073297805495,1
4.04546886116195,0.9410111478481138,0
4.04546886116195,1.5732571457343036,1
9.105602555029165,3.4680404310444994,1
13.440854767851606,5.687527252733164,0
7.7325750963479996,11.818834156428812,0
7.7325750963479996,10.147069082510924,1
7.7325750963479996,11.967321798105953,0
7.7325750963479996,9.443652168006508,0
0.05464813789346579,12.859754283041301,0
0.05464813789346579,0.2132241625619085,1
4.479630263448527,-4.000354626029926,1
4.479630263448527,3.2464791933174246,0
14.870054547444001,30.059927471407587,1
21.847498941927253,53.19638857036657,0
24.066345659842824,81.3145467002538,0
17.700497658232212,74.3504030470735,1
20.89329138579868,81.69973293605865,1
14.265025644511836,72.76839284692278,0
14.265025644511836,53.55319289403757,0
11.702619164645784,47.95776900458728,0
1.825131487120018,-5.7915725313419575,0
2.909462573438901,11.722195488176482,1
-0.23818501028578964,12.39264619035711,1
8.252658882880041,13.50377462865776,1
16.40549302351181,25.677465313541607,0
11.147687979269406,47.30146802286857,1
17.631652586163014,38.023243575150225,1
19.886834504894253,61.333038218453396,0
17.170004990813286,57.36154804477928,0
11.31837219125427,40.61701965325139,0
11.31837219125427,30.899287469173284,0
7.925117668432094,23.614745532899367,1
0.6165694654325762,16.207691846396994,1
7.332991651174751,8.223205462261372,1
7.332991651174751,7.776476739407178,1
10.673170498435098,2.7058180499685762,0
13.73089952875192,10.713579423575938,0
5.357636294818363,9.712520242697996,1
5.357636294818363,0.6783551786306558,0
0.5021345378634976,-8.94465644412215,0
-1.2465530181078464,-20.00836688860914,1
9.36253235347283,-3.3938866056316583,0
3.7889043781124334,4.7521805719972035,0
8.74183825941924,10.300130872784028,0
8.74183825941924,11.893405724981433,1
13.303380404559007,13.609423164598494,0
7.3500977142805075,21.45268599887544,0
-5.6544587383857134,12.383244020872727,0
5.39683666694232,22.634572329555308,0
5.39683666694232,22.634572329555308,1
11.949982401766976,49.93076117163393,0
11.949982401766976,41.92757825674757,0
8.08071200286345,34.02023926196701,1
8.08071200286345,17.073708397702525,1
16.973085572976288,19.24499833813184,0
15.957350925430362,36.18590817735621,1
18.526293204782466,29.4195555761516,1
22.92664811164725,35.2728580864134,1
19.36181058648505,93.41935005226318,1
19.36181058648505,38.33324415451012,0
9.53922653204694,38.25601746660492,1
6.013170717632249,21.18985839706248,1
9.22750320370183,26.090087134056763,0
9.22750320370183,20.7488672030532,1
