ema30_current,rsi14_current,class
242.9064445893394,-3.07777613282434,1
243.01850375934106,18.323516316432414,1
243.07295857572075,24.76988694583753,0
243.12591803017983,24.76988694583753,1
243.16900913273852,20.836230548135052,1
243.2222233899707,25.061974356347164,0
243.2645439303941,21.160900258450692,0
243.3041341133707,21.160900258450692,0
243.33673633013032,16.63657763603696,0
243.34586248731742,2.0195353174736543,1
243.35238200813052,2.0195353174736543,1
243.41296710473262,22.12965611870645,1
243.47088257466632,13.686773613094175,0
243.49089959727473,1.3427049995352152,1
243.51114733119223,-3.6859918027169267,1
243.51638037919358,1.4764203268832716,1
243.53831606654,9.801941802845704,1
243.56528816115448,13.201650031964023,1
243.59898958557525,16.27345156714425,0
243.61559564670355,7.283662721075642,1
243.6385908879724,11.054133230035717,0
243.6580847132489,11.054133230035717,1
243.6678514074358,5.935654388105847,0
243.62237725491042,1.76575572470405,0
243.5572512959214,-1.8018360413373105,1
243.55900035080987,3.879108784747871,0
243.56366334150684,3.879108784747871,1
243.58336603101128,9.435306228375024,1
243.5214213098341,-11.488438602341231,0
243.52850875478757,6.330362858200773,1
243.52666948028502,-1.4717048687384278,1
243.5378520944602,11.475843209984506,1
243.54730432363658,11.475843209984506,0
244.51612064941682,13.221505730246008,1
244.59977525694646,18.43960836214133,0
244.6621027891569,14.619784268185626,0
244.9420744841278,17.25881243782385,0
244.98130926921002,10.650078584996491,1
245.03193827759642,8.048925420453926,1
245.0788894936256,12.025095026541125,1
245.24903657255302,11.466792555441446,0
246.28980765402724,-8.595708787446156,0
246.26714745935985,4.854947767465474,0
246.0123613301241,9.801070102429053,0
246.00651919485588,0.6256447028448521,0
245.9921113620766,4.065011038020131,1
246.06010885833803,14.416792227493048,1
246.0925246360728,14.416792227493048,0
246.10389229138343,7.3801490969159715,1
246.23644310511844,5.5513746497732095,1
246.25379274891387,5.405951629219104,0
246.25234010102352,-2.5038297766230784,1
246.24352063342891,-6.762942841306739,0
243.2205418497942,-0.7452288576979242,0
243.28089761590496,-5.600105261462119,1
243.29463519680388,-0.9379299938098312,0
243.34373575349878,3.306361955186631,0
243.37479195175356,10.72061193101186,0
243.39964405471613,-2.762020923949265,0
243.41761487483325,5.9699577150342416,1
243.42393897021861,1.5142577916579825,0
243.42410123658908,-6.499480834976198,1
243.4509150564587,6.856219078603374,0
243.46154236593262,6.856219078603374,1
243.47995350748016,10.721733542434123,0
243.50463737236697,14.178119011846904,0
243.50433818705292,-0.03684619839033587,1
243.5274488468061,11.691889745498088,0
243.5331384923867,3.2774596066687,1
243.56286053286743,13.264134705584324,0
243.56828340558047,1.7548280784019423,0
243.48328075664506,13.165260463896034,0
243.50472318223603,13.165260463896034,0
243.51833061262766,8.797373830786142,0
243.518156918478,-0.6103819943709112,0
243.52343711728585,4.04546886116195,1
243.52938558412598,4.04546886116195,0
243.5382682930937,4.04546886116195,1
243.55374722686386,9.105602555029165,1
243.5746791326489,13.440854767851606,0
243.5878089799962,7.7325750963479996,0
243.5990828143981,7.7325750963479996,1
243.6066025265857,7.7325750963479996,0
243.6136370960516,7.7325750963479996,0
243.61275728340317,0.05464813789346579,0
243.60820259629585,0.05464813789346579,1
243.44564288236637,4.479630263448527,1
243.44713194114186,4.479630263448527,0
243.37421708908798,14.870054547444001,1
243.45592857880862,21.847498941927253,0
243.54728943736094,24.066345659842824,0
243.61037443020547,17.700497658232212,1
243.85644193397408,20.89329138579868,1
243.9090599954189,14.265025644511836,0
243.9582833432222,14.265025644511836,0
243.9978793782641,11.702619164645784,0
243.45153097406842,1.825131487120018,0
243.396536989618,2.909462573438901,1
243.38667114944485,-0.23818501028578964,1
243.39881450583863,8.252658882880041,1
243.4349719454776,16.40549302351181,0
243.45589342126888,11.147687979269406,1
243.55116065312336,17.631652586163014,1
243.84584618770188,19.886834504894253,0
243.9001567717003,17.170004990813286,0
243.93806022124718,11.31837219125427,0
243.9815896951104,11.31837219125427,0
244.00980564679938,7.925117668432094,1
244.02430691472176,0.6165694654325762,1
244.06860479992088,7.332991651174751,1
244.0861622437814,7.332991651174751,1
244.10601178417218,10.673170498435098,0
244.13607695205584,13.73089952875192,0
244.1482724278233,5.357636294818363,1
244.15867217268269,5.357636294818363,0
244.16295827937745,0.5021345378634976,0
243.76111882855287,-1.2465530181078464,1
243.75568251648,9.36253235347283,0
243.74845244876752,3.7889043781124334,0
243.751167227999,8.74183825941924,0
243.75370686018329,8.74183825941924,1
243.7645521100725,13.303380404559007,0
243.76925497953712,7.3500977142805075,0
243.17870737328158,-5.6544587383857134,0
243.20746110117724,5.39683666694232,0
243.20746110117724,5.39683666694232,1
243.31198263316404,11.949982401766976,0
243.33398923361042,11.949982401766976,0
243.34812444047932,8.08071200286345,1
243.36134769851824,8.08071200286345,1
243.4011440900029,16.973085572976288,0
243.46527694348882,15.957350925430362,1
243.5048198352981,18.526293204782466,1
243.5597594287024,22.92664811164725,1
243.93845007052784,19.36181058648505,1
244.0523019226453,19.36181058648505,0
244.0793806299824,9.53922653204694,1
244.0962428590002,6.013170717632249,1
244.1833280151173,9.22750320370183,0
244.21042289110864,9.22750320370183,1
