ema100_current,sma20_previous,class
243.18905225418166,242.89,1
243.2059823509734,242.925,1
243.21960454887298,242.94,0
243.23295700028004,242.965,1
243.24344502462958,243.01000000000005,1
243.2576857613686,243.045,0
243.26904448124196,243.09,0
243.28048818799888,243.13,0
243.28941517665172,243.175,0
243.29067523904556,243.23,1
243.29191034970887,243.28,1
243.31029924093696,243.345,1
243.3284839227556,243.455,0
243.33751678839408,243.59,1
243.3447663049139,243.65,1
243.3498359170736,243.635,1
243.3580095074276,243.635,1
243.36831135455623,243.63,1
243.38131913882043,243.63,0
243.38917921106997,243.64,1
243.3982440122856,243.63,0
243.40743922451642,243.63,1
243.41447215531707,243.63,0
243.43239618066715,243.615,0
243.42857866939048,243.58,1
243.43290288727312,243.58,0
243.4368315650493,243.58,1
243.4505651585406,243.61000000000004,1
243.45160054841358,243.50999999999996,0
243.4551589754741,243.49499999999995,1
243.4563568285833,243.49999999999997,1
243.4621111819273,243.5,1
243.46806149971002,243.51,0
243.82994300544357,244.235,1
243.8701414176561,244.305,0
243.90527351363698,244.39500000000004,0
244.10478228197974,245.085,0
244.13464820015275,245.21,1
244.18798273851326,245.40000000000003,1
244.21942096903098,245.4650000000001,1
244.32506238048538,245.33,0
245.83408383388885,246.36,0
245.87057307332157,246.335,0
245.86638279248183,246.05,0
245.87057823792648,246.04,0
245.8842262192538,245.925,1
245.92862768583853,245.94000000000003,1
245.94552040561916,245.965,0
245.95718848396888,245.99,1
246.03293930986325,246.08,1
246.05245192054863,246.14,0
246.0590926090496,246.195,1
246.06300177668945,246.245,0
244.2284174956066,243.215,0
244.15737520939186,243.26000000000005,1
244.13215058352168,243.27500000000003,0
244.06549234972576,243.345,0
244.05050707671853,243.385,0
244.01353315183098,243.445,0
243.9979064878408,243.445,1
243.9796793286337,243.45,0
243.8651202898652,243.445,1
243.845215351992,243.46,0
243.83385144982952,243.47000000000003,1
243.82283330127632,243.46000000000004,0
243.8146333559607,243.48,0
243.8006551917408,243.505,1
243.79444397705845,243.51,0
243.78315571256888,243.525,1
243.7786513961876,243.53500000000003,0
243.76736594404213,243.555,0
243.62229653862755,243.48999999999995,0
243.61775770628597,243.52,0
243.61163846582176,243.545,0
243.6013700903672,243.55,0
243.59390507115882,243.545,1
243.58720769817168,243.545,0
243.57971296384312,243.5300000000001,1
243.57682638085092,243.53500000000008,1
243.57659697999665,243.53000000000003,0
243.5737720996549,243.54000000000005,0
243.57224280565552,243.53000000000003,1
243.570433882676,243.535,0
243.5689706919833,243.545,0
243.5661761014024,243.555,0
243.56075797658417,243.59,1
243.45396621440563,243.45,1
243.45084891813374,243.44,0
243.43766415086878,243.295,1
243.4630392727289,243.335,0
243.49156240093876,243.4,0
243.51389003269833,243.485,1
243.60340637005638,243.67,1
243.62673911589187,243.74,0
243.64929991512696,243.795,0
243.66757429566596,243.84500000000003,0
243.51813622269586,243.51,0
243.49600610749957,243.17,1
243.49317526037171,243.205,1
243.4978906238292,243.215,1
243.512602790038,243.235,0
243.52213349409507,243.285,1
243.55822548539874,243.49,1
243.64952012843827,243.74,0
243.669460434308,243.805,0
243.68349592644898,243.86000000000004,0
243.6978733121113,243.90000000000003,0
243.7087461509301,243.95000000000005,1
243.71575320199963,243.99,1
243.73903722122918,244.07,1
243.7509544053113,244.105,1
243.765235627629,244.14999999999995,0
243.78152416351418,244.19,0
243.79321984606514,244.23999999999995,1
243.8037541948537,244.265,0
243.81178983262703,244.27,0
243.7321990925196,243.79,1
243.73551672689067,243.74999999999997,0
243.73741344744647,243.735,0
243.74156271922902,243.715,0
243.74562982721366,243.695,1
243.751906508456,243.67,0
243.7560787009608,243.66,0
243.51991036140927,243.09500000000003,0
243.51617674725293,243.08,0
243.51617674725293,243.08,1
243.51986470045483,243.14499999999992,0
243.52095243985409,243.19499999999996,0
243.51817896966287,243.23999999999995,1
243.51608024373226,243.29,1
243.521823142967,243.32,0
243.5310351816962,243.39500000000004,1
243.5412513498301,243.425,1
243.55646526176227,243.485,1
243.67698746346886,243.835,1
243.72574573034674,243.97000000000003,0
243.74269551855275,244.04500000000007,1
243.7557799092213,244.08500000000004,1
243.79482958383943,244.19,0
243.80898254064275,244.225,1
