sma100_previous,mom10_current,class
243.301,0.30000000000001137,1
243.291,0.8000000000000114,1
243.296,1.0,0
243.302,1.1000000000000227,1
243.308,1.0,1
243.312,1.200000000000017,0
243.31600000000003,0.9000000000000057,0
243.318,0.8000000000000114,0
243.32100000000003,0.19999999999998866,0
243.323,-0.19999999999998866,1
243.32000000000005,-0.09999999999999433,1
243.31400000000005,0.19999999999998866,1
243.31900000000005,-0.09999999999999433,0
243.31800000000004,-0.19999999999998866,1
243.32,0.0,1
243.322,-0.5,1
243.324,0.0,1
243.32800000000003,0.0,1
243.33300000000003,0.30000000000001137,0
243.341,0.2999999999999829,1
243.34600000000003,0.30000000000001137,0
243.34900000000002,0.20000000000001705,1
243.353,0.2999999999999829,0
243.36300000000003,-0.09999999999999433,0
243.36900000000003,-0.19999999999998866,1
243.372,-0.09999999999999433,0
243.375,0.09999999999999433,1
243.377,0.19999999999998866,1
243.38500000000008,-0.19999999999998866,0
243.38600000000002,-0.09999999999999433,1
243.38800000000003,-0.19999999999998866,1
243.389,0.19999999999998866,1
243.392,0.09999999999999433,0
243.551,1.6999999999999886,1
243.568,1.5999999999999943,0
243.59099999999995,-0.8999999999999773,0
243.72600000000003,0.5,0
243.75,-0.19999999999998866,1
243.792,0.2999999999999829,1
243.81399999999996,0.5999999999999943,1
243.89200000000002,0.5,0
245.59000000000003,-0.30000000000001137,0
245.627,-0.3999999999999773,0
245.679,0.10000000000002274,0
245.68400000000003,-0.09999999999999433,0
245.703,0.7999999999999828,1
245.748,0.8000000000000114,1
245.768,0.09999999999999433,0
245.786,0.0,1
245.854,0.30000000000001137,1
245.881,-0.09999999999999433,0
245.893,-0.30000000000001137,1
245.90500000000003,-0.4000000000000057,0
244.915,-0.09999999999999433,0
244.831,-0.19999999999998866,1
244.799,0.0,0
244.701,0.19999999999998866,0
244.67400000000006,0.3999999999999773,0
244.62500000000003,-0.4000000000000057,0
244.59900000000005,0.2999999999999829,1
244.57500000000005,0.19999999999998866,0
244.41600000000003,-0.2999999999999829,1
244.38,0.0,0
244.365,0.09999999999999433,1
244.344,0.0,0
244.317,0.30000000000001137,0
244.292,0.30000000000001137,1
244.267,0.5,0
244.247,0.4000000000000057,1
244.223,0.5999999999999943,0
244.201,0.0,0
243.917,0.20000000000001705,0
243.892,0.30000000000001137,0
243.866,0.19999999999998866,0
243.84099999999998,0.19999999999998866,0
243.815,0.4000000000000057,1
243.791,0.4000000000000057,0
243.75899999999996,0.19999999999998866,1
243.743,0.2999999999999829,1
243.72599999999997,0.0,0
243.711,-0.10000000000002274,0
243.69400000000002,0.0,1
243.681,0.19999999999998866,0
243.667,0.09999999999999433,0
243.654,0.0,0
243.631,0.0,1
243.414,0.19999999999998866,1
243.406,0.30000000000001137,0
243.421,0.9000000000000057,1
243.42999999999995,1.1999999999999886,0
243.44400000000002,1.5999999999999943,0
243.457,1.200000000000017,1
243.505,2.200000000000017,1
243.525,1.6999999999999886,0
243.543,0.09999999999999433,0
243.56,0.4000000000000057,0
243.529,1.1999999999999886,0
243.518,0.19999999999998866,1
243.51800000000003,0.0,1
243.51500000000004,0.19999999999998866,1
243.51700000000002,0.7999999999999828,0
243.52599999999998,0.5,1
243.54500000000004,0.8000000000000114,1
243.581,0.9000000000000057,0
243.589,0.4000000000000057,0
243.59900000000002,0.4000000000000057,0
243.604,0.6000000000000227,0
243.611,0.09999999999999433,1
243.614,-0.30000000000001137,1
243.625,-0.6000000000000227,1
243.63200000000003,-0.4000000000000057,1
243.641,-0.2999999999999829,0
243.65200000000004,-0.09999999999999433,0
243.664,-0.10000000000002274,1
243.67500000000004,-0.10000000000002274,0
243.683,-0.09999999999999433,0
243.66600000000003,0.19999999999998866,1
243.66600000000003,0.5,0
243.66800000000003,0.4000000000000057,0
243.67000000000004,0.5999999999999943,0
243.67300000000003,0.5999999999999943,1
243.676,0.8000000000000114,0
243.68,0.5,0
243.64499999999995,-0.09999999999999433,0
243.657,0.5999999999999943,0
243.657,0.5999999999999943,1
243.62500000000003,0.8999999999999773,0
243.618,0.3999999999999773,0
243.61000000000004,0.4000000000000057,1
243.59600000000003,0.5,1
243.584,0.4000000000000057,0
243.571,0.5,1
243.56600000000003,0.30000000000001137,1
243.569,0.2999999999999829,1
243.63100000000003,1.0,1
243.669,0.7999999999999828,0
243.687,0.4000000000000057,1
243.705,0.19999999999998866,1
243.733,-0.09999999999999433,0
243.74400000000009,-0.7999999999999828,1
