macd_12_26_previous,uosc_current,class
-0.1337023578838057,21.73981761800549,1
0.0718227186549143,25.79184034575511,1
0.12682504136861894,27.410741074107047,0
0.1905253506889153,25.458241947805533,1
0.2345323651046556,22.059716360914866,1
0.2591456587062737,22.53823196687541,0
0.2908785881535607,17.008123195731017,0
0.3080925934912955,18.001621612297242,0
0.3199307683841539,21.294207393056475,0
0.3183861695091537,18.823053158624145,1
0.2775441674219508,18.40018779047218,1
0.20710927546488733,24.898530091291583,1
0.20165745529271814,20.041599065123695,0
0.0928637293278598,22.632547091945906,1
0.03902717971513425,15.68505663134856,1
-0.024329775267545983,17.598505696236007,1
-0.03149576330866921,25.244667205092536,1
-0.019570723288950376,25.249840853002485,1
-0.0021188470064146263,24.48608887900327,0
0.008904161459867055,20.68233353947642,1
0.010205171747799113,23.03139518331161,0
0.018729063130194845,25.313688402191204,1
0.028469605969064563,27.7983641514426,0
-0.004725512820897393,32.136985555576594,0
-0.07827023907455555,31.831787260358386,1
-0.07566565891602295,33.67464714709917,0
-0.06050809276126756,30.50520907663741,1
-0.02326748620757257,27.385426892815772,1
-0.03668713125549061,38.083953960731904,0
-0.03882043863879403,45.29616724738735,1
-0.022322784941934515,38.155061019383176,1
-0.02013872107414727,41.79587880618865,1
0.0015673193133807215,42.747729538901595,0
0.7797795650313049,11.016211916399515,1
0.7297572968053885,10.700751923449292,0
0.7196259668604057,11.397583103340258,0
0.19342405207081012,25.58364296705452,0
0.17764630974522788,26.44745501293643,1
0.08959585952706561,20.504068649828078,1
0.05700402546034411,20.10329201522816,1
0.0634161183641595,16.042671807504803,0
0.08094530992821093,18.091746962714303,0
-0.055702065088922836,13.347815385319764,0
-0.1979721459049415,25.024668661996568,0
-0.13178172017259726,22.66507885341846,0
-0.0909764807263116,19.125336279995143,1
0.03354662755606341,18.533360537814385,1
0.09849970845419877,23.974840469084764,0
0.15662089614417596,26.17734288287027,1
0.2551660048045505,21.78115975099018,1
0.20836379929249915,21.20493225785105,0
0.1938630133359993,22.597534560382535,1
0.160980668429346,17.862198395321165,0
0.12465988930847514,42.98227227399214,0
0.11920721728205308,40.04091994637346,1
0.09067777347249263,38.65157398992244,0
0.0621082347476829,29.467876039305487,0
0.06203469308994159,25.602943840185226,0
0.08435726888487237,31.432506261682025,0
0.06881273874401472,33.68136187095412,1
0.07276303079814284,33.28713458506989,0
-0.02625713168032462,30.263857267044934,1
-0.014632209954299926,35.26533304614739,0
-0.003013091751000729,35.51621465746649,1
0.007005956479360975,35.2383180954608,0
0.029581846751199237,30.00099267330749,0
0.04921625113934169,33.81157340985156,1
0.03825492998095115,41.478646253021104,0
0.05172719668613013,35.67655987503232,1
0.0484992841704468,42.090403875300176,0
0.0846987068671865,44.50969795231997,0
-0.07438483060266776,24.090984102535906,0
-0.037168028456505915,23.367220712535282,0
-0.004310280983958137,22.030616651112343,0
0.007219187602032663,20.930118181710338,0
0.002255794306421421,23.598901098901,1
0.006299028708184551,20.58849779661936,0
0.016092245237274483,19.07207006191723,1
0.02404070627056853,23.222917307625213,1
0.04285771744895328,30.54741988643785,0
0.06943013003984788,35.26624442880442,0
0.07394393191543712,35.5825206580791,1
0.07814985831404897,38.38355303274524,0
0.07266457982714769,40.77758625813279,0
0.06406546134567748,37.97508151814147,0
0.045882300482332994,39.402789901124265,1
-0.07842963261808222,23.64773866535798,1
-0.05937556254858122,26.14139814600563,0
0.0005869406725196312,40.707841220730856,1
0.06274715405439224,38.199920714206435,0
0.15582042757469594,34.934560388860234,0
0.24538621995904464,31.093998491570744,1
0.4097479303741807,22.414338104076982,1
0.4436799919469081,21.35090829231859,0
0.4375541252802577,19.118047448054604,0
0.4230473103599763,19.248889408464443,0
-0.2480501683870955,19.21139380253013,0
0.03650554513575344,46.43433231459743,1
0.06635131947479067,56.2979917565609,1
0.07674353461939631,56.73128261177804,1
0.10421059682659006,56.45098948670705,0
0.17124704945547364,43.778893660313855,1
0.21491705052076784,27.796629444037556,1
0.3659322977125328,21.582156528700303,0
0.3793532015095025,24.40108987600564,0
0.3671659246579111,21.897842594564352,0
0.3402430245924961,23.470062016355136,0
0.3106636093045836,22.459849038908096,1
0.2654168359564437,17.539360562863887,1
0.19395503921435875,21.363808605188233,1
0.16493463663729813,21.907519585081612,1
0.13543830961705794,22.359463608892398,0
0.11386364032782124,21.19047920468336,0
0.09449580349021858,22.151191698592022,1
0.060957060129226186,28.53547406734099,0
0.031672475444622705,26.705413759481825,0
-0.28207550303474704,32.89703926646609,1
-0.19376704971193706,36.99339763163145,0
-0.13532989786270375,30.552163548508094,0
-0.09331999406211366,27.50345713227412,0
-0.04870552330271494,25.68820737495389,1
-0.010536825017112506,25.71765347360269,0
0.02780711649523937,23.572125142941925,0
-0.07599369002784329,31.488374427887784,0
0.00473563387691911,28.90510468289171,0
0.00473563387691911,28.90510468289171,1
0.1705511231326966,20.766228061634067,0
0.1896293242305376,21.60682454800091,0
0.20410365901540214,20.9438278518816,1
0.20584891528389448,22.39925482890425,1
0.21152674575094466,30.2793265847447,0
0.22721605576617776,27.290729283839113,1
0.23257107149584044,31.71212972033501,1
0.23418957531265505,33.113674577969014,1
0.4247405747289577,25.780138262747503,1
0.39997542284586973,23.77513642819716,0
0.3862044937837936,21.334289747762075,1
0.3424731753056278,18.502682733675357,1
0.28278152386968713,17.408876232405245,0
0.25111569541053314,19.015269484327774,1
